Date,NOROESTE 2 CO ppm,NOROESTE 2 NO ppb,NOROESTE 2 NO2 ppb,NOROESTE 2 NOX ppb,NOROESTE 2 O3 ppb,NOROESTE 2 PM10 ug/m3,NOROESTE 2 PM2.5 ug/m3,NOROESTE 2 PRS mmhg,NOROESTE 2 RAINF mm/hr,NOROESTE 2 RH %,NOROESTE 2 SO2 ppb,NOROESTE 2 SR KW/m2,NOROESTE 2 TOUT degC,NOROESTE 2 WSR KMPH,NOROESTE 2 WDV DEG
2024-03-25 21:00:00,1.96,2.5,4.1,6.6,40.0,92.0,13.0,691.0,0.0,27.0,3.5,0.0,25.06,13.1,95.0
2024-03-25 22:00:00,1.94,2.6,4.4,7.0,37.0,118.0,12.0,692.6,0.0,26.0,3.2,0.0,24.16,10.2,94.0
2024-03-25 23:00:00,1.81,2.5,4.3,6.7,36.0,103.0,12.0,694.0,0.0,26.0,3.3,0.0,23.37,10.6,114.0
2024-03-26 00:00:00,1.88,2.8,5.3,8.1,30.0,98.0,14.0,695.1,0.0,27.0,3.2,0.0,22.26,5.4,121.0
2024-03-26 01:00:00,2.08,4.3,6.3,10.6,24.0,109.0,13.0,695.7,0.0,28.0,3.1,0.0,20.68,4.9,73.0
2024-03-26 02:00:00,1.86,2.6,4.1,6.7,33.0,103.0,9.0,696.5,0.0,23.0,3.0,0.0,19.8,3.5,35.0
2024-03-26 03:00:00,1.93,2.5,3.7,6.2,33.0,79.0,9.0,697.3,0.0,22.0,3.2,0.0,19.18,2.6,19.0
2024-03-26 04:00:00,1.96,2.5,3.4,5.9,32.0,68.0,7.0,697.3,0.0,22.0,3.1,0.0,18.3,3.3,7.0
2024-03-26 05:00:00,1.92,2.6,4.0,6.7,23.0,69.0,7.0,697.3,0.0,27.0,3.1,0.0,16.96,1.9,276.0
2024-03-26 06:00:00,2.0,3.8,4.6,8.5,18.0,70.0,8.0,697.4,0.0,31.0,3.3,0.0,15.88,6.0,304.0
2024-03-26 07:00:00,2.09,6.7,6.8,13.5,12.0,82.0,9.0,697.7,0.0,31.0,3.6,0.0,15.7,6.4,287.0
2024-03-26 08:00:00,2.57,9.15,7.9,23.9,6.0,86.0,12.0,698.4,0.0,33.0,3.8,0.0,14.53,1.4,17.0
2024-03-26 09:00:00,2.51,11.6,6.8,18.4,12.0,114.0,12.0,699.2,0.0,31.0,4.5,0.0,16.03,4.3,304.0
2024-03-26 10:00:00,1.92,4.6,4.0,8.6,35.0,113.0,9.0,699.5,0.0,20.0,3.2,0.0,19.77,5.0,273.0
2024-03-26 11:00:00,1.8,3.6,3.1,6.8,45.0,89.0,7.0,699.4,0.0,14.0,4.3,0.0,22.37,3.3,286.0
2024-03-26 12:00:00,1.84,3.3,3.2,6.5,47.0,76.0,8.0,699.1,0.0,15.0,3.8,0.0,22.63,8.2,114.0
2024-03-26 13:00:00,1.83,2.8,2.2,5.0,57.0,87.0,7.0,698.7,0.0,14.0,3.4,0.0,23.11,7.4,134.0
2024-03-26 14:00:00,1.8,2.6,1.8,4.4,63.0,73.0,7.0,698.2,0.0,14.0,3.4,0.0,24.1,7.7,130.0
2024-03-26 15:00:00,1.94,2.7,2.3,5.0,69.0,77.0,6.0,697.4,0.0,14.0,3.6,0.0,25.02,7.3,117.0
2024-03-26 16:00:00,1.84,2.6,2.6,5.2,79.0,76.0,6.0,696.2,0.0,14.0,4.7,0.0,25.21,9.9,111.0
2024-03-26 17:00:00,1.82,2.6,2.5,5.1,77.0,74.0,5.0,695.5,0.0,16.0,4.9,0.0,25.5,11.0,110.0
2024-03-26 18:00:00,1.89,2.7,2.6,5.3,65.0,67.0,5.0,695.3,0.0,16.0,3.9,0.0,25.25,13.1,104.0
2024-03-26 19:00:00,1.88,2.8,2.8,5.5,56.0,72.0,5.0,695.0,0.0,17.0,3.6,0.0,24.46,14.9,100.0
2024-03-26 20:00:00,1.88,2.5,3.1,5.6,50.0,71.0,5.0,695.1,0.0,19.0,3.6,0.0,23.31,15.5,95.0
2024-03-26 21:00:00,2.04,2.6,3.9,6.6,42.0,66.0,5.0,695.6,0.0,20.0,4.7,0.0,22.18,14.3,88.0
2024-03-26 22:00:00,2.03,2.8,4.4,7.2,40.0,75.0,5.0,696.1,0.0,20.0,4.0,0.0,21.51,15.6,84.0
2024-03-26 23:00:00,1.98,2.7,3.9,6.7,42.0,75.0,7.0,696.6,0.0,22.0,4.3,0.0,21.02,17.2,81.0
2024-03-27 00:00:00,1.8,2.5,2.4,4.8,50.0,92.0,14.0,697.3,0.0,47.0,3.2,0.0,18.53,19.1,86.0
2024-03-27 01:00:00,1.78,2.4,2.2,4.7,51.0,165.0,12.0,697.8,0.0,51.0,4.8,0.0,16.98,17.4,93.0
2024-03-27 02:00:00,1.87,2.4,2.0,4.4,51.0,101.0,11.0,698.2,0.0,53.0,4.4,0.0,16.05,14.7,91.0
2024-03-27 03:00:00,1.76,2.475,1.7,4.1,51.0,79.0,11.0,698.1,0.0,60.0,4.0,0.0,15.39,12.6,102.0
2024-03-27 04:00:00,1.81,2.5500000000000003,2.0,4.4,46.0,71.0,11.666666666666666,698.2,0.0,65.0,3.7,0.0,14.68,5.8,109.0
2024-03-27 05:00:00,1.79,2.625,2.2,4.6,42.0,78.0,12.333333333333334,698.5,0.0,70.0,3.4,0.0,13.94,2.9,129.0
2024-03-27 06:00:00,1.9,2.7,3.0,5.6,37.0,83.0,13.0,699.0,0.0,75.0,3.4,0.0,13.61,2.2,142.0
2024-03-27 07:00:00,2.34,5.5,7.9,13.4,14.0,85.0,15.0,699.9,0.0,77.0,3.6,0.0,13.37,2.4,284.0
2024-03-27 08:00:00,2.48,6.3,8.6,19.9,6.0,111.0,17.0,700.4,0.0,75.0,3.9,0.0,13.15,2.2,242.0
2024-03-27 09:00:00,2.44,7.1,6.4,13.6,15.0,121.0,21.0,701.1,0.0,71.0,4.3,0.0,14.26,6.1,290.0
2024-03-27 10:00:00,2.15,5.0,4.5,9.4,28.0,137.0,18.0,701.9,0.0,63.0,4.9,0.0,16.07,8.3,292.0
2024-03-27 11:00:00,1.9,3.3,2.5,5.9,48.0,111.0,13.0,702.2,0.0,52.0,4.5,0.0,18.31,13.1,285.0
2024-03-27 12:00:00,1.77,3.1,1.9,5.0,54.0,99.0,8.0,702.2,0.0,40.0,3.8,0.0,20.27,10.6,303.0
2024-03-27 13:00:00,1.79,3.1,1.8,4.9,55.0,76.0,6.0,701.9,0.0,30.0,3.2,0.0,22.36,10.0,305.0
2024-03-27 14:00:00,1.85,2.8,1.6,4.4,58.0,66.0,5.0,701.7,0.0,21.0,3.0,0.0,24.45,5.7,335.0
2024-03-27 15:00:00,1.87,2.7,2.4,5.1,71.0,60.0,8.0,701.2,0.0,27.0,3.5,0.0,25.08,9.8,93.0
2024-03-27 16:00:00,1.9,2.6,2.0,4.6,77.0,84.0,9.0,700.8,0.0,27.0,3.3,0.0,25.34,11.4,115.0
2024-03-27 17:00:00,1.94,2.5,1.8,4.3,74.0,87.0,8.0,700.7,0.0,24.0,3.1,0.0,25.9,10.1,113.0
2024-03-27 18:00:00,1.82,2.6,2.4,5.0,75.0,82.0,8.0,700.7,0.0,26.0,3.1,0.0,25.72,12.4,116.0
2024-03-27 19:00:00,1.94,2.6,3.2,5.8,72.0,85.0,9.0,701.1,0.0,31.0,3.3,0.0,24.7,13.5,107.0
2024-03-27 20:00:00,2.05,2.5,4.1,6.6,63.0,100.0,9.0,701.7,0.0,42.0,4.8,0.0,22.54,13.9,107.0
2024-03-27 21:00:00,2.08,2.5,4.9,7.4,48.0,106.0,8.5,702.5,0.0,47.0,5.1,0.0,21.13,12.2,102.0
2024-03-27 22:00:00,2.05,2.48,3.8,6.4,45.0,86.0,8.0,703.2,0.0,50.0,4.3,0.0,20.13,13.4,91.0
2024-03-27 23:00:00,2.01,2.46,4.0,6.6,43.0,77.0,7.0,703.9,0.0,48.0,3.4,0.0,19.55,11.0,89.0
2024-03-28 00:00:00,1.98,2.44,3.6,6.1,45.0,68.0,6.0,704.2,0.0,46.0,3.3,0.0,19.15,10.7,87.0
2024-03-28 01:00:00,1.85,2.42,3.1,5.55,46.0,62.0,6.0,704.3,0.0,46.0,3.5,0.0,18.81,10.3,91.0
2024-03-28 02:00:00,1.88,2.4,2.6,5.0,46.0,54.0,6.5,704.3,0.0,49.0,5.0,0.0,18.32,8.1,99.0
2024-03-28 03:00:00,2.02,2.4,2.7,5.1,41.0,48.0,7.0,704.2,0.0,59.0,4.5,0.0,16.87,10.3,103.0
2024-03-28 04:00:00,1.91,2.45,2.2,4.65,45.0,68.0,6.0,704.2,0.0,71.0,3.4,0.0,15.84,10.8,111.0
2024-03-28 05:00:00,1.92,2.5,1.7,4.2,42.0,57.0,6.0,704.3,0.0,77.0,3.1,0.0,15.15,7.9,105.0
2024-03-28 06:00:00,1.77,2.5,2.1,4.6,36.0,50.0,7.0,704.4,0.0,80.0,3.0,0.0,14.78,6.5,154.0
2024-03-28 07:00:00,2.11,5.1,5.4,10.5,20.0,50.0,9.0,704.9,0.0,81.0,3.0,0.0,13.82,3.3,41.0
2024-03-28 08:00:00,2.09,6.4,5.4,11.7,17.0,62.0,10.0,705.5,0.0,80.0,3.0,0.0,13.18,3.7,49.0
2024-03-28 09:00:00,2.17,5.2,4.9,10.0,23.0,69.0,12.0,705.8,0.0,79.0,3.1,0.0,15.1,4.1,87.0
2024-03-28 10:00:00,2.03,4.4,4.5,8.8,31.0,74.0,16.0,705.8,0.0,72.0,3.7,0.0,17.99,2.5,105.0
2024-03-28 11:00:00,2.21,4.4,4.7,9.0,37.0,90.0,19.0,705.8,0.0,59.0,4.1,0.0,20.64,2.1,103.0
2024-03-28 12:00:00,1.97,3.0,2.9,6.0,54.0,83.0,12.0,705.6,0.0,53.0,3.4,0.0,21.33,9.3,115.0
2024-03-28 13:00:00,2.1,3.0,3.5,6.5,63.0,39.0,13.0,705.1,0.0,49.0,3.6,0.0,22.16,13.2,111.0
2024-03-28 14:00:00,1.89,2.7,2.3,5.0,73.0,95.0,8.0,704.2,0.0,42.0,3.4,0.0,23.59,13.5,92.0
2024-03-28 15:00:00,1.9,2.6,1.9,4.6,70.0,81.0,7.0,703.6,0.0,39.0,3.2,0.0,24.39,15.7,96.0
2024-03-28 16:00:00,1.88,2.6,1.8,4.5,65.0,74.0,7.0,702.6,0.0,40.0,3.1,0.0,24.77,17.2,94.0
2024-03-28 17:00:00,1.84,2.7,1.8,4.5,61.0,79.0,6.666666666666667,701.9,0.0,40.0,3.0,0.0,24.87,18.7,99.0
2024-03-28 18:00:00,1.86,2.7,1.9,4.6,56.0,80.0,6.333333333333333,701.7,0.0,40.0,3.0,0.0,24.77,18.6,91.0
2024-03-28 19:00:00,1.77,2.6,1.9,4.5,53.0,85.0,6.0,701.7,0.0,40.0,2.9,0.0,24.62,16.9,107.0
2024-03-28 20:00:00,1.82,2.6,2.2,4.8,50.0,75.0,6.0,701.7,0.0,40.0,2.7,0.0,23.92,15.6,105.0
2024-03-28 21:00:00,1.85,2.56,2.4,4.9,45.0,68.0,5.6,701.7,0.0,45.0,2.8,0.0,23.15,14.0,104.0
2024-03-28 22:00:00,1.8575,2.52,2.35,4.825,45.0,66.75,5.2,701.7750000000001,0.0,44.0,3.3749999999999996,0.0,21.9675,14.0,100.75
2024-03-28 23:00:00,1.865,2.48,2.3000000000000003,4.75,45.0,65.5,4.8,701.85,0.0,43.0,3.95,0.0,20.785,14.0,97.5
2024-03-29 00:00:00,1.8725,2.44,2.25,4.675,45.0,64.25,4.4,701.9250000000001,0.0,42.0,4.5249999999999995,0.0,19.6025,14.0,94.25
2024-03-29 01:00:00,1.88,2.4,2.2,4.6,45.0,63.0,4.0,702.0,0.0,41.0,5.1,0.0,18.42,14.0,91.0
2024-03-29 02:00:00,1.85,2.4,2.3,4.7,43.0,45.0,4.0,701.7,0.0,43.0,4.3,0.0,17.43,9.4,107.0
2024-03-29 03:00:00,1.94,2.5,2.7,5.1,39.0,40.0,5.0,701.6,0.0,46.0,4.5,0.0,16.47,7.3,164.0
2024-03-29 04:00:00,1.94,2.5999999999999996,2.7,5.1,39.0,47.0,5.0,701.2,0.0,47.0,5.1,0.0,15.96,6.5,150.0
2024-03-29 05:00:00,1.93,2.6999999999999997,3.2,5.8,36.0,55.0,6.0,700.7,0.0,49.0,4.5,0.0,15.13,4.0,144.0
2024-03-29 06:00:00,1.91,2.8,3.7,6.5,33.0,62.0,5.0,700.3,0.0,50.0,4.0,0.0,14.1,3.4,100.0
2024-03-29 07:00:00,2.15,5.3,6.9,12.2,16.0,42.0,5.0,700.2,0.0,53.0,3.8,0.0,13.18,3.3,3.0
2024-03-29 08:00:00,2.23,8.2,7.9,16.1,11.0,50.0,9.0,700.2,0.0,54.0,3.9,0.0,13.07,1.1,14.5
2024-03-29 09:00:00,2.13,6.9,6.1,12.9,19.0,82.0,7.0,700.2,0.0,50.0,4.6,0.0,15.62,2.0,26.0
2024-03-29 10:00:00,2.52,6.5,5.6,12.2,27.0,62.0,9.0,700.2,0.0,40.0,6.3,0.0,18.94,0.9,181.0
2024-03-29 11:00:00,2.4,5.45,9.4,21.9,19.0,76.0,9.5,700.2,0.0,35.0,6.85,0.0,21.84,1.8,156.0
2024-03-29 12:00:00,1.99,4.4,4.7,9.2,40.0,98.0,10.0,700.1,0.0,36.0,7.4,0.0,22.95,4.3,91.0
2024-03-29 13:00:00,1.95,3.1,3.3,6.3,57.0,68.0,7.0,699.6,0.0,35.0,5.5,0.0,24.62,6.6,118.0
2024-03-29 14:00:00,2.07,2.9,3.5,6.4,73.0,68.0,8.0,698.9,0.0,35.0,5.3,0.0,25.52,10.2,100.0
2024-03-29 15:00:00,2.18,2.7,3.6,6.3,94.0,77.0,8.0,698.2,0.0,35.0,5.5,0.0,26.07,12.1,109.0
2024-03-29 16:00:00,2.18,2.6,3.5,6.2,97.0,80.0,7.5,697.8,0.0,36.0,5.1,0.0,25.74,13.1,106.0
2024-03-29 17:00:00,2.19,2.6,3.2,5.8,100.0,84.0,7.0,697.3,0.0,35.0,5.1,0.0,26.6,13.5,109.0
2024-03-29 18:00:00,2.0,2.575,3.2,5.8,88.0,83.0,7.0,696.9,0.0,35.0,4.1,0.0,26.86,14.5,102.0
2024-03-29 19:00:00,2.0,2.55,3.3333333333333335,5.8999999999999995,73.33333333333333,77.33333333333333,7.333333333333333,697.1,0.0,36.333333333333336,3.8,0.0,26.483333333333334,13.233333333333333,101.33333333333331
2024-03-29 20:00:00,2.0,2.525,3.466666666666667,6.0,58.666666666666664,71.66666666666667,7.666666666666667,697.3,0.0,37.666666666666664,3.5,0.0,26.106666666666666,11.966666666666669,100.66666666666669
2024-03-29 21:00:00,2.0,2.5,3.6,6.1,44.0,66.0,8.0,697.5,0.0,39.0,3.2,0.0,25.73,10.7,100.0
2024-03-29 22:00:00,1.96,2.5,3.1,5.7,41.0,70.0,7.0,697.9,0.0,39.0,4.0,0.0,25.28,13.6,92.0
2024-03-29 23:00:00,1.95,2.6,3.1,5.7,36.0,61.0,7.0,698.3,0.0,50.0,3.9,0.0,23.09,15.0,96.0
2024-03-30 00:00:00,1.96,2.6,2.2,4.8,39.0,81.0,6.0,698.7,0.0,59.0,3.7,0.0,21.23,13.7,121.0
2024-03-30 01:00:00,2.03,2.8,3.3,6.1,32.0,72.0,6.0,699.1,0.0,63.0,3.8,0.0,19.81,6.3,94.0
2024-03-30 02:00:00,1.94,2.5,2.8,5.3,33.0,53.0,5.0,699.0,0.0,68.0,3.6,0.0,18.65,5.1,97.0
2024-03-30 03:00:00,1.9,2.6,2.6,5.1,32.0,51.0,5.0,698.7,0.0,72.0,3.2,0.0,17.67,5.7,86.0
2024-03-30 04:00:00,2.01,2.6,2.8,5.4,28.0,56.0,5.0,698.7,0.0,75.0,3.1,0.0,16.85,2.1,3.0
2024-03-30 05:00:00,1.99,2.85,3.2,5.8,24.0,44.0,5.0,698.2,0.0,77.0,2.9,0.0,16.44,0.5,68.0
2024-03-30 06:00:00,2.06,3.1,3.4,6.5,18.0,46.0,7.0,698.2,0.0,78.0,2.8,0.0,15.99,4.0,309.0
2024-03-30 07:00:00,2.19,6.2,5.0,11.2,10.0,55.0,8.0,698.4,0.0,78.0,2.8,0.0,15.54,3.9,318.0
2024-03-30 08:00:00,2.14,5.9,4.2,10.0,9.0,68.0,8.0,698.5,0.0,79.0,2.8,0.0,14.63,6.5,308.0
2024-03-30 09:00:00,2.13,4.2,3.3,7.5,18.0,69.0,9.0,698.7,0.0,74.0,2.8,0.0,16.93,8.4,293.0
2024-03-30 10:00:00,2.16,5.2,4.4,9.6,23.0,70.0,10.0,698.7,0.0,61.0,3.2,0.0,20.55,6.9,283.0
2024-03-30 11:00:00,2.14,5.1,5.3,10.3,30.0,79.0,10.0,698.7,0.0,46.0,3.7,0.0,25.19,3.6,235.0
2024-03-30 12:00:00,2.2,5.2,6.3,11.5,39.0,73.0,9.0,698.7,0.0,38.0,4.8,0.0,28.21,4.4,129.0
2024-03-30 13:00:00,2.06,2.9,3.5,6.4,68.0,84.0,9.0,698.4,0.0,37.0,4.0,0.0,29.1,7.7,99.0
2024-03-30 14:00:00,1.99,2.7,2.8,5.4,83.0,89.0,8.0,697.6,0.0,34.0,4.3,0.0,29.83,12.8,107.0
2024-03-30 15:00:00,2.11,2.6,3.0,5.6,102.0,81.0,9.0,697.0,0.0,31.0,4.8,0.0,31.28,13.3,110.0
2024-03-30 16:00:00,2.15,2.6,3.2,5.8,117.0,92.0,9.0,696.2,0.0,30.0,5.0,0.0,31.83,14.1,111.0
2024-03-30 17:00:00,2.2,2.566666666666667,3.0,5.6,116.0,95.0,10.0,695.8,0.0,29.0,5.1,0.0,31.74,14.9,111.0
2024-03-30 18:00:00,2.03,2.533333333333333,3.1,5.6,100.0,95.0,11.0,695.8,0.0,28.0,4.9,0.0,31.42,15.5,101.0
2024-03-30 19:00:00,2.03,2.5,2.7,5.2,90.0,94.0,8.0,696.2,0.0,31.0,8.0,0.0,30.55,15.3,108.0
2024-03-30 20:00:00,2.03,2.6,3.2,5.7,68.0,90.0,8.0,696.7,0.0,33.0,10.3,0.0,29.26,13.9,105.0
2024-03-30 21:00:00,1.99,2.7,2.8,5.5,41.0,82.0,8.333333333333334,697.3,0.0,41.0,5.5,0.0,27.67,14.2,87.0
2024-03-30 22:00:00,1.94,2.6,2.9,5.5,37.0,75.0,8.666666666666666,697.7,0.0,44.0,3.9,0.0,26.71,12.9,88.0
2024-03-30 23:00:00,2.01,3.1,2.6,5.6,34.0,71.0,9.0,698.1,0.0,52.0,3.3,0.0,25.56,14.9,90.0
2024-03-31 00:00:00,2.04,5.5,2.4,7.9,30.0,75.0,11.0,698.1,0.0,64.0,3.0,0.0,23.98,11.5,104.0
2024-03-31 01:00:00,2.04,6.4,2.5,8.9,27.0,65.0,12.0,698.3,0.0,75.0,2.9,0.0,22.0,10.9,110.0
2024-03-31 02:00:00,1.97,6.0,2.4,8.4,27.0,61.0,11.0,698.4,0.0,79.0,2.8,0.0,20.88,9.2,101.0
2024-03-31 03:00:00,1.99,5.5,2.1,7.6,29.0,57.0,11.0,698.2,0.0,80.0,2.8,0.0,20.65,6.0,89.0
2024-03-31 04:00:00,2.13,5.2,2.3,7.4,26.0,63.0,12.0,697.7,0.0,80.0,2.8,0.0,20.45,1.7,45.0
2024-03-31 05:00:00,2.11,4.7,2.5,7.2,24.0,64.0,17.0,697.6,0.0,80.0,2.7,0.0,20.05,1.5,302.0
2024-03-31 06:00:00,2.11,4.5,2.6,7.0,17.0,71.0,15.0,697.6,0.0,81.0,2.8,0.0,19.12,7.7,309.0
2024-03-31 07:00:00,2.17,4.5,2.9,7.3,15.0,68.0,16.0,697.8,0.0,82.0,2.8,0.0,18.49,6.1,294.0
2024-03-31 08:00:00,2.2,4.55,3.7,8.2,14.0,67.0,15.0,698.1,0.0,81.0,2.8,0.0,18.45,6.6,272.0
2024-03-31 09:00:00,2.15,4.6,2.8,7.4,19.0,65.0,13.0,698.1,0.0,73.0,2.9,0.0,19.84,11.3,286.0
2024-03-31 10:00:00,2.19,4.7,3.0,7.7,25.0,65.0,13.0,698.0,0.0,59.0,2.8,0.0,23.27,8.6,273.0
2024-03-31 11:00:00,2.09,4.1,2.8,6.9,41.0,68.0,11.0,697.7,0.0,40.0,3.1,0.0,27.98,11.6,297.0
2024-03-31 12:00:00,2.11,3.5,2.8,6.3,51.0,67.0,8.0,697.6,0.0,25.0,3.5,0.0,32.74,5.0,307.0
2024-03-31 13:00:00,2.33,3.0,3.5,6.5,81.0,61.0,13.0,697.2,0.0,29.0,3.3,0.0,33.18,9.6,102.0
2024-03-31 14:00:00,2.45,2.9,3.8,6.7,110.0,88.0,17.0,696.5,0.0,30.0,3.7,0.0,33.25,12.9,116.0
2024-03-31 15:00:00,2.57,2.8,3.4,6.1,126.0,97.0,16.0,695.7,0.0,28.0,4.3,0.0,33.8,15.2,114.0
2024-03-31 16:00:00,2.3,2.7,3.3,6.0,120.0,103.0,15.0,695.0,0.0,28.0,4.2,0.0,33.21,15.1,97.0
2024-03-31 17:00:00,2.12,2.6,2.6,5.3,97.0,90.0,12.0,694.7,0.0,26.0,4.0,0.0,33.56,14.0,100.0
2024-03-31 18:00:00,2.02,2.6,2.4,5.0,84.0,73.0,12.0,694.6,0.0,29.0,4.0,0.0,32.83,16.6,93.0
2024-03-31 19:00:00,1.93,2.7,2.3,5.0,59.0,80.0,10.0,694.6,0.0,28.0,3.7,0.0,32.39,16.0,91.0
2024-03-31 20:00:00,1.94,2.7,2.7,5.4,45.0,80.0,9.0,694.7,0.0,29.0,3.3,0.0,31.58,14.0,86.0
2024-03-31 21:00:00,2.23,3.6,3.8,7.4,32.0,72.0,9.0,695.1,0.0,31.0,3.1,0.0,30.68,11.3,70.0
2024-03-31 22:00:00,2.11,3.1,3.2,6.3,31.0,73.0,10.0,695.6,0.0,33.0,3.0,0.0,30.19,11.6,83.0
2024-03-31 23:00:00,2.11,2.7,3.6,6.3,26.0,73.0,10.0,696.1,0.0,35.0,3.1,0.0,29.16,8.2,103.0
2024-04-01 00:00:00,2.65,7.5,6.8,14.3,11.0,67.0,12.0,696.3,0.0,39.0,3.9,0.0,27.79,3.8,167.0
2024-04-01 01:00:00,2.51,5.35,6.25,11.65,11.5,77.0,13.5,696.35,0.0,43.5,3.9,0.0,26.645,3.95,122.0
2024-04-01 02:00:00,2.37,3.2,5.7,9.0,12.0,87.0,15.0,696.4,0.0,48.0,3.9,0.0,25.5,4.1,77.0
2024-04-01 03:00:00,2.25,3.1,5.7,8.8,10.0,94.0,13.0,696.1,0.0,55.0,3.7,0.0,23.79,2.5,26.0
2024-04-01 04:00:00,2.26,3.4,5.1,8.5,10.0,76.0,15.0,696.0,0.0,59.0,3.3,0.0,23.49,2.5,295.0
2024-04-01 05:00:00,2.23,3.3,4.1,7.3,11.0,81.0,12.0,695.7,0.0,55.0,3.4,0.0,22.91,3.5,301.0
2024-04-01 06:00:00,2.33,6.9,4.6,11.6,8.0,71.0,12.0,695.4,0.0,55.0,3.3,0.0,22.08,2.6,291.0
2024-04-01 07:00:00,2.25,8.7,5.7,14.4,6.0,72.0,11.0,695.5,0.0,52.0,3.4,0.0,21.97,6.0,294.0
2024-04-01 08:00:00,2.2,6.1,5.1,11.3,8.0,83.0,10.0,695.7,0.0,48.0,3.3,0.0,21.72,6.3,295.0
2024-04-01 09:00:00,2.45,11.8,5.3,17.2,8.0,71.0,12.0,695.8,0.0,47.0,3.4,0.0,21.88,4.1,305.0
2024-04-01 10:00:00,2.54,9.8,5.7,15.5,13.0,101.0,14.0,695.4,0.0,36.0,5.2,0.0,26.29,4.8,298.0
2024-04-01 11:00:00,2.29,6.3,4.7,11.0,23.0,102.0,11.0,695.1,0.0,28.0,5.5,0.0,29.7,6.1,301.0
2024-04-01 12:00:00,1.99,3.9,2.9,6.8,38.0,88.0,7.0,695.0,0.0,17.0,3.7,0.0,33.85,8.5,303.0
2024-04-01 13:00:00,1.95,3.5,2.5,6.1,39.0,69.0,7.0,694.5,0.0,6.0,2.7,0.0,35.66,11.3,297.0
2024-04-01 14:00:00,2.77,3.9,10.0,13.9,58.0,107.0,16.0,694.0,0.0,21.0,5.1,0.0,33.38,7.3,114.0
2024-04-01 15:00:00,2.95,4.2,13.4,17.6,71.0,133.0,19.0,693.3,0.0,23.0,7.8,0.0,33.39,10.1,108.0
2024-04-01 16:00:00,2.36,3.1,6.4,9.5,91.0,146.0,12.0,692.4,0.0,14.0,5.7,0.0,35.51,11.0,108.0
2024-04-01 17:00:00,2.12,2.7,4.9,7.7,84.0,96.0,10.0,692.0,0.0,14.0,3.8,0.0,34.72,10.5,97.0
2024-04-01 18:00:00,2.28,2.8,5.5,8.3,84.0,89.0,10.0,691.6,0.0,15.0,4.6,0.0,34.63,11.1,107.0
2024-04-01 19:00:00,2.3,2.7,5.3,8.0,75.0,93.0,11.0,691.4,0.0,17.0,4.9,0.0,33.93,11.1,112.0
2024-04-01 20:00:00,2.5,2.6,6.3,8.8,68.0,93.0,12.0,691.6,0.0,22.0,4.8,0.0,32.57,5.7,126.0
2024-04-01 21:00:00,2.68,3.6,9.9,13.5,44.0,95.0,16.0,692.1,0.0,27.0,5.3,0.0,31.01,2.6,137.0
2024-04-01 22:00:00,3.89,13.1,15.0,28.1,15.0,119.0,20.0,692.9,0.0,33.0,5.6,0.0,29.67,0.4,53.0
2024-04-01 23:00:00,4.82,9.65,15.8,38.4,6.0,154.0,27.0,693.5,0.0,36.0,5.5,0.0,28.17,2.1,291.0
2024-04-02 00:00:00,2.99,6.2,8.6,14.9,16.0,193.0,17.0,693.8,0.0,28.0,4.9,0.0,30.13,6.7,276.0
2024-04-02 01:00:00,1.83,3.1,1.0,4.1,30.0,135.0,8.0,694.3,0.0,15.0,3.1,0.0,33.58,18.4,296.0
2024-04-02 02:00:00,1.78,2.7,0.7,3.4,29.0,131.0,6.0,694.8,0.0,17.0,2.9,0.0,32.44,18.7,296.0
2024-04-02 03:00:00,1.76,2.5,0.7,3.2,30.0,82.0,4.0,695.0,0.0,19.0,2.8,0.0,31.46,14.0,295.0
2024-04-02 04:00:00,1.7,2.7,0.5,3.2,28.0,46.0,4.0,695.0,0.0,20.0,2.8,0.0,30.36,7.5,276.0
2024-04-02 05:00:00,1.8,2.5,1.3,3.8,33.0,66.0,33.0,695.3,0.0,28.0,3.1,0.0,24.8,10.7,106.0
2024-04-02 06:00:00,1.78,2.6,2.0,4.7,32.0,363.0,34.0,696.3,0.0,31.0,3.2,0.0,22.43,8.5,96.0
2024-04-02 07:00:00,1.91,4.5,4.9,9.4,21.0,300.0,30.0,697.2,0.0,32.0,3.4,0.0,21.19,7.2,79.0
2024-04-02 08:00:00,2.09,3.6,5.6,9.2,19.0,250.0,26.0,698.3,0.0,31.0,6.4,0.0,20.61,6.9,116.0
2024-04-02 09:00:00,1.89,2.9,2.9,5.8,38.0,227.0,15.0,699.1,0.0,27.0,2.9,0.0,20.89,8.9,105.0
2024-04-02 10:00:00,1.86,2.7,1.7,4.5,47.0,144.0,11.0,699.5,0.0,23.0,2.7,0.0,21.64,12.9,118.0
2024-04-02 11:00:00,1.8,2.9,1.8,4.6,50.0,129.0,9.0,699.5,0.0,20.0,2.8,0.0,22.34,14.3,109.0
2024-04-02 12:00:00,1.81,2.9,1.3,4.2,55.0,114.0,9.0,699.3,0.0,18.0,2.7,0.0,23.26,13.3,104.0
2024-04-02 13:00:00,1.84,2.8000000000000003,1.1,4.0,58.0,111.0,8.5,698.6,0.0,17.0,2.7,0.0,24.12,14.5,116.0
2024-04-02 14:00:00,1.75,2.7,1.3,4.0,59.0,107.0,8.0,697.7,0.0,17.0,2.6,0.0,25.11,14.1,114.0
