Date,SURESTE CO ppm,SURESTE NO ppb,SURESTE NO2 ppb,SURESTE NOX ppb,SURESTE O3 ppb,SURESTE PM10 ug/m3,SURESTE PM2.5 ug/m3,SURESTE PRS mmhg,SURESTE RAINF mm/hr,SURESTE RH %,SURESTE SO2 ppb,SURESTE SR KW/m2,SURESTE TOUT degC,SURESTE WSR KMPH,SURESTE WDV DEG
2023-11-19 13:00:00,1.43,10.2,19.3,29.5,41.0,80.0,38.65,719.3,0.0,69.0,2.7,0.404,22.75,8.1,98.0
2023-11-19 14:00:00,1.49,8.4,20.2,28.6,50.0,83.0,45.09,718.3,0.0,68.0,2.6,0.37,23.26,8.7,120.0
2023-11-19 15:00:00,1.36,6.7,14.5,21.1,46.0,88.0,46.9,717.4,0.0,68.0,2.4,0.306,23.64,11.7,112.0
2023-11-19 16:00:00,1.32,6.2,9.9,16.0,37.0,82.0,24.55,717.1,0.0,71.0,2.3,0.212,23.58,13.4,105.0
2023-11-19 17:00:00,1.29,6.3,9.9,16.1,31.0,47.0,22.37,716.8,0.0,72.0,2.2,0.075,23.28,11.8,108.0
2023-11-19 18:00:00,1.39,6.2,11.6,17.7,26.0,41.0,23.32,716.9,0.0,76.0,2.1,0.015,22.33,10.2,106.0
2023-11-19 19:00:00,1.47,7.0,13.1,20.0,22.0,41.0,19.11,717.4,0.0,79.0,2.0,0.0,21.47,8.6,92.0
2023-11-19 20:00:00,1.57,11.0,20.8,31.8,10.0,38.0,25.2,717.6,0.0,82.0,2.0,0.0,20.83,4.7,217.0
2023-11-19 21:00:00,1.94,21.6,27.0,48.5,6.0,52.0,35.77,717.6,0.0,82.0,2.2,0.0,20.77,5.0,102.0
2023-11-19 22:00:00,2.07,30.4,23.6,53.8,5.0,78.0,34.84,717.3,0.0,84.0,2.2,0.0,19.87,3.5,150.0
2023-11-19 23:00:00,1.87,27.2,19.7,46.8,5.0,79.0,32.75,717.0,0.0,86.0,2.1,0.0,19.3,3.1,170.0
2023-11-20 00:00:00,1.87,34.3,18.9,53.1,5.0,65.0,35.07,716.5,0.0,87.0,2.1,0.0,18.84,1.9,267.0
2023-11-20 01:00:00,1.54,25.2,14.8,39.9,5.142857142857143,62.0,19.64,716.1,0.0,88.0,2.1,0.0,18.51,2.7,224.0
2023-11-20 02:00:00,1.84,38.0,18.6,56.4,5.285714285714286,32.0,24.36,715.6,0.0,88.0,2.3,0.0,18.57,2.2,259.0
2023-11-20 03:00:00,1.87,41.3,19.1,60.2,5.428571428571429,54.0,31.8,715.4,0.0,88.0,2.3,0.0,18.39,2.4,251.0
2023-11-20 04:00:00,1.83,30.9,18.8,49.6,5.571428571428571,65.0,30.18,715.1,0.0,89.0,2.2,0.0,18.06,3.6,261.0
2023-11-20 05:00:00,1.59,21.4,17.8,39.1,5.714285714285714,59.0,27.22,714.7,0.0,89.0,2.2,0.0,17.7,3.7,285.0
2023-11-20 06:00:00,1.37,17.0,18.7,35.6,5.857142857142857,44.0,21.85,714.7,0.0,88.0,2.2,0.0,17.76,6.9,277.0
2023-11-20 07:00:00,1.38,19.0,21.3,40.3,6.0,49.0,24.28,714.7,0.0,81.0,2.4,0.0,18.72,9.4,299.0
2023-11-20 08:00:00,1.47,33.8,20.4,54.1,6.0,46.0,20.76,715.2,0.0,74.0,2.6,0.044,19.67,7.9,291.0
2023-11-20 09:00:00,1.59,34.2,20.4,54.5,9.0,58.0,19.45,715.7,0.0,64.0,2.7,0.168,22.56,7.9,300.0
2023-11-20 10:00:00,1.28,25.3,18.7,44.0,16.0,54.0,9.47,716.5,0.0,43.0,3.1,0.285,27.71,7.4,280.0
2023-11-20 11:00:00,1.24,14.8,20.3,35.1,29.0,39.0,12.92,717.0,0.0,37.0,3.5,0.371,29.79,8.3,1.0
2023-11-20 12:00:00,1.01,7.8,10.3,18.0,35.0,60.0,11.03,717.2,0.0,33.0,2.8,0.423,31.59,9.0,351.0
2023-11-20 13:00:00,1.09,6.6,10.1,16.7,39.0,65.0,13.14,717.1,0.0,36.0,2.7,0.429,31.44,10.3,71.0
2023-11-20 14:00:00,1.11,5.6,9.8,15.3,34.0,58.0,16.55,717.2,0.0,52.0,3.1,0.394,27.91,15.6,44.0
2023-11-20 15:00:00,1.1,5.1,9.2,14.3,34.0,74.0,16.85,717.3,0.0,56.0,3.4,0.322,26.29,15.1,46.0
2023-11-20 16:00:00,1.07,4.3,7.3,11.6,34.0,48.0,17.05,717.9,0.0,57.0,2.7,0.215,25.78,11.9,57.0
2023-11-20 17:00:00,1.02,4.1,7.3,11.4,33.0,35.0,11.3,718.3,0.0,54.0,2.4,0.088,25.65,9.7,33.0
2023-11-20 18:00:00,1.02,3.9,8.6,12.4,32.0,31.0,10.43,719.2,0.0,55.0,2.3,0.014,24.52,5.8,338.0
2023-11-20 19:00:00,1.05,4.5,13.2,17.7,30.0,26.0,10.73,720.4,0.0,52.0,2.3,0.0,23.66,6.2,281.0
2023-11-20 20:00:00,1.05,5.0,14.0,18.9,30.0,30.0,11.26,721.5,0.0,51.0,2.6,0.0,23.36,7.1,286.0
2023-11-20 21:00:00,1.14,6.2,21.1,27.3,22.0,34.0,11.76,722.5,0.0,51.0,2.6,0.0,23.17,7.6,272.0
2023-11-20 22:00:00,1.09,6.3,19.9,26.1,22.0,43.0,10.84,723.3,0.0,51.0,2.6,0.0,22.77,7.4,280.0
2023-11-20 23:00:00,1.04,5.9,18.8,24.7,25.0,38.0,8.88,723.8,0.0,43.0,2.5,0.0,22.56,6.7,278.0
2023-11-21 00:00:00,0.86,4.8,7.1,11.8,40.0,39.0,4.72,724.4,0.0,34.0,3.1,0.0,21.71,8.0,36.0
2023-11-21 01:00:00,0.83,4.1,6.5,10.6,42.0,23.0,3.12,724.8,0.0,33.0,2.2,0.0,21.15,5.9,220.0
2023-11-21 02:00:00,0.83,4.0,6.4,10.4,41.0,11.0,3.54,725.2,0.0,34.0,2.4,0.0,20.91,5.4,306.0
2023-11-21 03:00:00,0.84,3.8,6.8,10.6,41.0,14.0,3.84,725.7,0.0,36.0,2.1,0.0,20.43,7.2,261.0
2023-11-21 04:00:00,0.9,3.7,9.5,13.1,39.0,20.0,4.9,726.0,0.0,37.0,2.5,0.0,20.21,7.6,260.0
2023-11-21 05:00:00,0.87,3.5,9.0,12.5,40.0,16.0,5.39,726.2,0.0,38.0,2.4,0.0,20.11,5.5,265.0
2023-11-21 06:00:00,0.85,3.5,10.9,14.4,37.0,20.0,5.54,726.7,0.0,39.0,2.6,0.0,19.8,6.3,358.0
2023-11-21 07:00:00,0.9,4.0,12.6,16.5,31.0,20.0,5.25,727.7,0.0,45.0,2.8,0.0,18.53,9.9,33.0
2023-11-21 08:00:00,0.97,4.2,14.5,18.7,26.0,15.0,6.16,728.7,0.0,51.0,2.4,0.007,17.5,8.4,30.0
2023-11-21 09:00:00,0.97,4.9,14.3,19.1,24.0,26.0,6.51,729.6,0.0,54.0,2.4,0.02,17.0,8.6,39.0
2023-11-21 10:00:00,0.97,6.1,14.5,20.6,23.0,28.0,7.78,730.2,0.0,55.0,3.2,0.043,16.75,8.4,24.0
2023-11-21 11:00:00,0.93,4.8,11.9,16.6,25.0,43.0,7.58,730.5,0.0,53.0,2.7,0.038,16.09,8.9,33.0
2023-11-21 12:00:00,0.93,5.0,13.2,18.1,23.0,47.0,7.92,730.4,0.0,50.0,2.5,0.032,15.81,10.3,12.0
2023-11-21 13:00:00,0.92,5.0,11.1,16.0,24.0,64.0,6.35,729.8,0.0,50.0,2.3,0.059,15.88,11.7,343.0
2023-11-21 14:00:00,0.95,6.5,13.0,19.3,23.0,40.0,6.97,729.0,0.0,51.0,2.3,0.071,16.16,9.5,334.0
2023-11-21 15:00:00,1.12,10.9,20.4,31.4,17.0,42.0,10.63,728.6,0.0,54.0,2.4,0.072,16.38,9.2,278.0
2023-11-21 16:00:00,1.06,10.5,18.8,29.3,19.0,52.0,9.32,728.6,0.0,49.0,2.6,0.068,16.98,8.9,288.0
2023-11-21 17:00:00,1.06,11.4,21.6,32.9,16.0,41.0,9.0,728.9,0.0,46.0,2.8,0.019,16.95,8.5,295.0
2023-11-21 18:00:00,1.03,9.8,20.1,29.9,17.0,47.0,8.0,729.3,0.0,45.0,3.0,0.006,16.8,10.8,308.0
2023-11-21 19:00:00,1.0,5.7,18.6,24.3,19.0,48.0,7.0,730.0,0.0,48.0,2.5,0.0,16.14,10.9,335.0
2023-11-21 20:00:00,0.98,4.9,17.4,22.2,21.0,34.0,6.0,730.4,0.0,48.0,2.4,0.0,15.77,10.7,333.0
2023-11-21 21:00:00,0.94,4.2,13.9,17.9,24.0,32.0,5.0,731.0,0.0,50.0,2.4,0.0,15.36,10.6,331.0
2023-11-21 22:00:00,0.9,3.9,12.2,16.0,26.0,26.0,4.0,731.3,0.0,49.0,2.3,0.0,15.18,8.5,337.0
2023-11-21 23:00:00,0.87,3.6,11.1,14.6,26.0,23.0,4.0,731.6,0.0,50.0,2.4,0.0,14.83,7.5,332.0
2023-11-22 00:00:00,0.85,3.3,9.6,12.9,27.0,20.0,5.0,731.5,0.0,49.0,2.6,0.0,14.3,7.1,334.0
2023-11-22 01:00:00,0.82,3.1,7.7,10.7,29.0,14.0,4.0,731.5,0.0,49.0,2.7,0.0,13.88,7.9,353.0
2023-11-22 02:00:00,0.82,3.0,8.0,11.0,29.0,13.0,4.0,731.2,0.0,50.0,2.6,0.0,13.43,5.3,287.0
2023-11-22 03:00:00,0.82,3.1,6.9,10.0,29.0,11.0,4.11,731.2,0.0,50.0,2.5,0.0,13.42,5.6,54.0
2023-11-22 04:00:00,0.82,3.1,7.5,10.6,28.0,11.0,3.89,731.1,0.0,50.0,2.5,0.0,13.55,4.7,151.0
2023-11-22 05:00:00,0.81,3.2,7.2,10.4,29.0,11.0,4.22,731.0,0.0,50.0,2.4,0.0,13.57,4.2,139.0
2023-11-22 06:00:00,0.89,4.3,13.5,17.7,23.0,9.0,3.77,731.1,0.0,49.0,2.3,0.0,13.76,4.5,229.0
2023-11-22 07:00:00,1.05,8.6,22.8,31.4,13.0,14.0,5.0,731.1,0.0,49.0,2.6,0.0,13.78,4.5,250.0
2023-11-22 08:00:00,1.25,22.7,26.9,49.5,10.0,25.0,8.0,731.2,0.0,50.0,2.9,0.005,13.67,5.5,358.0
2023-11-22 09:00:00,1.16,19.1,25.2,44.3,12.0,41.0,10.0,731.4,0.0,50.0,2.7,0.043,13.67,6.2,46.0
2023-11-22 10:00:00,1.11,15.6,21.0,36.6,19.0,54.0,14.0,731.5,0.0,48.0,2.7,0.17,14.74,4.9,48.0
2023-11-22 11:00:00,0.91,6.9,9.5,16.4,31.0,50.0,6.0,731.3,0.0,42.0,2.4,0.252,15.84,6.2,58.0
2023-11-22 12:00:00,0.92,6.3,12.0,18.2,29.0,18.0,6.0,730.7,0.0,43.0,3.4,0.142,15.29,6.1,26.0
2023-11-22 13:00:00,0.9,6.0,9.6,15.5,33.0,27.0,8.0,729.6,0.0,41.0,3.5,0.243,15.89,7.8,45.0
2023-11-22 14:00:00,0.95,5.2,12.0,17.2,31.0,22.0,9.0,728.6,0.0,43.0,3.0,0.082,15.35,8.2,40.0
2023-11-22 15:00:00,1.0,5.4,14.1,19.4,28.0,30.0,12.0,728.1,0.0,49.0,2.7,0.059,14.67,8.9,72.0
2023-11-22 16:00:00,1.33,8.8,18.1,26.9,15.0,34.0,16.0,727.4,0.0,71.0,2.7,0.04,13.52,10.1,100.0
2023-11-22 17:00:00,1.31,9.9,16.8,26.7,13.0,36.0,27.0,727.3,0.0,80.0,2.5,0.029,12.35,10.9,98.0
2023-11-22 18:00:00,1.31,11.5,20.0,31.4,8.0,52.0,22.0,727.3,0.0,83.0,2.6,0.003,11.62,7.5,52.0
2023-11-22 19:00:00,1.29,10.1,19.2,29.4,7.0,40.0,19.0,727.1,0.0,86.0,2.5,0.0,11.38,7.4,77.0
2023-11-22 20:00:00,1.38,15.0,20.1,35.1,5.0,25.0,21.79,726.8,0.02,87.0,2.5,0.0,11.25,6.0,73.0
2023-11-22 21:00:00,1.3,16.8,20.2,36.9,8.0,28.0,15.88,727.3,0.06,87.0,2.5,0.0,11.08,4.4,288.0
2023-11-22 22:00:00,1.38,22.3,26.6,48.9,5.0,23.0,18.06,727.3,0.1,88.0,2.6,0.0,10.79,3.7,52.0
2023-11-22 23:00:00,1.3,15.2,17.8,33.0,5.0,30.0,26.04,727.2,0.01,89.0,2.5,0.0,10.83,8.2,73.0
2023-11-23 00:00:00,1.03,6.1,10.7,16.7,12.0,26.0,15.89,726.6,0.0,90.0,2.2,0.0,10.48,9.1,98.0
2023-11-23 01:00:00,0.96,5.0,8.6,13.6,20.0,13.0,10.52,726.2,0.0,89.0,2.3,0.0,10.06,8.1,71.0
2023-11-23 02:00:00,0.93,4.9,7.8,12.7,23.0,15.0,8.82,726.1,0.0,88.0,2.3,0.0,9.69,6.7,69.0
2023-11-23 03:00:00,0.92,4.9,7.8,12.7,22.0,11.0,9.3,725.7,0.0,88.0,2.3,0.0,9.54,4.6,55.0
2023-11-23 04:00:00,0.91,4.8,7.9,12.0,24.0,9.0,8.74,725.3,0.0,88.0,2.3,0.0,9.51,5.8,74.0
2023-11-23 05:00:00,0.9,4.6,6.7,11.3,24.0,11.0,8.75,725.1,0.0,87.0,2.2,0.0,9.53,6.2,95.0
2023-11-23 06:00:00,0.88,4.6,7.3,11.9,29.0,9.0,6.01,725.1,0.0,83.0,2.3,0.0,9.43,7.0,99.0
2023-11-23 07:00:00,1.17,17.6,19.3,36.8,12.0,6.0,11.58,725.2,0.0,82.0,2.4,0.0,9.05,3.0,276.0
2023-11-23 08:00:00,1.79,48.4,22.1,70.3,6.0,23.0,17.15,725.5,0.0,85.0,2.7,0.024,9.47,2.8,125.0
2023-11-23 09:00:00,1.91,51.6,24.7,76.0,8.0,32.0,20.28,725.7,0.0,81.0,2.7,0.138,11.43,5.6,76.0
2023-11-23 10:00:00,1.48,27.7,20.4,48.0,15.0,57.0,21.58,725.9,0.0,74.0,2.5,0.252,13.3,5.2,84.0
2023-11-23 11:00:00,1.18,14.4,14.5,28.8,22.0,45.0,22.46,725.9,0.0,72.0,2.5,0.273,13.41,7.3,63.0
2023-11-23 12:00:00,1.22,13.3,15.7,29.0,27.0,41.0,28.66,725.3,0.0,66.0,2.4,0.409,14.77,7.8,104.0
2023-11-23 13:00:00,1.25,12.6,17.0,29.7,30.0,51.0,37.64,724.4,0.0,66.0,2.6,0.412,15.26,9.1,101.0
2023-11-23 14:00:00,1.25,10.4,15.8,26.1,34.0,64.0,43.1,723.3,0.0,64.0,2.4,0.383,16.42,9.8,101.0
2023-11-23 15:00:00,1.16,7.9,11.6,19.4,34.0,61.0,32.04,722.6,0.0,64.0,2.4,0.302,17.32,12.7,103.0
2023-11-23 16:00:00,1.23,6.7,11.7,18.4,36.0,45.0,35.61,722.3,0.0,63.0,2.4,0.218,18.02,13.2,97.0
2023-11-23 17:00:00,1.2,5.5,11.3,16.7,35.0,55.0,16.47,722.1,0.0,65.0,2.6,0.085,17.7,12.4,112.0
2023-11-23 18:00:00,1.25,6.8,18.3,25.1,26.0,32.0,15.74,722.2,0.0,66.0,2.4,0.012,16.73,7.4,138.0
2023-11-23 19:00:00,1.72,29.9,32.3,62.1,6.0,30.0,18.14,722.4,0.0,73.0,2.6,0.0,15.37,4.9,218.0
2023-11-23 20:00:00,1.72,28.9,33.1,61.9,6.0,49.0,21.15,723.1,0.0,74.0,2.7,0.0,14.85,4.5,162.0
2023-11-23 21:00:00,1.62,21.8,29.4,51.1,8.0,52.0,25.01,723.6,0.0,76.0,2.9,0.0,14.32,4.6,146.0
2023-11-23 22:00:00,1.56,27.1,25.0,52.0,10.0,51.0,19.78,723.8,0.0,76.0,3.0,0.0,13.8,5.6,141.0
2023-11-23 23:00:00,1.63,33.5,27.8,61.2,7.0,44.0,22.46,723.7,0.0,77.0,2.8,0.0,13.51,4.3,181.0
2023-11-24 00:00:00,1.46,27.5,23.2,50.6,5.0,56.0,18.67,723.7,0.0,82.0,2.7,0.0,12.19,3.6,223.0
2023-11-24 01:00:00,1.49,25.6,20.4,46.0,5.0,37.0,18.63,723.6,0.0,84.0,2.6,0.0,11.49,2.8,219.0
2023-11-24 02:00:00,1.55,29.7,18.2,47.8,5.0,34.0,17.99,723.3,0.0,86.0,2.6,0.0,10.76,2.1,207.0
2023-11-24 03:00:00,1.37,25.5,17.6,43.0,5.285714285714286,33.0,16.71,723.2,0.0,87.0,2.5,0.0,10.81,3.3,258.0
2023-11-24 04:00:00,1.3,24.2,16.0,40.1,5.571428571428571,36.0,18.06,723.2,0.0,88.0,2.6,0.0,10.17,3.3,299.0
2023-11-24 05:00:00,1.19,20.1,17.6,37.7,5.857142857142857,36.0,15.63,723.1,0.0,89.0,2.6,0.0,10.24,4.7,292.0
2023-11-24 06:00:00,1.19,33.9,15.1,48.8,6.142857142857143,28.0,13.03,723.2,0.0,89.0,2.7,0.0,9.79,3.1,291.0
2023-11-24 07:00:00,1.83,105.8,16.3,121.9,6.428571428571429,31.0,17.65,723.7,0.0,89.0,3.3,0.0,9.91,2.9,263.0
2023-11-24 08:00:00,2.59,160.1,20.4,180.4,6.714285714285714,66.0,25.72,723.9,0.0,88.0,4.1,0.036,10.86,2.7,277.0
2023-11-24 09:00:00,1.76,68.4,24.0,92.2,7.0,90.0,26.46,724.3,0.0,82.0,3.4,0.151,13.51,4.7,302.0
2023-11-24 10:00:00,2.14,82.8,42.7,125.4,10.0,70.0,42.36,724.9,0.0,70.0,3.9,0.258,16.09,4.3,301.0
2023-11-24 11:00:00,2.06,46.8,40.1,86.7,18.0,137.0,42.8,725.1,0.0,60.0,4.6,0.348,17.97,4.9,6.0
2023-11-24 12:00:00,1.71,22.0,33.5,55.5,31.0,106.0,40.65,724.9,0.0,55.0,5.0,0.402,18.77,6.9,90.0
2023-11-24 13:00:00,1.51,18.9,34.4,53.3,34.0,86.0,38.76,724.4,0.0,56.0,4.9,0.409,18.98,8.9,101.0
2023-11-24 14:00:00,1.4,14.3,28.7,43.0,38.0,86.0,42.88,723.6,0.0,56.0,4.9,0.382,19.6,9.9,93.0
2023-11-24 15:00:00,1.27,7.6,18.1,25.7,48.0,87.0,29.42,723.2,0.0,58.0,4.9,0.315,20.08,13.2,87.0
2023-11-24 16:00:00,1.15,5.2,13.1,18.2,46.0,62.0,18.19,723.1,0.0,60.0,4.0,0.216,19.94,16.0,90.0
2023-11-24 17:00:00,1.19,4.9,13.9,18.6,42.0,43.0,14.9,723.4,0.0,62.0,4.1,0.083,19.52,16.8,93.0
2023-11-24 18:00:00,1.23,5.0,14.4,19.4,31.0,41.0,17.66,723.6,0.0,66.0,3.5,0.013,18.39,18.3,93.0
2023-11-24 19:00:00,1.15,4.7,12.3,17.0,27.0,38.0,10.76,724.1,0.0,71.0,3.0,0.0,17.44,17.2,102.0
2023-11-24 20:00:00,1.09,4.4,8.6,12.9,30.0,21.0,7.53,724.6,0.0,73.0,2.6,0.0,17.07,19.6,103.0
2023-11-24 21:00:00,1.08,4.8,9.3,14.0,28.0,12.0,8.19,725.0,0.0,75.0,2.6,0.0,16.87,18.3,100.0
2023-11-24 22:00:00,1.05,4.7,8.2,12.9,27.0,18.0,7.57,725.3,0.0,79.0,2.5,0.0,16.38,17.7,94.0
2023-11-24 23:00:00,1.03,4.3,7.8,12.2,25.0,16.0,6.73,725.2,0.0,85.0,2.4,0.0,15.7,15.8,88.0
2023-11-25 00:00:00,1.04,4.0,9.1,13.1,22.0,6.0,7.605,725.1,0.0,86.0,2.4,0.0,15.7,10.1,91.0
2023-11-25 01:00:00,1.04,4.1,8.1,12.1,21.0,13.0,8.48,724.6,0.0,88.0,2.4,0.0,15.42,10.5,90.0
2023-11-25 02:00:00,0.97,4.2,5.5,9.7,24.0,10.0,6.47,724.1,0.0,88.0,2.3,0.0,15.5,10.0,87.0
2023-11-25 03:00:00,0.95,4.1,4.4,8.5,24.0,7.0,6.54,723.7,0.0,88.0,2.3,0.0,15.33,11.8,93.0
2023-11-25 04:00:00,0.92,4.0,3.4,7.5,27.0,12.0,6.61,723.6,0.0,88.0,2.2,0.0,15.43,13.0,81.0
2023-11-25 05:00:00,0.93,3.4,3.7,7.1,26.0,11.0,6.97,723.6,0.0,90.0,2.1,0.0,15.2,10.8,80.0
2023-11-25 06:00:00,0.95,4.0,5.4,9.3,24.0,9.0,6.09,723.6,0.0,91.0,1.9,0.0,15.14,6.2,90.0
2023-11-25 07:00:00,0.99,4.4,6.3,10.8,27.0,5.0,5.5633333333333335,723.6,0.0,92.0,2.0,0.0,15.06,8.4,92.0
2023-11-25 08:00:00,1.02,4.9,8.2,13.0,25.0,6.0,5.036666666666666,723.6,0.0,92.0,1.8,0.006,15.02,8.2,104.0
2023-11-25 09:00:00,1.06,5.5,9.7,15.1,22.0,8.0,4.51,723.8,0.0,92.0,1.8,0.021,15.17,8.5,94.0
2023-11-25 10:00:00,1.09,5.9,8.8,14.7,23.0,5.0,6.45,724.0,0.0,92.0,1.8,0.035,15.26,7.7,87.0
2023-11-25 11:00:00,1.14,7.8,11.2,18.9,20.0,9.0,8.39,724.0,0.0,91.0,1.9,0.037,15.66,5.0,72.0
2023-11-25 12:00:00,1.1,7.3,11.7,19.0,20.0,17.0,10.43,723.6,0.0,90.0,1.9,0.054,16.0,5.0,63.0
2023-11-25 13:00:00,1.29,9.7,15.0,24.6,19.0,17.0,16.404999999999998,722.9,0.0,88.0,1.9,0.072,16.79,6.0,111.0
2023-11-25 14:00:00,1.34,11.2,17.1,28.3,18.0,32.0,22.38,722.0,0.0,84.0,1.9,0.071,17.07,7.9,128.0
2023-11-25 15:00:00,1.34,10.7,16.4,27.0,20.0,40.0,32.14,721.4,0.0,79.0,1.8,0.115,18.19,4.7,135.0
2023-11-25 16:00:00,1.25,11.0,17.3,28.2,22.0,46.0,20.41,721.0,0.0,73.0,1.9,0.143,19.32,4.9,22.0
2023-11-25 17:00:00,1.45,13.0,23.5,36.5,19.0,42.0,25.54,720.8,0.0,71.0,1.9,0.079,19.56,6.0,157.0
2023-11-25 18:00:00,1.76,22.9,29.0,51.8,9.0,52.0,32.58,720.7,0.0,77.0,2.0,0.011,18.1,5.6,153.0
2023-11-25 19:00:00,1.71,33.8,23.4,57.1,5.0,63.0,24.44,720.8,0.0,81.0,2.0,0.0,16.73,4.3,198.0
2023-11-25 20:00:00,1.6,30.3,22.6,52.7,6.0,49.0,20.59,721.3,0.0,81.0,2.0,0.0,16.92,5.0,242.0
2023-11-25 21:00:00,1.38,19.8,19.3,39.1,7.0,45.0,15.96,721.5,0.0,78.0,1.9,0.0,17.71,4.2,268.0
2023-11-25 22:00:00,1.59,29.9,19.0,48.8,5.0,35.0,22.03,721.5,0.0,80.0,2.0,0.0,17.25,2.8,209.0
2023-11-25 23:00:00,1.65,29.7,18.3,47.9,5.0,48.0,20.72,721.5,0.0,82.0,2.1,0.0,17.28,2.4,221.0
2023-11-26 00:00:00,1.69,36.9,17.7,54.5,5.0,37.0,24.58,721.5,0.0,83.0,2.3,0.0,17.45,2.4,269.0
2023-11-26 01:00:00,1.54,26.2,19.7,45.8,5.125,52.0,20.27,721.4,0.0,81.0,2.1,0.0,17.79,4.8,268.0
2023-11-26 02:00:00,1.55,28.9,19.4,48.1,5.25,38.0,20.44,721.4,0.0,80.0,2.1,0.0,17.72,3.6,283.0
2023-11-26 03:00:00,1.52,21.9,23.0,44.7,5.375,39.0,23.42,721.4,0.0,80.0,2.1,0.0,17.67,4.7,289.0
2023-11-26 04:00:00,1.49,18.0,23.0,41.0,5.675,42.0,23.92,721.6,0.0,80.0,2.1,0.0,17.58,3.8,290.0
2023-11-26 05:00:00,1.65,27.1,24.0,50.9,5.625,47.0,30.83,722.1,0.0,79.0,2.3,0.0,17.61,5.2,301.0
2023-11-26 06:00:00,1.48,24.2,23.3,47.4,5.75,67.0,29.43,722.4,0.0,78.0,2.5,0.0,17.71,5.6,274.0
2023-11-26 07:00:00,1.69,45.7,24.4,69.9,5.875,69.0,35.56,723.0,0.0,78.0,2.8,0.0,17.37,5.0,297.0
2023-11-26 08:00:00,1.26,23.1,19.0,42.0,6.0,79.0,28.93,723.9,0.0,82.0,2.3,0.027,16.92,6.3,316.0
2023-11-26 09:00:00,1.05,10.3,11.5,21.7,14.0,58.0,15.0,724.7,0.0,80.0,2.1,0.05,17.38,5.3,306.0
2023-11-26 10:00:00,1.03,9.6,10.5,20.0,17.0,26.0,12.55,725.6,0.0,78.0,2.1,0.09,18.04,5.0,310.0
2023-11-26 11:00:00,1.05,10.4,11.5,21.8,17.0,32.0,13.23,726.1,0.0,75.0,2.2,0.114,18.75,6.4,348.0
2023-11-26 12:00:00,1.07,8.6,9.6,18.0,23.0,31.0,13.3,726.2,0.0,71.0,2.3,0.157,19.47,9.3,1.0
2023-11-26 13:00:00,1.0,7.0,8.2,15.1,25.0,30.0,7.18,726.0,0.0,70.0,2.6,0.19,19.62,9.8,354.0
2023-11-26 14:00:00,1.0,6.1,7.7,13.7,28.0,14.0,7.09,725.5,0.0,69.0,2.5,0.242,19.75,10.9,12.0
2023-11-26 15:00:00,1.01,5.2,8.1,13.3,29.0,22.0,7.96,725.2,0.0,68.0,2.5,0.134,19.64,9.8,5.0
2023-11-26 16:00:00,1.03,5.7,9.6,15.3,24.0,20.0,9.33,725.7,0.0,72.0,2.6,0.057,18.59,12.0,29.0
2023-11-26 17:00:00,1.05,4.9,9.6,14.4,24.0,25.0,10.5,726.3,0.0,76.0,2.3,0.017,17.18,11.6,40.0
2023-11-26 18:00:00,1.04,4.3,10.6,14.8,21.0,16.0,7.23,727.1,0.0,76.0,2.5,0.005,16.89,6.1,24.0
2023-11-26 19:00:00,1.06,5.1,11.4,16.3,18.0,16.0,6.95,727.5,0.0,75.0,3.1,0.0,16.7,6.0,53.0
2023-11-26 20:00:00,1.03,5.4,11.1,16.4,17.0,15.0,4.64,727.9,0.0,75.0,2.8,0.0,16.34,6.1,11.0
2023-11-26 21:00:00,1.05,5.2,12.7,17.9,14.0,13.0,4.56,728.6,0.02,82.0,3.1,0.0,15.17,3.7,20.0
2023-11-26 22:00:00,1.0650000000000002,5.6,12.3,17.85,13.5,9.5,4.05,728.8000000000001,0.065,85.5,3.0,0.0,14.7,4.3999999999999995,148.0
2023-11-26 23:00:00,1.08,6.0,11.9,17.8,13.0,6.0,3.5399999999999996,729.0,0.0325,89.0,2.9,0.0,14.23,5.1,276.0
2023-11-27 00:00:00,0.99,4.8,5.9,10.7,21.0,6.0,3.03,728.8,0.0,89.0,2.4,0.0,13.9,10.3,131.0
2023-11-27 01:00:00,0.95,4.0,4.0,8.0,23.0,5.0,2.8033333333333332,728.7,0.0,88.0,2.5,0.0,13.6,15.9,107.0
2023-11-27 02:00:00,0.94,3.3,3.5,6.9,22.0,5.0,2.5766666666666667,728.3,0.0,88.0,2.3,0.0,13.27,18.3,97.0
2023-11-27 03:00:00,0.92,3.0,3.2,6.1,22.0,3.0,2.35,728.0,0.0,89.0,2.4,0.0,12.73,20.4,95.0
2023-11-27 04:00:00,0.91,2.7,3.3,6.0,24.0,3.0,2.74,727.9,0.02,90.0,2.3,0.0,11.93,19.9,86.0
2023-11-27 05:00:00,0.9,2.6,4.7,7.2,25.0,3.0,3.886,728.1,0.02,91.0,2.2,0.0,10.86,17.8,79.0
2023-11-27 06:00:00,0.91,2.8,5.8,8.7,26.0,6.0,5.032,728.6,0.03,92.0,2.3,0.0,10.59,16.3,92.0
2023-11-27 07:00:00,1.01,3.2,11.0,14.1,21.0,6.0,6.178000000000001,729.0,0.0,92.0,2.4,0.0,10.58,12.2,81.0
