Date,SURESTE CO ppm,SURESTE NO ppb,SURESTE NO2 ppb,SURESTE NOX ppb,SURESTE O3 ppb,SURESTE PM10 ug/m3,SURESTE PM2.5 ug/m3,SURESTE PRS mmhg,SURESTE RAINF mm/hr,SURESTE RH %,SURESTE SO2 ppb,SURESTE SR KW/m2,SURESTE TOUT degC,SURESTE WSR KMPH,SURESTE WDV DEG
2023-03-18 09:00:00,1.53,3.1,7.3,10.4,29.0,19.0,5.0,728.4,0.0,39.0,3.4,0.051,10.71,16.3,116.0
2023-03-18 10:00:00,1.54,3.3,7.6,10.9,31.0,16.0,5.0,728.7,0.0,39.0,10.3,0.099,10.69,16.4,116.0
2023-03-18 11:00:00,1.58,4.5,7.6,12.1,34.0,27.0,7.0,729.0,0.0,38.0,11.0,0.303,11.29,16.7,115.0
2023-03-18 12:00:00,1.66,4.9,6.8,11.7,36.0,34.0,12.0,729.0,0.0,37.0,7.0,0.497,12.47,15.9,104.0
2023-03-18 13:00:00,1.67,4.8,7.8,12.7,42.0,43.0,17.0,728.8,0.0,35.0,7.0,0.416,13.07,14.2,103.0
2023-03-18 14:00:00,1.71,4.2,9.4,13.6,46.0,48.0,23.0,728.0,0.0,35.0,7.1,0.206,13.29,14.8,92.0
2023-03-18 15:00:00,1.74,4.3,9.3,13.5,46.0,53.0,21.0,727.6,0.0,34.0,7.5,0.228,13.83,14.1,90.0
2023-03-18 16:00:00,1.69,4.7,10.2,14.9,44.0,52.0,24.0,727.8,0.0,34.0,7.6,0.19,14.01,14.2,88.0
2023-03-18 17:00:00,1.66,4.0,7.9,11.8,41.0,50.0,13.0,728.1,0.0,35.0,4.7,0.164,13.38,13.7,89.0
2023-03-18 18:00:00,1.68,3.6,9.9,13.5,38.0,29.0,9.0,728.8,0.0,36.0,4.5,0.044,12.87,11.6,106.0
2023-03-18 19:00:00,1.56,2.9,8.8,11.7,36.0,27.0,7.0,730.0,0.0,44.0,3.4,0.011,11.05,15.3,28.0
2023-03-18 20:00:00,1.58,2.7,8.9,11.6,34.0,38.0,8.0,731.1,0.0,49.0,3.2,0.007,10.01,11.3,46.0
2023-03-18 21:00:00,1.55,2.5,7.2,9.7,34.0,23.0,7.0,731.5,0.0,56.0,3.2,0.007,9.23,10.4,24.0
2023-03-18 22:00:00,1.54,2.5,7.2,9.6,32.0,15.0,7.0,732.3,0.0,62.0,3.4,0.007,8.16,10.2,18.0
2023-03-18 23:00:00,1.54,2.4,7.9,10.3,32.0,15.0,7.5,732.7,0.0,66.0,3.6,0.007,7.49,8.7,8.0
2023-03-19 00:00:00,1.55,2.4,8.6,11.0,30.0,12.0,8.0,732.5,0.0,69.0,3.3,0.007,6.8,7.1,1.0
2023-03-19 01:00:00,1.54,2.3,8.6,10.8,30.0,14.0,7.0,732.2,0.0,71.0,3.6,0.007,6.56,6.6,9.0
2023-03-19 02:00:00,1.53,2.3,7.7,10.0,31.0,15.0,6.0,732.2,0.0,71.0,3.5,0.007,6.56,6.7,356.0
2023-03-19 03:00:00,1.51,2.2,6.2,8.5,32.0,12.0,5.0,732.2,0.0,70.0,3.4,0.007,6.38,7.5,8.0
2023-03-19 04:00:00,1.51,2.2,5.3,7.4,32.0,7.0,6.0,732.2,0.0,72.0,4.3,0.007,6.09,5.4,6.0
2023-03-19 05:00:00,1.52,2.2333333333333334,5.4,7.6,30.0,17.0,7.0,732.4,0.0,78.0,3.4,0.007,5.63,7.5,25.0
2023-03-19 06:00:00,1.51,2.2666666666666666,5.3,7.5,30.0,16.0,7.0,732.5,0.0,81.0,3.4,0.007,5.27,6.3,27.0
2023-03-19 07:00:00,1.54,2.3,7.8,10.1,26.0,12.0,12.0,732.9,0.0,81.0,3.5,0.007,5.5,3.5,10.0
2023-03-19 08:00:00,1.55,2.6,9.9,12.5,23.0,18.0,10.0,733.5,0.0,81.0,3.6,0.01,5.51,6.3,347.0
2023-03-19 09:00:00,1.58,2.5,7.4,10.0,26.0,23.0,11.0,734.3,0.0,83.0,3.4,0.02,5.55,6.9,93.0
2023-03-19 10:00:00,1.54,2.9,5.0,7.9,32.0,20.0,10.0,735.0,0.0,73.0,4.1,0.048,6.26,13.4,110.0
2023-03-19 11:00:00,1.67,4.0,7.4,11.4,31.0,18.0,15.0,735.2,0.0,72.0,3.6,0.061,6.29,12.4,112.0
2023-03-19 12:00:00,1.85,3.9,7.8,11.6,34.0,27.0,16.0,735.1,0.0,69.0,3.4,0.055,6.41,11.6,91.0
2023-03-19 13:00:00,1.88,4.4,10.2,14.7,30.0,37.0,33.0,734.6,0.0,83.0,4.5,0.034,5.32,13.0,89.0
2023-03-19 14:00:00,1.88,5.2,9.8,14.9,29.0,45.0,30.0,733.8,0.0,88.0,3.4,0.043,4.93,14.3,90.0
2023-03-19 15:00:00,1.88,5.6,10.6,16.2,29.0,37.0,36.0,733.3,0.0,88.0,3.5,0.076,5.03,13.7,106.0
2023-03-19 16:00:00,1.73,4.3,8.3,12.6,30.0,39.0,13.0,732.7,0.0,84.0,3.3,0.087,5.68,12.2,120.0
2023-03-19 17:00:00,1.71,4.5,7.8,12.3,30.0,18.0,18.0,732.3,0.0,76.0,3.4,0.086,6.36,11.0,116.0
2023-03-19 18:00:00,1.73,4.2,7.0,11.2,30.0,18.0,16.5,731.4,0.0,75.0,3.2,0.07,6.44,12.0,116.0
2023-03-19 19:00:00,1.72,4.3,6.7,11.0,29.0,23.0,15.0,730.9,0.0,76.0,3.2,0.014,6.22,14.9,94.0
2023-03-19 20:00:00,1.69,4.0,7.2,11.2,28.0,18.0,16.0,731.0,0.0,78.0,3.2,0.007,6.04,13.7,99.0
2023-03-19 21:00:00,1.66,3.7,6.3,10.0,29.0,21.0,12.0,731.1,0.0,79.0,3.3,0.007,5.95,14.1,91.0
2023-03-19 22:00:00,1.6,3.2,5.4,8.6,29.0,13.0,11.0,731.0,0.0,80.0,3.3,0.007,5.98,13.3,84.0
2023-03-19 23:00:00,1.6,2.8,5.9,8.7,27.0,15.0,11.0,730.7,0.0,83.0,3.3,0.007,5.74,14.9,75.0
2023-03-20 00:00:00,1.61,2.8,7.0,9.8,25.0,16.0,12.0,730.5,0.0,87.0,3.3,0.007,5.55,12.2,75.0
2023-03-20 01:00:00,1.58,2.4,5.4,7.8,25.0,12.0,11.0,729.8,0.0,87.0,3.4,0.007,5.66,10.1,67.0
2023-03-20 02:00:00,1.57,2.3,4.5,6.8,26.0,12.0,10.0,729.5,0.0,88.0,3.3,0.007,5.51,7.8,54.0
2023-03-20 03:00:00,1.55,2.3,4.5,6.8,25.0,10.0,9.5,729.2,0.0,89.0,3.3,0.007,5.48,4.7,43.0
2023-03-20 04:00:00,1.55,2.2,4.6,7.1000000000000005,25.0,6.0,9.0,728.6,0.0,90.0,3.4,0.007,5.48,2.9,23.0
2023-03-20 05:00:00,1.56,2.2,5.2,7.4,24.0,5.0,8.5,728.4,0.0,91.0,3.4,0.007,5.61,2.5,19.0
2023-03-20 06:00:00,1.57,2.4,7.0,9.3,22.0,5.0,8.0,728.0,0.0,91.0,3.4,0.007,5.72,3.3,64.0
2023-03-20 07:00:00,1.61,2.3,8.1,10.4,20.0,4.0,7.5,728.0,0.0,92.0,3.3,0.007,5.83,2.7,81.0
2023-03-20 08:00:00,1.61,2.7,9.6,12.2,18.0,3.0,7.0,728.2,0.0,92.0,3.4,0.018,6.01,0.3,24.0
2023-03-20 09:00:00,1.67,4.2,13.4,17.6,15.0,2.0,13.0,728.6,0.0,93.0,3.3,0.038,6.48,1.6,20.5
2023-03-20 10:00:00,1.86,8.6,16.7,25.3,13.0,7.0,19.0,728.6,0.0,93.0,3.4,0.086,7.14,2.3,17.0
2023-03-20 11:00:00,2.11,13.7,19.5,33.1,12.0,15.0,25.0,728.4,0.0,91.0,3.6,0.127,8.34,2.8,98.0
2023-03-20 12:00:00,2.09,13.6,20.7,34.3,12.0,37.0,31.0,727.9,0.0,89.0,3.5,0.125,9.19,2.5,99.0
2023-03-20 13:00:00,1.91,9.3,18.3,27.6,15.0,33.0,23.0,727.2,0.0,86.0,3.3,0.11,9.49,5.4,74.0
2023-03-20 14:00:00,1.85,9.5,16.5,26.0,17.0,30.0,23.0,726.3,0.0,86.0,3.5,0.181,9.95,5.9,42.0
2023-03-20 15:00:00,1.96,9.8,14.1,24.0,22.0,31.0,30.0,725.6,0.0,80.0,3.5,0.366,11.85,8.8,79.0
2023-03-20 16:00:00,1.8,6.6,12.7,19.3,23.0,40.0,23.0,724.5,0.0,78.0,3.2,0.194,12.46,10.1,50.0
2023-03-20 17:00:00,1.8,5.7,9.6,15.2,26.0,34.0,24.0,723.9,0.0,75.0,3.1,0.222,13.69,13.6,71.0
2023-03-20 18:00:00,1.88,6.4,9.6,16.1,25.0,34.0,24.0,723.6,0.0,74.0,3.2,0.103,14.26,14.1,87.0
2023-03-20 19:00:00,1.91,4.9,9.5,14.4,21.0,35.0,22.0,723.5,0.0,77.0,3.0,0.027,13.54,13.2,83.0
2023-03-20 20:00:00,1.92,4.5,15.4,19.9,16.0,31.0,26.0,723.4,0.0,79.0,3.2,0.007,13.06,9.7,60.0
2023-03-20 21:00:00,2.13,7.0,24.9,31.9,7.0,44.0,32.0,723.4,0.0,81.0,3.2,0.007,12.38,4.1,38.0
2023-03-20 22:00:00,2.18,11.4,25.9,37.3,3.0,58.0,35.0,723.5,0.0,84.0,3.3,0.007,11.75,1.9,11.0
2023-03-20 23:00:00,2.25,20.0,22.6,42.6,3.0,62.0,30.0,723.8,0.0,86.0,3.3,0.007,11.41,2.4,203.0
2023-03-21 00:00:00,2.36,32.6,19.9,52.6,3.0,54.0,29.0,723.5,0.0,87.0,3.5,0.007,11.03,3.0,203.0
2023-03-21 01:00:00,2.23,27.0,19.5,46.5,3.6666666666666665,49.0,26.0,723.1,0.0,88.0,3.5,0.007,11.0,3.7,205.0
2023-03-21 02:00:00,2.1,19.5,18.8,38.3,4.333333333333333,45.0,26.0,722.9,0.0,88.0,3.3,0.007,11.5,2.8,246.0
2023-03-21 03:00:00,1.98,6.8,25.3,32.1,5.0,41.0,27.5,722.5,0.0,85.0,3.9,0.007,12.54,5.7,260.0
2023-03-21 04:00:00,1.96,7.6,30.8,38.5,3.0,42.0,29.0,722.1,0.0,83.0,4.5,0.007,13.12,5.6,259.0
2023-03-21 05:00:00,1.93,4.5,27.7,32.2,5.0,67.0,33.0,721.9,0.0,81.0,4.4,0.007,13.44,6.7,268.0
2023-03-21 06:00:00,1.93,15.1,24.9,40.0,4.0,69.0,33.0,722.0,0.0,79.0,4.1,0.007,13.18,6.7,271.0
2023-03-21 07:00:00,2.04,19.4,22.6,42.1,4.0,63.0,37.0,722.2,0.0,79.0,4.4,0.009,13.15,6.5,261.0
2023-03-21 08:00:00,2.11,17.5,21.8,39.3,7.0,80.0,38.0,722.7,0.0,76.0,4.5,0.092,14.53,7.4,263.0
2023-03-21 09:00:00,2.08,16.2,19.7,35.9,12.0,74.0,35.0,723.0,0.0,71.0,4.3,0.207,16.09,6.2,265.0
2023-03-21 10:00:00,2.22,27.9,26.4,54.3,12.0,59.0,41.0,723.3,0.0,65.0,4.8,0.344,17.73,6.2,288.0
2023-03-21 11:00:00,2.13,16.8,24.0,40.9,23.0,82.0,35.0,723.1,0.0,60.0,4.3,0.455,19.41,5.4,26.0
2023-03-21 12:00:00,2.01,10.0,21.2,31.1,34.0,67.0,33.0,723.1,0.0,55.0,3.8,0.524,20.92,6.7,49.0
2023-03-21 13:00:00,2.17,7.5,23.3,30.8,49.0,72.0,41.0,722.7,0.0,50.0,3.7,0.546,22.81,9.1,76.0
2023-03-21 14:00:00,2.17,5.6,19.4,25.0,60.0,95.0,40.0,721.8,0.0,42.0,3.7,0.532,25.28,12.4,77.0
2023-03-21 15:00:00,1.94,4.2,14.9,19.1,69.0,93.0,24.0,721.2,0.0,35.0,3.6,0.476,27.0,16.1,67.0
2023-03-21 16:00:00,1.96,4.0,12.4,16.4,69.0,92.0,22.0,720.6,0.0,32.0,3.7,0.292,28.47,16.3,90.0
2023-03-21 17:00:00,1.91,4.1,9.7,13.7,60.0,77.0,16.0,720.5,0.0,30.0,3.5,0.247,29.08,18.5,103.0
2023-03-21 18:00:00,1.9,4.1,12.1,16.3,47.0,62.0,12.0,720.6,0.0,30.0,3.5,0.095,28.76,13.7,116.0
2023-03-21 19:00:00,1.78,3.2,10.4,13.6,41.0,46.0,10.0,721.1,0.0,32.0,3.5,0.035,28.51,11.1,127.0
2023-03-21 20:00:00,1.99,5.3,21.6,27.0,26.0,32.0,10.0,721.4,0.0,34.0,3.5,0.007,27.46,8.4,110.0
2023-03-21 21:00:00,2.3,7.7,33.8,41.5,12.0,37.0,16.0,721.7,0.0,40.0,4.2,0.007,25.71,10.1,75.0
2023-03-21 22:00:00,2.06,5.7,28.7,34.4,14.0,77.0,11.0,722.2,0.0,42.0,4.5,0.007,24.74,2.8,151.0
2023-03-21 23:00:00,1.9,3.9,18.3,22.2,18.0,45.0,9.0,722.3,0.0,48.0,3.7,0.007,23.61,4.8,107.0
2023-03-22 00:00:00,1.86,5.1,14.1,19.2,18.0,39.0,10.0,722.7,0.0,56.0,3.4,0.007,22.3,9.4,79.0
2023-03-22 01:00:00,1.77,3.2,10.2,13.5,18.0,37.0,17.0,722.9,0.0,65.0,3.5,0.007,21.01,5.0,98.0
2023-03-22 02:00:00,1.84,5.9,17.9,23.7,8.0,45.0,14.0,722.8,0.0,73.0,3.4,0.007,19.01,1.4,202.0
2023-03-22 03:00:00,1.89,8.2,20.9,29.1,3.0,33.0,17.0,722.4,0.0,78.0,3.3,0.007,17.78,3.0,170.0
2023-03-22 04:00:00,1.85,4.5,15.0,19.6,5.0,41.0,16.0,722.0,0.0,84.0,3.2,0.007,17.26,3.6,182.0
2023-03-22 05:00:00,1.85,11.4,16.5,27.8,3.0,31.0,17.0,722.0,0.0,86.0,3.1,0.007,16.34,3.0,261.0
2023-03-22 06:00:00,1.96,30.8,17.7,48.6,2.0,43.0,20.0,722.3,0.0,87.0,3.2,0.007,16.08,1.8,285.0
2023-03-22 07:00:00,2.33,62.5,17.6,80.1,3.0,59.0,21.0,722.8,0.0,88.0,3.5,0.009,16.15,3.4,294.0
2023-03-22 08:00:00,2.82,85.4,22.9,108.3,3.0,68.0,23.0,723.2,0.0,87.0,3.8,0.039,17.33,3.1,298.0
2023-03-22 09:00:00,2.62,64.2,29.7,93.9,3.0,88.0,46.0,723.5,0.0,85.0,3.9,0.099,18.74,5.2,274.0
2023-03-22 10:00:00,2.67,35.9,32.2,68.2,8.0,125.0,48.0,723.7,0.0,79.0,4.0,0.175,20.16,3.2,42.0
2023-03-22 11:00:00,2.18,15.4,23.7,39.1,17.0,120.0,44.0,723.9,0.0,76.0,3.8,0.316,20.64,9.2,62.0
2023-03-22 12:00:00,2.05,9.4,17.4,26.8,31.0,109.0,40.0,723.8,0.0,67.0,3.7,0.516,22.66,10.5,81.0
2023-03-22 13:00:00,2.03,5.6,14.9,20.5,48.0,97.0,38.0,723.2,0.0,59.0,4.1,0.539,25.01,9.4,83.0
2023-03-22 14:00:00,1.92,4.4,11.0,15.4,55.0,96.0,28.0,722.2,0.0,48.0,3.9,0.525,27.38,13.1,87.0
2023-03-22 15:00:00,1.9,4.1,8.5,12.6,50.0,80.0,20.0,721.2,0.0,41.0,3.6,0.47,29.29,17.5,105.0
2023-03-22 16:00:00,1.8,4.2,6.4,10.6,39.0,70.0,15.0,720.5,0.0,40.0,3.4,0.293,30.75,17.3,113.0
2023-03-22 17:00:00,1.77,3.6,6.3,9.9,38.0,54.0,13.0,720.2,0.0,37.0,3.4,0.257,31.95,14.2,120.0
2023-03-22 18:00:00,1.77,3.6,7.8,11.3,35.0,42.0,13.0,719.8,0.0,34.0,3.4,0.092,32.18,14.9,127.0
2023-03-22 19:00:00,1.77,3.2,8.7,11.8,34.0,60.0,16.0,719.8,0.0,37.0,3.5,0.028,30.89,13.5,127.0
2023-03-22 20:00:00,1.7,2.8,5.8,8.6,37.0,58.0,15.0,720.0,0.0,37.0,3.4,0.007,30.37,15.6,149.0
2023-03-22 21:00:00,1.87,3.5,13.0,16.5,29.0,52.0,18.0,720.1,0.0,41.0,3.4,0.007,29.33,10.4,101.0
2023-03-22 22:00:00,1.8,3.4,8.3,11.7,25.0,65.0,18.0,720.5,0.0,52.0,3.6,0.007,26.75,19.2,77.0
2023-03-22 23:00:00,1.83,3.2,11.3,14.6,16.0,57.0,15.0,721.0,0.0,66.0,4.1,0.007,25.03,16.0,66.0
2023-03-23 00:00:00,1.84,3.0,11.9,15.0,15.0,49.0,15.0,720.7,0.0,69.0,4.4,0.007,24.29,16.4,77.0
2023-03-23 01:00:00,1.79,2.9,10.2,13.1,14.0,43.0,14.333333333333334,720.7,0.0,74.0,3.9,0.007,22.98,11.0,80.0
2023-03-23 02:00:00,1.72,2.8,7.0,9.8,17.0,39.0,13.666666666666666,720.6,0.0,78.0,3.8,0.007,21.97,12.7,79.0
2023-03-23 03:00:00,1.73,2.7,6.4,9.1,16.0,35.0,13.0,720.4,0.0,82.0,4.1,0.007,21.1,10.7,95.0
2023-03-23 04:00:00,1.69,2.7,5.6,8.2,15.0,24.0,15.0,720.1,0.0,84.0,4.3,0.007,20.4,7.6,91.0
2023-03-23 05:00:00,1.7,2.6,6.1,8.8,15.0,24.0,14.0,720.1,0.0,85.0,4.1,0.007,20.1,4.3,76.0
2023-03-23 06:00:00,1.72,2.9,10.0,12.9,11.0,31.0,15.0,720.4,0.0,86.0,4.1,0.007,20.08,2.8,59.0
2023-03-23 07:00:00,1.82,3.8,15.9,19.7,6.0,35.0,18.0,720.7,0.0,85.0,4.1,0.008,20.27,1.3,68.0
2023-03-23 08:00:00,2.07,8.3,19.1,27.3,6.0,51.0,29.0,721.2,0.0,84.0,4.1,0.022,20.67,1.2,55.5
2023-03-23 09:00:00,2.12,9.4,18.4,27.8,9.0,65.0,31.0,721.5,0.0,80.0,3.8,0.088,21.47,1.5,43.0
2023-03-23 10:00:00,2.17,13.7,19.0,32.7,13.0,72.0,32.0,721.9,0.0,75.0,3.6,0.239,22.68,4.7,34.0
2023-03-23 11:00:00,2.09,11.4,18.0,29.4,23.0,86.0,32.0,721.8,0.0,69.0,3.5,0.443,24.18,6.5,66.0
2023-03-23 12:00:00,2.11,7.9,17.9,25.8,35.0,88.0,34.0,721.5,0.0,65.0,3.5,0.51,25.39,11.7,74.0
2023-03-23 13:00:00,2.11,5.0,13.4,18.5,27.0,116.0,35.0,720.7,0.0,57.0,3.6,0.539,27.84,14.8,83.0
2023-03-23 14:00:00,1.85,3.9,9.6,13.5,25.833333333333332,109.0,28.0,719.7,0.0,45.0,3.7,0.521,30.35,15.8,81.0
2023-03-23 15:00:00,1.8,3.9,7.6,11.5,24.666666666666668,74.0,22.0,718.8,0.0,37.0,3.5,0.431,32.36,18.3,98.0
2023-03-23 16:00:00,1.73,3.7,6.7,10.6,23.5,73.0,21.0,718.0,0.0,33.0,3.3,0.283,33.49,17.4,108.0
2023-03-23 17:00:00,1.7,3.5,6.5,10.0,22.333333333333332,54.0,14.0,717.3,0.0,32.0,3.2,0.207,33.87,14.8,126.0
2023-03-23 18:00:00,1.68,3.3,6.7,10.0,21.166666666666668,43.0,15.0,716.8,0.0,32.0,3.3,0.079,33.3,19.0,132.0
2023-03-23 19:00:00,1.71,3.3,8.1,11.4,20.0,84.0,14.0,717.1,0.0,33.0,3.4,0.016,32.01,15.0,136.0
2023-03-23 20:00:00,1.68,3.2,6.3,9.4,35.0,51.0,14.0,717.1,0.0,33.0,3.3,0.007,31.93,15.2,143.0
2023-03-23 21:00:00,1.75,3.2,8.2,11.4,33.0,44.0,15.0,717.2,0.0,35.0,3.4,0.007,31.07,11.9,115.0
2023-03-23 22:00:00,1.74,3.1,9.1,12.3,31.0,43.0,16.0,717.3,0.0,37.0,3.4,0.007,30.3,7.6,128.0
2023-03-23 23:00:00,1.77,3.0,9.6,12.6,27.0,48.0,18.0,717.7,0.0,42.0,3.4,0.007,28.69,8.4,110.0
2023-03-24 00:00:00,1.89,3.0,14.0,16.9,19.0,40.0,19.0,717.5,0.0,49.0,3.5,0.007,26.74,11.2,91.0
2023-03-24 01:00:00,1.76,2.7,6.2,8.9,25.0,54.0,18.0,717.5,0.0,55.0,3.4,0.007,25.51,10.2,102.0
2023-03-24 02:00:00,1.73,2.6,4.9,7.5,24.0,39.0,16.0,717.3,0.0,62.0,3.4,0.007,24.16,8.9,100.0
2023-03-24 03:00:00,1.72,2.5,4.7,7.2,22.0,40.0,15.0,717.3,0.0,69.0,3.2,0.007,22.93,4.8,92.0
2023-03-24 04:00:00,1.77,2.7,10.1,12.9,12.0,31.0,15.0,717.2,0.0,76.0,3.3,0.007,21.16,2.3,274.0
2023-03-24 05:00:00,1.84,4.2,13.3,17.4,8.0,27.0,16.0,716.8,0.0,80.0,3.1,0.007,20.29,3.2,289.0
2023-03-24 06:00:00,1.92,20.7,16.6,37.3,3.0,35.0,18.0,716.8,0.0,83.0,3.1,0.007,19.83,4.2,292.0
2023-03-24 07:00:00,2.24,52.0,19.6,71.7,3.0,51.0,21.0,717.2,0.0,81.0,3.4,0.01,19.79,5.9,295.0
2023-03-24 08:00:00,2.73,77.7,26.2,103.9,4.0,71.0,26.0,717.5,0.0,68.0,4.0,0.106,22.27,3.8,324.0
2023-03-24 09:00:00,3.35,96.9,41.9,138.8,7.0,112.0,30.0,718.1,0.0,54.0,5.6,0.245,26.46,0.4,322.0
2023-03-24 10:00:00,2.7,35.9,43.7,79.5,19.0,152.0,29.0,718.3,0.0,37.0,6.6,0.381,29.4,5.1,102.0
2023-03-24 11:00:00,2.05,15.1,30.4,45.5,33.0,156.0,22.0,718.1,0.0,20.0,4.4,0.445,31.9,7.5,132.0
2023-03-24 12:00:00,1.53,6.5,9.6,16.0,42.0,164.0,24.0,717.6,0.0,5.0,3.3,0.531,35.16,21.5,313.0
2023-03-24 13:00:00,1.5,6.1,9.1,15.2,46.0,177.0,14.0,717.0,0.0,4.0,3.3,0.545,36.13,22.8,310.0
2023-03-24 14:00:00,1.49,5.9,9.2,15.1,48.0,190.0,11.0,716.6,0.0,3.0,3.6,0.558,36.59,22.5,310.0
2023-03-24 15:00:00,1.5,6.6,12.2,18.8,45.0,131.0,7.0,716.3,0.0,2.0,4.0,0.459,37.77,15.2,309.0
2023-03-24 16:00:00,1.49,6.5,13.5,20.1,43.0,72.0,7.0,715.8,0.0,2.0,4.5,0.295,38.15,11.4,303.0
2023-03-24 17:00:00,1.65,4.1,7.0,11.1,47.0,75.0,12.0,715.8,0.0,20.0,6.0,0.269,34.76,21.7,133.0
2023-03-24 18:00:00,1.71,3.9,8.2,12.1,44.0,114.0,9.0,715.9,0.0,22.0,4.0,0.081,33.75,18.0,114.0
2023-03-24 19:00:00,1.71,3.5,9.0,12.5,41.0,55.0,10.0,716.4,0.0,24.0,3.6,0.042,32.57,16.1,129.0
2023-03-24 20:00:00,1.76,3.4,9.7,13.0,36.0,47.0,10.0,717.3,0.0,31.0,3.7,0.007,31.12,13.2,135.0
2023-03-24 21:00:00,1.71,3.1,8.1,11.2,38.0,40.0,9.5,717.8,0.0,31.0,5.5,0.007,30.68,13.3,151.0
2023-03-24 22:00:00,1.71,2.9,8.8,11.7,39.0,25.0,9.0,718.3,0.0,30.0,4.3,0.007,30.32,10.0,146.0
2023-03-24 23:00:00,1.64,2.6,5.5,8.1,43.0,24.0,9.0,718.4,0.0,29.0,3.4,0.007,30.46,11.9,145.0
2023-03-25 00:00:00,1.81,2.6,12.6,15.3,31.0,28.0,12.0,718.4,0.0,35.0,3.3,0.007,28.2,6.6,98.0
2023-03-25 01:00:00,1.91,3.3,19.1,22.4,20.0,42.0,15.0,718.1,0.0,40.0,3.4,0.007,26.07,2.5,353.0
2023-03-25 02:00:00,2.11,10.4,28.6,39.0,7.0,56.0,15.0,717.9,0.0,46.0,3.4,0.007,24.52,2.9,259.0
2023-03-25 03:00:00,2.04,12.5,27.8,40.3,6.0,59.0,17.0,717.6,0.0,49.0,3.3,0.007,23.94,2.6,228.0
2023-03-25 04:00:00,1.96,8.1,26.8,34.9,6.0,56.0,19.0,717.8,0.0,53.0,3.4,0.007,22.89,4.6,292.0
2023-03-25 05:00:00,1.86,7.4,25.2,32.6,10.0,58.0,21.0,718.8,0.0,56.0,4.3,0.007,23.01,6.1,269.0
2023-03-25 06:00:00,1.57,3.1,8.7,11.8,34.0,69.0,9.0,719.7,0.0,31.0,3.8,0.007,22.6,2.5,333.0
2023-03-25 07:00:00,1.52,3.6,10.9,14.5,36.0,43.0,5.0,720.4,0.0,20.0,3.2,0.01,22.59,4.9,185.0
2023-03-25 08:00:00,1.52,3.9,11.4,15.2,37.0,29.0,5.0,721.4,0.0,17.0,3.1,0.102,23.03,1.0,15.0
2023-03-25 09:00:00,1.51,5.2,9.5,14.7,42.0,41.0,6.0,722.1,0.0,14.0,3.2,0.245,23.83,8.4,339.0
2023-03-25 10:00:00,1.52,5.0,8.3,13.3,46.0,66.0,6.0,722.7,0.0,14.0,3.3,0.376,24.63,11.2,350.0
2023-03-25 11:00:00,1.51,4.5,7.2,11.7,49.0,53.0,6.666666666666667,722.9,0.0,14.0,3.4,0.481,25.09,13.8,10.0
2023-03-25 12:00:00,1.53,4.1,6.6,10.6,52.0,57.0,7.333333333333333,722.4,0.0,15.0,3.7,0.542,26.1,10.6,10.0
2023-03-25 13:00:00,1.56,3.5,6.2,9.6,58.0,48.0,8.0,721.7,0.0,16.0,3.5,0.573,27.44,5.5,32.0
2023-03-25 14:00:00,1.59,3.3,7.0,10.3,67.0,38.0,10.0,720.7,0.0,17.0,3.4,0.558,27.9,5.9,32.0
2023-03-25 15:00:00,1.71,4.0,10.2,14.1,72.0,43.0,19.0,719.6,0.0,18.0,4.1,0.468,28.99,11.6,85.0
2023-03-25 16:00:00,1.76,4.3,9.0,13.3,65.0,69.0,24.0,718.8,0.0,18.0,5.0,0.302,29.37,16.9,105.0
2023-03-25 17:00:00,1.74,4.0,7.6,11.6,59.0,82.0,15.0,718.3,0.0,18.0,4.1,0.279,29.09,17.7,113.0
2023-03-25 18:00:00,1.7,3.4,7.3,10.7,56.0,60.0,10.0,718.3,0.0,19.0,3.6,0.11,28.47,16.6,123.0
2023-03-25 19:00:00,1.67,3.0,8.3,11.3,53.0,44.0,11.0,718.3,0.0,21.0,3.5,0.027,27.33,15.3,131.0
2023-03-25 20:00:00,1.67,2.9,8.2,11.1,51.0,43.0,12.0,718.4,0.0,23.0,3.5,0.007,26.57,13.8,140.0
2023-03-25 21:00:00,1.66,2.9,8.7,11.6,48.0,38.0,8.0,718.7,0.0,24.0,3.3,0.007,26.18,12.7,144.0
2023-03-25 22:00:00,1.65,2.7,6.6,9.3,50.0,30.0,9.0,718.8,0.0,28.0,3.4,0.007,25.89,12.3,140.0
2023-03-25 23:00:00,1.64,2.5,5.5,8.0,52.0,33.0,10.0,718.8,0.0,28.0,3.4,0.007,25.76,11.6,131.0
2023-03-26 00:00:00,1.81,3.8,8.0,11.7,32.0,31.0,17.0,718.3,0.0,57.0,4.1,0.007,23.13,21.4,108.0
2023-03-26 01:00:00,1.72,2.6,4.0,6.6,30.0,62.0,18.0,718.0,0.0,69.0,3.3,0.007,22.37,19.3,110.0
2023-03-26 02:00:00,1.79,2.5,5.9,8.4,31.0,46.0,17.0,717.9,0.0,64.0,3.3,0.007,21.78,1.2,321.0
2023-03-26 03:00:00,1.75,2.4,5.5,7.9,26.0,41.0,20.0,717.8,0.0,74.0,3.4,0.007,21.21,6.0,41.0
2023-03-26 04:00:00,1.77,2.4,5.1,7.5,22.0,43.0,22.0,717.5,0.0,81.0,3.3,0.007,20.46,5.2,68.0
