Date,CENTRO CO ppm,CENTRO NO ppb,CENTRO NO2 ppb,CENTRO NOX ppb,CENTRO O3 ppb,CENTRO PM10 ug/m3,CENTRO PM2.5 ug/m3,CENTRO PRS mmhg,CENTRO RAINF mm/hr,CENTRO RH %,CENTRO SO2 ppb,CENTRO SR KW/m2,CENTRO TOUT degC,CENTRO WSR KMPH,CENTRO WDV DEG
2023-06-25 07:00:00,1.08,18.9,15.8,34.9,8.0,46.62,10.6,711.2,0.0,68.0,3.0,0.06,25.0,4.3,33.0
2023-06-25 08:00:00,1.4,14.1,13.8,28.2,15.0,51.88,13.0,711.4,0.0,65.0,3.8,0.214,26.01,4.6,5.0
2023-06-25 09:00:00,1.51,7.2,13.2,20.6,28.0,50.19,14.26,711.4,0.0,61.0,3.9,0.412,27.25,5.7,26.0
2023-06-25 10:00:00,1.54,6.4,16.5,23.1,43.0,49.54,15.97,711.4,0.0,55.0,3.8,0.599,28.9,6.6,16.0
2023-06-25 11:00:00,1.33,11.3,27.2,38.7,43.0,58.48,18.27,711.4,0.0,49.0,4.8,0.751,30.49,9.5,54.0
2023-06-25 12:00:00,1.17,4.0,13.6,17.7,71.0,49.48,16.28,711.2,0.0,44.0,4.6,0.868,31.91,9.8,42.0
2023-06-25 13:00:00,1.12,3.0,8.8,12.0,72.0,45.11,14.55,710.7,0.0,38.0,4.1,0.908,33.91,12.5,47.0
2023-06-25 14:00:00,1.01,2.8,5.3,8.4,53.0,37.42,12.21,710.2,0.0,30.0,3.1,0.91,35.7,15.9,45.0
2023-06-25 15:00:00,0.97,2.7,4.6,7.6,49.0,37.27,11.41,709.9,0.0,26.0,2.9,0.845,36.9,15.6,62.0
2023-06-25 16:00:00,0.96,2.6,3.9,6.7,45.0,34.17,10.19,709.5,0.0,25.0,2.7,0.72,37.28,16.3,79.0
2023-06-25 17:00:00,0.92,2.5,3.5,6.2,43.0,32.05,9.3,709.2,0.0,23.0,2.6,0.561,37.58,14.5,102.0
2023-06-25 18:00:00,0.92,2.4,3.6,6.2,39.0,26.0,9.12,709.1,0.0,24.0,2.6,0.282,37.08,14.6,102.0
2023-06-25 19:00:00,0.94,2.4,4.2,6.8,37.0,26.6,8.91,709.2,0.0,25.0,2.5,0.041,36.36,13.4,106.0
2023-06-25 20:00:00,0.93,2.1,4.1,6.5,36.0,19.02,8.45,709.3,0.0,27.0,2.6,0.008,35.05,13.0,112.0
2023-06-25 21:00:00,1.01,2.2,7.4,9.8,30.0,21.61,9.22,709.5,0.0,30.0,2.5,0.001,34.23,9.6,108.0
2023-06-25 22:00:00,1.02,2.4,5.8,8.3,23.0,28.16,8.92,709.9,0.0,37.0,2.5,0.001,32.62,12.6,78.0
2023-06-25 23:00:00,0.99,2.3,4.1,6.6,20.0,23.51,6.78,710.3,0.0,43.0,2.5,0.001,30.84,13.9,71.0
2023-06-26 00:00:00,1.02,2.3,5.7,8.3,18.0,27.68,6.78,710.5,0.0,44.0,2.5,0.001,30.21,8.6,66.0
2023-06-26 01:00:00,1.01,2.5,6.9,9.7,16.0,28.3,7.15,710.4,0.0,47.0,2.5,0.001,29.04,9.5,34.0
2023-06-26 02:00:00,1.0,4.1,8.3,12.6,13.0,29.28,7.72,710.4,0.0,51.0,2.6,0.001,27.83,9.3,31.0
2023-06-26 03:00:00,1.02,8.1,14.5,22.9,8.0,36.14,9.48,710.3,0.0,55.0,4.2,0.001,27.0,6.3,26.0
2023-06-26 04:00:00,1.04,4.4,11.5,16.2,10.0,45.56,9.93,710.3,0.0,58.0,4.4,0.001,26.48,5.6,40.0
2023-06-26 05:00:00,1.05,5.9,12.3,18.5,9.0,39.18,10.63,710.4,0.0,61.0,3.6,0.001,25.87,6.1,71.0
2023-06-26 06:00:00,1.06,6.5,12.7,19.4,9.0,32.38,10.3,710.4,0.0,63.0,3.5,0.002,25.36,4.2,51.0
2023-06-26 07:00:00,1.34,14.6,14.8,29.7,9.0,46.78,12.36,710.7,0.0,64.0,3.7,0.062,25.71,4.4,9.0
2023-06-26 08:00:00,1.62,10.5,13.0,23.7,16.0,48.72,12.61,710.9,0.0,61.0,4.5,0.223,26.78,4.9,42.0
2023-06-26 09:00:00,1.54,11.0,16.8,28.0,24.0,43.04,12.58,711.0,0.0,55.0,4.9,0.424,28.31,5.3,42.0
2023-06-26 10:00:00,1.65,15.0,28.7,43.9,31.0,60.78,14.94,710.9,0.0,49.0,4.5,0.604,29.98,6.8,42.0
2023-06-26 11:00:00,1.42,12.5,29.0,41.7,41.0,83.18,20.02,710.9,0.0,44.0,6.0,0.763,31.08,10.1,51.0
2023-06-26 12:00:00,1.22,8.1,20.6,29.0,51.0,68.07000000000001,15.935,710.8,0.0,39.0,4.8,0.879,32.61,11.7,54.0
2023-06-26 13:00:00,1.14,3.5,10.3,14.0,71.0,52.96,11.85,710.5,0.0,35.0,4.4,0.916,34.27,15.1,62.0
2023-06-26 14:00:00,1.02,3.2,6.3,9.7,50.0,45.92,9.6,710.0,0.0,30.0,5.6,0.934,35.6,16.5,117.0
2023-06-26 15:00:00,0.97,3.0,4.6,7.9,39.0,36.51,8.06,709.6,0.0,26.0,3.4,0.871,36.55,17.0,116.0
2023-06-26 16:00:00,0.94,3.4,4.9,8.6,38.0,35.84,7.07,709.2,0.0,22.0,2.7,0.751,37.36,17.0,116.0
2023-06-26 17:00:00,0.92,3.7,5.7,9.7,37.0,36.51,6.59,708.9,0.0,20.0,2.6,0.585,37.51,18.0,108.0
2023-06-26 18:00:00,0.89,3.2,4.8,8.3,36.0,38.1525,7.45875,708.8,0.0,19.0,2.5,0.297,37.05,22.3,99.0
2023-06-26 19:00:00,0.9,2.9,5.8,9.0,33.0,39.794999999999995,8.3275,708.8,0.0,19.0,2.4,0.034,36.38,20.1,106.0
2023-06-26 20:00:00,0.93,2.6,7.7,10.5,29.0,41.4375,9.19625,709.0,0.0,22.0,2.5,0.007,35.07,14.1,113.0
2023-06-26 21:00:00,0.93,2.4,7.9,10.5,27.0,44.497499999999995,12.817249999999998,709.4,0.0,26.0,2.5,0.001,33.82,13.3,115.0
2023-06-26 22:00:00,0.93,2.3,6.3,8.8,28.0,44.7225,10.93375,709.5,0.0,29.0,2.6,0.001,32.9,13.0,123.0
2023-06-26 23:00:00,0.95,3.1,13.0,16.3,20.0,46.364999999999995,11.8025,709.8,0.0,30.0,2.5,0.001,31.91,9.1,85.0
2023-06-27 00:00:00,1.0,2.5,7.5,10.2,21.0,48.0075,12.67125,710.0,0.0,44.0,2.6,0.001,29.89,10.5,25.0
2023-06-27 01:00:00,1.0,2.4,6.6,9.2,21.0,49.65,13.54,710.0,0.0,47.0,2.6,0.001,28.98,9.6,43.0
2023-06-27 02:00:00,1.01,3.0,10.6,13.9,16.0,48.7,13.55,709.6,0.0,49.0,2.7,0.001,28.25,8.5,29.0
2023-06-27 03:00:00,1.02,8.2,16.3,24.7,11.0,58.74,15.57,709.4,0.0,51.0,3.2,0.001,27.7,8.2,40.0
2023-06-27 04:00:00,1.05,7.7,12.3,20.2,12.0,61.06,16.79,709.7,0.0,63.0,3.1,0.001,26.24,8.9,56.0
2023-06-27 05:00:00,1.06,8.2,14.6,23.0,9.0,58.83,18.36,709.9,0.0,71.0,2.9,0.001,24.99,6.2,32.0
2023-06-27 06:00:00,1.11,8.5,16.2,24.9,7.0,70.56,19.02,710.1,0.0,73.0,3.1,0.002,24.56,4.8,39.0
2023-06-27 07:00:00,1.26,10.3,14.9,25.5,9.0,73.83,19.43,710.4,0.0,73.0,3.1,0.058,24.67,3.6,22.0
2023-06-27 08:00:00,1.47,11.3,14.2,25.8,16.0,75.77,20.38,710.7,0.0,69.0,3.6,0.216,25.85,5.6,17.0
2023-06-27 09:00:00,1.6,10.4,17.2,27.9,25.0,62.11,19.97,710.7,0.0,63.0,4.3,0.421,27.45,4.9,26.0
2023-06-27 10:00:00,1.86,14.0,27.3,41.5,32.0,71.43,22.5,710.6,0.0,55.0,4.8,0.604,29.02,7.5,40.0
2023-06-27 11:00:00,1.53,16.4,34.4,51.0,35.0,96.58,25.1,710.2,0.0,45.0,6.9,0.756,30.77,8.8,49.0
2023-06-27 12:00:00,1.27,7.0,21.7,29.0,63.0,89.14,22.06,710.0,0.0,39.0,7.2,0.87,32.25,13.8,60.0
2023-06-27 13:00:00,1.09,3.9,9.4,13.5,63.0,78.41,17.88,709.7,0.0,34.0,5.4,0.902,33.46,17.5,61.0
2023-06-27 14:00:00,0.99,3.4,5.8,9.4,47.0,51.63,13.15,709.4,0.0,29.0,3.6,0.913,35.1,16.9,106.0
2023-06-27 15:00:00,0.98,3.2,5.3,8.7,43.0,37.92,11.08,708.9,0.0,25.0,3.1,0.854,36.48,16.7,99.0
2023-06-27 16:00:00,0.92,3.1,5.2,8.6,44.0,43.41,11.16,708.4,0.0,20.0,2.7,0.736,37.36,20.4,96.0
2023-06-27 17:00:00,0.87,3.1,5.0,8.3,45.0,52.81,10.38,708.1,0.0,16.0,2.5,0.562,37.42,21.6,97.0
2023-06-27 18:00:00,0.87,3.0,5.8,9.1,43.0,41.12,9.19,708.0,0.0,15.0,2.4,0.283,37.14,18.9,90.0
2023-06-27 19:00:00,0.86,2.9,7.1,10.2,42.0,41.55,9.06,708.2,0.0,14.0,2.4,0.045,36.42,18.3,89.0
2023-06-27 20:00:00,0.84,2.4,8.1,10.7,41.0,35.46,8.89,708.4,0.0,15.0,2.3,0.008,35.1,16.7,95.0
2023-06-27 21:00:00,0.88,2.3,9.4,11.9,35.0,35.05,9.59,708.6,0.0,20.0,2.3,0.001,33.69,14.4,109.0
2023-06-27 22:00:00,0.95,2.5,10.1,12.9,29.0,40.51,12.37,709.0,0.0,30.0,2.5,0.001,32.52,13.1,82.0
2023-06-27 23:00:00,1.03,2.4,7.1,9.7,24.0,56.58,17.27,709.6,0.0,47.0,2.7,0.001,30.17,13.3,83.0
2023-06-28 00:00:00,1.02,2.3,5.7,8.2,24.0,66.44,18.42,709.8,0.0,48.0,2.6,0.001,29.34,9.2,79.0
2023-06-28 01:00:00,1.0,2.2,4.1,6.6,26.0,72.71,18.69,709.8,0.0,49.0,2.6,0.001,28.82,7.1,82.0
2023-06-28 02:00:00,1.02,2.9,7.9,11.0,20.0,67.24,19.38,709.7,0.0,55.0,2.5,0.001,27.87,7.8,32.0
2023-06-28 03:00:00,1.02,2.3,4.9,7.4,20.0,63.6,20.5,709.7,0.0,62.0,2.6,0.001,26.55,8.8,32.0
2023-06-28 04:00:00,1.01,2.3,4.2,6.6,19.0,49.61,17.08,709.7,0.0,65.0,2.5,0.001,25.42,8.4,40.0
2023-06-28 05:00:00,1.0,5.6,11.2,17.0,11.0,36.31,14.15,709.7,0.0,68.0,2.6,0.001,24.46,6.9,28.0
2023-06-28 06:00:00,1.04,5.0,12.4,17.7,9.0,39.91,12.92,709.8,0.0,69.0,2.7,0.002,23.95,6.6,46.0
2023-06-28 07:00:00,1.16,14.0,15.4,29.7,9.0,55.07,13.57,710.0,0.0,68.0,2.9,0.057,24.21,5.4,45.0
2023-06-28 08:00:00,1.33,16.9,16.2,33.4,13.0,60.45,16.39,710.4,0.0,66.0,3.6,0.21,25.05,7.2,56.0
2023-06-28 09:00:00,1.42,13.3,16.5,30.1,21.0,59.63,17.56,710.5,0.0,61.0,4.3,0.409,26.26,6.0,3.0
2023-06-28 10:00:00,1.52,12.2,21.0,33.5,30.0,63.67,17.74,710.4,0.0,55.0,4.5,0.601,27.6,8.6,9.0
2023-06-28 11:00:00,1.25,8.8,20.7,29.7,46.0,77.38,19.87,710.4,0.0,48.0,5.2,0.758,29.01,11.0,50.0
2023-06-28 12:00:00,1.13,4.4,10.8,15.4,54.0,69.77,17.63,710.0,0.0,42.0,4.1,0.877,31.04,12.3,52.0
2023-06-28 13:00:00,1.04,3.6,6.9,10.8,46.0,53.58,14.74,709.4,0.0,33.0,3.3,0.924,33.65,14.2,94.0
2023-06-28 14:00:00,0.98,3.3,6.1,9.7,48.0,44.99,13.79,708.7,0.0,26.0,3.0,0.93,35.51,17.9,95.0
2023-06-28 15:00:00,0.93,3.3,5.5,9.1,47.0,59.02,13.09,708.2,0.0,21.0,2.6,0.87,36.16,22.7,89.0
2023-06-28 16:00:00,0.89,3.2,5.9,9.4,47.0,63.57,11.84,708.0,0.0,16.0,2.6,0.745,36.86,19.0,92.0
2023-06-28 17:00:00,0.87,3.1,5.8,9.1,46.0,38.0,9.92,707.8,0.0,16.0,2.4,0.572,36.83,17.1,109.0
2023-06-28 18:00:00,0.89,3.0,5.8,9.1,43.0,32.81,8.97,707.8,0.0,18.0,2.4,0.29,36.23,16.9,111.0
2023-06-28 19:00:00,0.92,3.2,8.1,11.5,39.0,33.01,8.76,707.9,0.0,19.0,2.4,0.038,35.67,15.8,119.0
2023-06-28 20:00:00,0.94,2.5,8.6,11.4,36.0,30.88,8.7,708.2,0.0,22.0,2.5,0.008,34.34,14.5,104.0
2023-06-28 21:00:00,0.99,2.7,6.4,9.3,28.0,34.95,9.7,708.8,0.0,37.0,2.6,0.001,31.89,16.9,83.0
2023-06-28 22:00:00,1.03,2.4,6.2,8.7,23.0,36.36,10.42,709.6,0.0,46.0,2.6,0.001,30.25,10.9,98.0
2023-06-28 23:00:00,1.01,2.3,3.9,6.3,24.0,35.33,10.39,710.1,0.0,51.0,2.4,0.001,29.26,13.5,108.0
2023-06-29 00:00:00,1.0,2.1,3.2,5.5,25.0,34.11,10.65,710.3,0.0,53.0,2.5,0.001,28.58,12.7,103.0
2023-06-29 01:00:00,1.01,2.1,3.2,5.6,22.0,32.73,10.14,710.1,0.0,60.0,2.5,0.001,26.82,12.6,65.0
2023-06-29 02:00:00,1.01,2.1,3.6,5.9,21.0,28.46,11.49,709.8,0.0,63.0,2.4,0.001,25.99,9.3,37.0
2023-06-29 03:00:00,1.0,2.1,2.9,5.2,22.0,31.67,12.11,709.6,0.0,65.0,2.3,0.001,25.51,9.4,54.0
2023-06-29 04:00:00,1.01,2.0,2.9,5.2,21.0,26.65,10.72,709.6,0.0,69.0,2.4,0.001,24.94,9.3,47.0
2023-06-29 05:00:00,1.0,2.0,3.0,5.3,20.0,25.25,9.78,709.6,0.0,71.0,2.3,0.001,24.4,9.0,52.0
2023-06-29 06:00:00,1.02,2.3,4.6,7.1,18.0,25.98,9.6,709.9,0.0,73.0,2.3,0.002,24.07,8.6,53.0
2023-06-29 07:00:00,1.08,4.4,9.5,14.1,13.0,28.0,10.62,710.3,0.0,73.0,2.3,0.049,24.04,8.7,68.0
2023-06-29 08:00:00,1.16,6.7,9.8,16.8,16.0,36.03,11.2,710.7,0.0,71.0,2.4,0.149,24.59,8.9,69.0
2023-06-29 09:00:00,1.16,7.3,9.1,16.7,19.0,37.0,11.58,711.0,0.0,67.0,2.4,0.312,25.49,9.9,37.0
2023-06-29 10:00:00,1.13,9.4,11.7,21.3,22.0,38.39,13.17,711.0,0.0,63.0,2.7,0.443,26.44,10.1,29.0
2023-06-29 11:00:00,1.14,6.3,8.5,15.1,31.0,40.64,13.69,710.9,0.0,56.0,3.0,0.754,28.09,13.9,37.0
2023-06-29 12:00:00,1.06,3.6,5.6,9.5,37.0,38.0,12.0,710.6,0.0,47.0,2.8,0.843,30.18,12.7,78.0
2023-06-29 13:00:00,1.04,3.1,4.7,8.1,40.0,40.0,15.0,710.1,0.0,41.0,2.7,0.902,31.83,12.7,87.0
2023-06-29 14:00:00,1.01,3.0,4.8,8.1,43.0,37.0,11.0,709.6,0.0,36.0,2.6,0.912,33.5,12.4,106.0
2023-06-29 15:00:00,0.98,2.7,3.9,6.8,42.0,36.13,11.07,709.1,0.0,32.0,2.5,0.856,34.67,16.1,108.0
2023-06-29 16:00:00,0.98,3.1,4.7,8.0,39.0,33.11,9.21,708.6,0.0,31.0,2.5,0.729,35.33,15.4,115.0
2023-06-29 17:00:00,0.99,3.1,5.5,8.9,36.0,34.27,7.62,708.2,0.0,29.0,2.5,0.45,35.77,14.3,116.0
2023-06-29 18:00:00,1.0,3.0,6.0,9.1,33.0,31.76,6.78,708.1,0.0,31.0,2.4,0.081,34.4,15.8,109.0
2023-06-29 19:00:00,0.99,2.7,5.9,8.8,33.0,24.91,6.45,708.1,0.0,31.0,2.5,0.043,33.82,15.9,103.0
2023-06-29 20:00:00,0.99,2.4,5.6,8.2,32.0,28.83,7.29,708.3,0.0,33.0,2.4,0.007,33.43,16.4,101.0
2023-06-29 21:00:00,1.02,2.2,7.1,9.5,29.0,30.14,8.75,708.7,0.0,37.0,2.4,0.001,32.64,15.2,110.0
2023-06-29 22:00:00,1.04,2.3,5.4,7.9,25.0,39.95,9.03,709.2,0.0,45.0,2.4,0.001,30.82,15.3,82.0
2023-06-29 23:00:00,1.03,2.5,4.8,7.4,21.0,38.04,8.99,709.8,0.0,52.0,2.3,0.001,29.09,13.3,86.0
2023-06-30 00:00:00,1.01,2.3,4.3,6.8,20.0,26.35,8.48,710.3,0.0,56.0,2.3,0.001,28.17,11.6,79.0
2023-06-30 01:00:00,0.99,2.1,3.5,5.8,21.0,26.53,7.89,710.2,0.0,55.0,2.3,0.001,27.82,12.3,65.0
2023-06-30 02:00:00,0.99,2.1,3.4,5.7,19.0,23.11,7.68,710.2,0.0,61.0,2.2,0.001,26.77,10.6,47.0
2023-06-30 03:00:00,1.01,4.6,8.1,12.9,13.0,23.47,8.99,710.1,0.0,66.0,2.3,0.001,26.03,9.8,53.0
2023-06-30 04:00:00,0.99,2.1,2.8,5.1,19.0,20.12,7.31,710.0,0.0,68.0,2.4,0.001,25.65,9.2,79.0
2023-06-30 05:00:00,1.01,2.0,2.7,4.9,19.0,17.95,6.86,710.2,0.0,71.0,2.3,0.001,25.21,8.8,53.0
2023-06-30 06:00:00,1.02,2.2,4.1,6.5,17.0,18.09,7.0,710.4,0.0,71.0,2.3,0.002,25.15,8.9,54.0
2023-06-30 07:00:00,1.07,3.5,7.6,11.3,14.0,21.69,7.39,710.7,0.0,73.0,2.3,0.029,24.77,8.5,48.0
2023-06-30 08:00:00,1.14,8.2,10.0,18.5,14.0,27.17,8.76,711.0,0.0,72.0,2.3,0.136,25.13,8.3,52.0
2023-06-30 09:00:00,1.16,7.0,8.0,15.2,21.0,41.23,9.07,711.2,0.0,66.0,2.4,0.401,26.39,8.4,42.0
2023-06-30 10:00:00,1.09,4.4,5.9,10.6,28.0,31.0,8.44,711.0,0.0,56.0,2.6,0.611,28.42,12.3,92.0
2023-06-30 11:00:00,1.12,4.1,6.7,11.1,35.0,28.51,7.48,710.6,0.0,51.0,2.5,0.766,29.97,12.4,69.0
2023-06-30 12:00:00,1.04,3.1,4.6,8.0,37.0,27.56,6.22,710.2,0.0,43.0,2.4,0.883,31.99,15.2,121.0
2023-06-30 13:00:00,1.03,3.0,4.0,7.3,37.0,23.97,6.02,709.9,0.0,40.0,2.4,0.888,32.82,15.9,112.0
2023-06-30 14:00:00,1.03,2.9,3.9,7.1,37.0,24.27,5.99,709.4,0.0,37.0,2.3,0.837,33.69,17.9,103.0
2023-06-30 15:00:00,1.07,2.9,5.9,9.0,33.0,29.39,6.45,709.2,0.0,39.0,2.4,0.157,32.75,18.9,115.0
2023-06-30 16:00:00,1.08,3.0,6.8,10.1,32.0,30.44,6.61,708.8,0.0,40.0,2.3,0.143,32.37,16.9,104.0
2023-06-30 17:00:00,1.06,3.5,5.9,9.7,33.0,26.67,6.65,708.5,0.0,39.0,2.4,0.338,32.86,15.4,101.0
2023-06-30 18:00:00,1.05,3.2,6.5,9.9,31.0,25.46,6.94,708.4,0.0,38.0,2.3,0.174,32.84,16.5,112.0
2023-06-30 19:00:00,1.1,3.0,7.6,10.8,31.0,29.86,7.79,708.5,0.0,40.0,2.4,0.061,32.19,14.7,124.0
2023-06-30 20:00:00,1.06,2.5,6.9,9.6,30.0,21.69,7.58,708.8,0.0,44.0,2.4,0.01,31.07,15.0,122.0
2023-06-30 21:00:00,1.05,2.2,7.5,9.8,28.0,23.54,8.52,708.9,0.0,46.0,2.3,0.001,30.38,15.4,106.0
2023-06-30 22:00:00,1.09,2.2,9.3,11.7,26.0,26.31,10.41,709.1,0.0,45.0,2.3,0.001,30.28,12.1,83.0
2023-06-30 23:00:00,1.06,2.3,5.4,7.9,25.0,34.12,9.66,709.4,0.0,55.0,2.3,0.001,29.14,10.4,88.0
2023-07-01 00:00:00,1.0650000000000002,2.25,4.7,7.1,22.5,29.97,9.71,709.75,0.0,60.0,2.25,0.001,28.145,11.75,70.5
2023-07-01 01:00:00,1.07,2.2,4.0,6.3,20.0,25.82,9.76,710.1,0.0,65.0,2.2,0.001,27.15,13.1,53.0
2023-07-01 02:00:00,1.05,2.2,3.7,6.0,19.0,21.59,7.87,710.1,0.0,66.0,2.2,0.001,26.53,12.2,56.0
2023-07-01 03:00:00,1.04,2.2,3.9,6.2,18.0,20.78,7.78,710.2,0.0,67.0,2.3,0.001,26.18,10.5,58.0
2023-07-01 04:00:00,1.03,2.1,3.2,5.5,18.0,20.75,7.73,710.2,0.0,68.0,2.2,0.001,25.7,10.5,52.0
2023-07-01 05:00:00,1.03,2.0,3.0,5.3,17.0,19.9,7.64,710.7,0.0,70.0,2.2,0.001,25.48,8.7,56.0
2023-07-01 06:00:00,1.04,2.2,4.2,6.5,15.0,20.93,8.02,711.0,0.0,71.0,2.2,0.002,25.29,9.5,62.0
2023-07-01 07:00:00,1.07,2.8,5.5,8.5,14.0,23.57,8.36,711.2,0.0,74.0,2.2,0.026,24.94,10.2,65.0
2023-07-01 08:00:00,1.1,4.5,5.7,10.5,15.0,22.45,8.78,711.4,0.0,72.0,2.2,0.16,25.38,8.9,61.0
2023-07-01 09:00:00,1.13,6.5,6.8,13.6,18.0,26.22,9.68,711.6,0.0,67.0,2.3,0.366,26.67,8.1,36.0
2023-07-01 10:00:00,1.16,6.2,10.5,20.5,21.0,37.48,13.72,711.6,0.0,62.0,2.3,0.49,27.71,8.2,33.0
2023-07-01 11:00:00,1.26,5.9,11.8,18.0,31.0,53.5,16.6,711.7,0.0,59.0,2.4,0.366,28.43,9.4,36.0
2023-07-01 12:00:00,1.26,4.7,12.5,17.4,51.0,57.08,18.8,711.5,0.0,54.0,2.6,0.808,29.91,8.1,38.0
2023-07-01 13:00:00,1.24,3.8,13.2,17.3,68.0,51.81,20.65,711.0,0.0,50.0,2.8,0.877,31.07,8.4,52.0
2023-07-01 14:00:00,1.21,3.3,11.7,15.2,76.0,49.82,18.64,710.5,0.0,46.0,3.0,0.885,32.35,9.2,24.0
2023-07-01 15:00:00,1.16,2.8,7.6,10.6,66.0,40.58,15.32,709.8,0.0,42.0,2.6,0.817,33.61,10.1,46.0
2023-07-01 16:00:00,1.1,3.0,7.1,10.3,55.0,31.82,12.9,709.2,0.0,37.0,2.5,0.61,34.85,11.6,47.0
2023-07-01 17:00:00,1.05,2.6,5.1,7.9,44.0,28.26,11.44,708.7,0.0,36.0,2.5,0.321,34.71,12.3,86.0
2023-07-01 18:00:00,1.07,2.6,5.7,8.5,38.0,27.68,13.41,708.3,0.0,36.0,2.5,0.162,34.4,12.5,99.0
2023-07-01 19:00:00,1.07,2.5,5.6,8.3,34.0,33.19,18.43,708.2,0.0,35.0,2.6,0.093,34.03,13.3,105.0
2023-07-01 20:00:00,1.01,2.2,5.4,7.9,32.0,23.38,11.9,708.6,0.0,35.0,2.6,0.013,33.42,13.4,101.0
2023-07-01 21:00:00,1.03,2.4,9.8,12.4,26.0,24.09,11.61,708.9,0.0,35.0,2.5,0.001,32.83,11.2,121.0
2023-07-01 22:00:00,1.06,2.3,5.8,8.3,25.0,35.77,11.14,709.5,0.0,46.0,2.4,0.001,31.41,14.1,80.0
2023-07-01 23:00:00,1.08,2.3,4.6,7.1,22.0,31.89,10.97,710.1,0.0,55.0,2.3,0.001,29.56,14.8,71.0
2023-07-02 00:00:00,1.07,2.2,4.8,7.2,19.0,31.22,10.51,710.4,0.0,59.0,2.3,0.001,28.37,14.0,69.0
2023-07-02 01:00:00,1.05,2.1,3.9,6.3,20.0,26.25,9.81,710.3,0.0,60.0,2.2,0.001,27.61,13.6,69.0
2023-07-02 02:00:00,1.03,2.1,3.1,5.4,20.0,21.7,9.24,710.0,0.0,63.0,2.3,0.001,26.57,15.1,62.0
2023-07-02 03:00:00,1.03,2.1,3.6,5.9,19.0,22.37,9.31,709.8,0.0,67.0,2.3,0.001,25.79,12.6,55.0
2023-07-02 04:00:00,1.03,2.1,3.2,5.5,19.0,21.92,9.33,709.8,0.0,69.0,2.3,0.001,25.22,11.7,44.0
2023-07-02 05:00:00,1.03,2.0,3.2,5.5,19.0,22.48,9.44,709.8,0.0,70.0,2.3,0.001,24.78,9.9,49.0
2023-07-02 06:00:00,1.03,2.0,3.1,5.3,18.0,21.08,9.19,710.1,0.0,73.0,2.4,0.001,24.24,9.2,55.0
2023-07-02 07:00:00,1.08,4.9,9.8,14.9,11.0,29.75,11.88,710.7,0.0,74.0,2.2,0.01,24.23,7.6,52.0
2023-07-02 08:00:00,1.08,7.7,11.7,19.6,11.0,42.7,14.16,711.3,0.0,74.0,2.5,0.028,24.25,8.0,47.0
2023-07-02 09:00:00,1.09,6.8,12.4,19.4,11.0,35.75,14.92,711.4,0.0,72.0,2.7,0.056,24.51,6.0,43.0
2023-07-02 10:00:00,1.14,7.3,8.7,16.3,19.0,39.49,19.08,711.1,0.0,65.0,3.0,0.45,26.48,5.9,52.0
2023-07-02 11:00:00,1.16,5.2,9.1,14.5,32.0,42.88,21.88,711.1,0.0,57.0,3.0,0.505,28.37,5.8,20.0
2023-07-02 12:00:00,1.37,4.5,12.0,16.7,52.0,45.96,24.54,710.9,0.0,51.0,3.0,0.857,30.24,6.6,40.0
2023-07-02 13:00:00,1.28,3.9,12.9,16.9,68.0,44.31,24.61,710.5,0.0,47.0,3.5,0.848,31.0,9.4,30.0
2023-07-02 14:00:00,1.13,2.5,7.3,10.0,78.0,38.18,20.68,710.0,0.0,41.0,3.4,0.893,32.55,11.4,57.0
2023-07-02 15:00:00,1.05,2.4,4.6,7.3,55.0,35.68,17.45,709.5,0.0,38.0,3.2,0.713,33.29,13.2,60.0
2023-07-02 16:00:00,1.03,2.3,3.8,6.3,41.0,28.11,13.97,709.4,0.0,37.0,2.8,0.135,32.81,10.5,84.0
2023-07-02 17:00:00,1.05,2.0,4.5,6.8,42.0,53.89,14.89,709.4,0.0,42.0,2.6,0.039,31.34,8.9,182.0
2023-07-02 18:00:00,1.17,2.3,8.6,11.1,40.0,45.96,16.62,709.2,0.0,55.0,2.4,0.055,28.54,7.0,199.0
2023-07-02 19:00:00,1.19,2.5,12.9,15.6,35.0,36.03,17.59,709.2,0.0,54.0,2.5,0.044,28.73,6.9,211.0
2023-07-02 20:00:00,1.46,2.3,9.8,12.3,30.0,34.45,14.56,709.2,0.0,49.0,2.7,0.009,29.3,7.8,25.0
2023-07-02 21:00:00,1.24,2.3,8.1,10.6,29.0,28.27,12.72,709.2,0.0,49.0,2.6,0.001,29.3,7.4,15.0
2023-07-02 22:00:00,1.19,2.3,8.9,11.4,27.0,27.43,12.2,710.1,0.0,53.0,2.5,0.001,28.97,10.9,38.0
2023-07-02 23:00:00,1.15,2.3,9.9,12.4,21.0,35.38,10.75,710.6,0.0,62.0,2.4,0.001,26.93,10.2,49.0
2023-07-03 00:00:00,1.15,2.2,8.1,10.4,23.0,24.23,8.8,710.9,0.0,71.0,2.4,0.001,25.31,14.3,58.0
2023-07-03 01:00:00,1.11,2.2,4.1,6.5,24.0,15.57,7.43,711.3,0.0,83.0,2.4,0.001,23.09,7.6,50.0
2023-07-03 02:00:00,1.1,2.3,5.5,8.1,21.0,10.36,4.96,711.1,0.0,85.0,2.2,0.001,22.87,4.6,46.0
