Date,NOROESTE 3 CO ppm,NOROESTE 3 NO ppb,NOROESTE 3 NO2 ppb,NOROESTE 3 NOX ppb,NOROESTE 3 O3 ppb,NOROESTE 3 PM10 ug/m3,NOROESTE 3 PM2.5 ug/m3,NOROESTE 3 PRS mmhg,NOROESTE 3 RAINF mm/hr,NOROESTE 3 RH %,NOROESTE 3 SO2 ppb,NOROESTE 3 SR KW/m2,NOROESTE 3 TOUT degC,NOROESTE 3 WSR KMPH,NOROESTE 3 WDR DEG
2023-01-28 21:00:00,3.73,71.1,63.6,134.8,3.0,233.5,10.636,708.4,0.0,61.0,5.8,0.0,18.38,8.5,53.0
2023-01-28 22:00:00,3.48,98.4,55.6,154.1,2.0,248.0,10.697,708.4,0.0,60.0,9.7,0.0,17.65,8.3,101.0
2023-01-28 23:00:00,3.03,62.4,52.9,115.5,2.0,227.0,10.041,708.2,0.0,60.0,7.3,0.0,17.14,7.6,149.0
2023-01-29 00:00:00,3.14,78.0,50.2,128.4,2.0,195.0,9.873,708.1,0.0,59.0,5.4,0.0,16.24,8.6,142.0
2023-01-29 01:00:00,3.1,45.9,47.3,93.3,2.142857142857143,241.0,10.638000000000002,708.1,0.0,59.0,4.9,0.0,15.41,9.9,143.0
2023-01-29 02:00:00,2.87,36.0,43.9,79.9,2.2857142857142856,198.0,10.638000000000002,707.8,0.0,58.0,4.5,0.0,14.86,10.3,132.0
2023-01-29 03:00:00,2.63,19.8,39.8,59.6,2.4285714285714284,191.0,10.714,707.4,0.0,58.0,4.3,0.0,14.66,11.8,137.0
2023-01-29 04:00:00,2.9,29.0,39.3,68.4,2.5714285714285716,155.0,10.714000000000002,706.9,0.0,57.0,3.8,0.0,13.96,9.9,132.0
2023-01-29 05:00:00,2.63,21.0,33.6,54.6,2.7142857142857144,188.0,10.714000000000002,707.0,0.0,57.0,3.7,0.0,13.16,11.3,132.0
2023-01-29 06:00:00,2.24,11.2,29.2,40.4,2.857142857142857,152.0,11.208,707.0,0.0,57.0,3.7,0.0,13.07,12.2,128.0
2023-01-29 07:00:00,1.99,11.0,28.3,39.3,3.0,120.0,10.892,707.3,0.0,57.0,4.0,0.0,13.78,11.1,136.0
2023-01-29 08:00:00,1.91,12.7,26.8,39.4,4.0,97.0,8.078,707.5,0.0,57.0,4.0,0.015,13.93,10.6,133.0
2023-01-29 09:00:00,1.98,16.1,25.3,41.3,9.0,96.0,12.615,707.7,0.0,63.0,4.7,0.151,16.57,14.3,130.0
2023-01-29 10:00:00,1.97,12.6,24.5,37.0,20.0,106.0,13.613,708.1,0.0,79.0,6.6,0.318,20.89,13.2,44.0
2023-01-29 11:00:00,2.02,8.9,24.5,33.3,37.0,111.0,11.871,708.5,0.0,88.0,9.3,0.529,23.48,17.3,33.0
2023-01-29 12:00:00,1.9,4.8,19.6,24.4,55.0,109.0,10.936,708.1,0.0,87.0,7.6,0.531,25.43,17.4,31.0
2023-01-29 13:00:00,1.93,5.1,22.9,28.0,63.0,107.0,11.248,707.2,0.0,81.0,9.2,0.596,26.06,17.9,35.0
2023-01-29 14:00:00,1.78,3.1,15.3,18.3,78.0,109.0,9.104,706.3,0.0,76.0,7.6,0.479,27.15,18.3,20.0
2023-01-29 15:00:00,1.71,2.4,13.0,15.2,92.0,81.0,9.104,705.6,0.0,74.0,8.0,0.532,28.49,19.4,26.0
2023-01-29 16:00:00,1.58,2.2,12.3,14.3,100.0,75.0,8.016,705.3,0.0,73.0,6.8,0.421,29.21,19.5,32.0
2023-01-29 17:00:00,1.54,2.0,12.9,14.8,98.0,72.0,7.928,705.6,0.0,71.0,8.9,0.242,29.08,18.0,27.0
2023-01-29 18:00:00,1.73,1.9,15.0,16.8,78.0,62.0,8.841999999999999,706.1,0.0,67.0,8.7,0.025,27.14,15.3,31.0
2023-01-29 19:00:00,2.01,1.9,14.8,16.6,56.0,66.0,8.422,706.6,0.0,66.0,7.8999999999999995,0.0,25.75,16.1,18.0
2023-01-29 20:00:00,1.66,1.9,12.6,14.4,41.0,87.0,9.234,707.2,0.0,65.0,7.1,0.0,24.61,16.4,7.0
2023-01-29 21:00:00,1.33,2.0,7.7,9.5,32.0,59.0,9.028,707.7,0.0,64.0,4.2,0.0,23.73,19.8,349.0
2023-01-29 22:00:00,1.39,2.1,9.6,11.5,28.0,28.0,9.572,707.8,0.0,63.0,3.6,0.0,23.05,17.5,358.0
2023-01-29 23:00:00,1.37,2.0,12.2,14.0,22.0,29.0,11.124,707.9,0.0,63.0,3.7,0.0,22.61,16.3,1.0
2023-01-30 00:00:00,1.61,11.2,18.5,29.6,12.0,25.0,10.968,707.8,0.0,61.0,5.4,0.0,21.4,12.4,35.0
2023-01-30 01:00:00,1.72,19.3,23.9,43.2,3.0,34.333333333333336,9.212,707.6,0.0,60.0,8.7,0.0,20.0,11.5,41.0
2023-01-30 02:00:00,1.61,10.1,21.3,31.4,4.0,43.666666666666664,6.498,707.6,0.0,59.0,7.7,0.0,19.56,10.7,38.0
2023-01-30 03:00:00,1.56,7.7,21.1,28.8,3.0,53.0,6.8100000000000005,707.5,0.0,59.0,6.5,0.0,19.26,10.9,69.0
2023-01-30 04:00:00,1.46,11.0,19.6,30.6,2.0,43.0,6.506,707.3,0.0,58.0,4.1,0.0,18.17,11.1,107.0
2023-01-30 05:00:00,1.48,5.6,14.2,19.7,4.0,37.0,9.624,707.5,0.0,57.0,3.5,0.0,16.71,13.6,93.0
2023-01-30 06:00:00,1.67,22.1,16.6,38.6,2.0,39.0,7.093999999999999,707.7,0.0,57.0,3.2,0.0,16.1,14.1,83.0
2023-01-30 07:00:00,1.91,37.3,18.8,56.2,2.0,48.5,7.504,708.1,0.0,57.0,3.5,0.0,16.15,14.4,85.0
2023-01-30 08:00:00,2.38,60.6,19.2,79.9,2.0,58.0,10.02,708.6,0.0,57.0,3.6,0.017,15.81,12.5,85.0
2023-01-30 09:00:00,1.95,32.1,18.9,51.0,5.0,94.0,11.736,709.1,0.0,65.0,3.6,0.151,18.34,11.7,133.0
2023-01-30 10:00:00,1.68,13.7,18.3,31.9,15.0,72.0,10.86,709.5,0.0,82.0,8.200000000000001,0.309,22.4,11.9,26.0
2023-01-30 11:00:00,1.54,9.8,16.8,26.6,23.0,103.0,10.076,709.6,0.0,91.0,12.8,0.449,24.84,14.5,69.0
2023-01-30 12:00:00,1.49,7.1,15.6,22.6,34.0,74.0,12.466,709.3,0.0,88.0,7.1,0.547,25.77,23.3,72.0
2023-01-30 13:00:00,1.59,4.6,14.6,19.1,49.0,72.0,9.416,708.6,0.0,82.0,7.2,0.58,26.21,17.8,41.0
2023-01-30 14:00:00,1.54,4.3,14.1,18.3,53.0,95.0,9.666,707.8,0.0,76.0,6.9,0.464,26.72,21.9,84.0
2023-01-30 15:00:00,1.42,2.8,8.1,10.7,52.0,85.0,6.7379999999999995,707.4,0.0,73.0,4.7,0.505,27.29,20.7,69.0
2023-01-30 16:00:00,1.37,2.8,7.9,10.5,43.0,61.0,9.56,707.2,0.0,72.0,4.9,0.394,26.79,22.0,56.0
2023-01-30 17:00:00,1.38,3.0,8.9,11.7,30.0,92.0,10.05,707.5,0.0,68.0,6.8,0.191,25.41,20.8,48.0
2023-01-30 18:00:00,1.38,2.5,9.3,11.6,24.0,85.0,8.374,708.0,0.0,64.0,8.2,0.052,23.96,19.6,44.0
2023-01-30 19:00:00,1.32,2.3,7.9,10.0,17.0,61.0,9.13,708.5,0.0,62.0,3.6,0.0,21.67,21.6,21.0
2023-01-30 20:00:00,1.45,3.2,9.1,12.1,9.0,37.0,4.986,708.9,0.0,60.0,3.1,0.0,19.23,17.6,50.0
2023-01-30 21:00:00,1.38,5.1,9.5,14.4,4.0,34.0,5.192,709.5,0.0,59.0,3.0,0.0,16.49,20.6,31.0
2023-01-30 22:00:00,1.33,2.9,7.7,10.5,5.0,31.0,5.4719999999999995,709.9,0.0,58.0,2.5,0.0,14.55,20.1,27.0
2023-01-30 23:00:00,1.37,2.9,8.7,11.4,5.0,25.0,5.5920000000000005,710.1,0.0,57.0,2.5,0.0,13.6,19.7,29.0
2023-01-31 00:00:00,1.32,2.5,7.4,9.7,5.0,15.0,5.569999999999999,710.1,0.0,56.0,2.4,0.0,12.65,17.4,34.0
2023-01-31 01:00:00,1.32,2.6,7.3,9.7,4.0,19.0,5.57,710.0,0.0,55.0,3.3,0.0,11.6,15.6,54.0
2023-01-31 02:00:00,1.31,2.3,6.1,8.3,5.0,11.0,4.8420000000000005,709.9,0.0,56.0,5.1,0.0,10.98,17.0,68.0
2023-01-31 03:00:00,1.28,2.5,5.4,7.8,4.0,6.0,4.476000000000001,709.8,0.0,56.0,7.5,0.0,10.61,15.9,36.0
2023-01-31 04:00:00,1.24,2.3,4.6,6.8,4.0,5.2,4.084,709.4,0.0,57.0,2.8,0.0,10.1,17.2,16.0
2023-01-31 05:00:00,1.25,2.9,5.8,8.6,3.0,4.4,4.382,709.3,0.0,57.0,2.5,0.0,9.84,16.2,14.0
2023-01-31 06:00:00,1.28,5.0,6.2,11.1,2.0,3.6,5.128,709.5,0.0,57.0,2.6,0.0,9.53,9.6,26.0
2023-01-31 07:00:00,1.3,7.0,6.3,13.2,2.0,2.8,5.659999999999999,709.9,0.0,57.0,2.5,0.0,9.23,8.8,18.0
2023-01-31 08:00:00,1.35,8.8,6.1,14.8,2.0,2.0,4.826,710.3,0.0,58.0,2.4,0.002,8.91,8.7,22.0
2023-01-31 09:00:00,1.36,10.6,5.9,16.4,3.0,2.0,5.468,710.9,0.0,59.0,2.4,0.021,8.53,10.1,20.0
2023-01-31 10:00:00,1.38,8.1,4.7,12.6,4.0,3.0,5.786,711.8,0.0,60.0,2.4,0.052,8.21,8.85,21.0
2023-01-31 11:00:00,1.32,7.5,4.0,11.3,4.0,12.0,4.63,712.2,0.0,61.0,2.4,0.078,8.26,7.6,31.0
2023-01-31 12:00:00,1.33,6.5,3.6,9.9,5.0,9.5,4.63,712.2,0.0,62.0,2.4,0.109,8.13,9.2,26.0
2023-01-31 13:00:00,1.33,7.3,4.0,11.2,5.0,7.0,4.782,711.8,0.0,61.0,2.7,0.1,8.15,7.5,32.0
2023-01-31 14:00:00,1.3,6.0,4.0,9.9,6.0,5.0,4.782,710.9,0.0,61.0,2.4,0.106,8.14,7.4,28.0
2023-01-31 15:00:00,1.3,4.7,4.1,8.7,7.0,7.0,5.128,710.5,0.0,61.0,2.4,0.071,7.94,7.4,27.0
2023-01-31 16:00:00,1.3,5.1,5.0,9.9,6.0,11.5,4.878,710.4,0.0,60.0,2.3,0.052,7.57,8.6,30.0
2023-01-31 17:00:00,1.31,4.7,5.6,10.1,6.0,16.0,5.756,710.7,0.0,59.0,2.5,0.032,7.24,8.3,32.0
2023-01-31 18:00:00,1.31,4.4,6.0,10.3,5.0,15.5,6.288000000000001,711.1,0.0,59.0,2.3,0.009,6.63,8.1,35.0
2023-01-31 19:00:00,1.35,3.8,6.8,10.5,5.0,15.0,5.234,711.6,0.0,59.0,2.6,0.0,6.18,3.0,41.0
2023-01-31 20:00:00,1.38,3.1,6.2,9.2,6.0,9.0,5.152,712.0,0.0,60.0,4.2,0.0,5.62,3.1,58.0
2023-01-31 21:00:00,1.32,3.4,6.5,9.8,6.0,12.0,5.459999999999999,712.5,0.0,61.0,6.9,0.0,5.16,2.7,68.0
2023-01-31 22:00:00,1.31,3.0,6.9,9.7,7.0,8.0,5.103999999999999,712.9,0.0,61.0,7.3,0.0,4.92,4.7,55.0
2023-01-31 23:00:00,1.26,3.1,8.4,11.4,5.0,15.0,5.539999999999999,713.3,0.0,61.0,3.6,0.0,4.79,3.4,52.0
2023-02-01 00:00:00,1.245,2.8,7.75,10.45,6.0,15.0,5.0360000000000005,713.3,0.0,61.0,9.9,0.0,4.694999999999999,1.85,48.0
2023-02-01 01:00:00,1.23,2.5,7.1,9.5,7.0,15.0,5.036,713.3,0.0,61.0,9.25,0.0,4.6,0.3,44.0
2023-02-01 02:00:00,1.18,2.6,7.4,9.8,6.0,9.0,5.036,713.2,0.0,61.0,8.6,0.0,4.37,0.475,78.0
2023-02-01 03:00:00,1.16,2.3,8.7,10.8,5.0,10.0,4.9527142857142845,712.8,0.0,61.0,3.1,0.0,4.51,0.6499999999999999,75.0
2023-02-01 04:00:00,1.18,4.3,10.2,14.4,3.0,13.0,8.142,712.5,0.0,61.0,4.2,0.0,4.62,0.825,37.0
2023-02-01 05:00:00,1.17,2.9,8.1,10.8,4.0,16.0,6.928,712.5,0.0,60.0,3.4,0.0,4.45,4.025,28.0
2023-02-01 06:00:00,1.2,2.6,6.7,9.2,6.0,10.0,5.6819999999999995,712.8,0.0,60.0,3.4,0.0,3.98,1.1749999999999998,37.0
2023-02-01 07:00:00,1.27,3.5,8.0,11.3,5.0,9.0,5.6819999999999995,712.9,0.0,60.0,2.7,0.0,3.63,1.35,44.0
2023-02-01 08:00:00,1.3,4.2,8.3,12.3,4.0,8.0,6.3227142857142855,713.2,0.0,60.0,2.8,0.002,3.5,1.525,35.0
2023-02-01 09:00:00,1.23,4.4,6.9,11.2,6.0,4.0,6.938714285714286,713.4,0.0,60.0,2.5,0.018,3.43,1.7,39.0
2023-02-01 10:00:00,1.23,4.5,6.6,10.9,7.0,10.333333333333334,6.626714285714286,713.8,0.0,61.0,2.4,0.034,3.52,0.9,25.0
2023-02-01 11:00:00,1.25,5.9,7.4,13.1,8.0,16.666666666666668,6.1739999999999995,714.1,0.0,61.0,2.5,0.051,3.83,0.7250000000000001,26.0
2023-02-01 12:00:00,1.49,14.5,10.5,25.0,6.0,23.0,7.030000000000001,713.9,0.0,63.0,2.6,0.083,4.53,0.55,25.0
2023-02-01 13:00:00,1.67,20.5,12.4,32.9,5.0,24.0,5.9515714285714285,713.0,0.0,68.0,4.7,0.119,5.61,0.3750000000000001,52.0
2023-02-01 14:00:00,1.5,12.9,10.8,23.6,8.0,27.0,6.303999999999999,712.0,0.0,72.0,3.1,0.142,6.77,0.2,63.0
2023-02-01 15:00:00,1.42,9.6,11.7,21.2,8.0,34.0,6.8279999999999985,711.2,0.0,61.0,2.8,0.093,7.35,3.4,43.0
2023-02-01 16:00:00,1.34,6.5,9.8,16.2,11.0,34.0,7.068,710.9,0.0,59.0,3.0,0.097,7.86,3.2,58.0
2023-02-01 17:00:00,1.41,6.3,11.7,17.9,8.0,29.0,6.818,711.1,0.0,58.0,2.7,0.046,8.02,15.8,59.0
2023-02-01 18:00:00,1.47,14.1,13.9,28.0,3.0,40.0,7.738,711.3,0.0,56.0,3.2,0.006,7.31,1.6,26.0
2023-02-01 19:00:00,1.42,8.6,11.6,20.0,3.0,49.0,7.35,711.5,0.0,55.0,2.6,0.0,6.06,2.6,26.0
2023-02-01 20:00:00,1.38,3.8,9.2,12.9,5.0,35.5,7.35,711.9,0.0,56.0,2.5,0.0,4.96,1.7,28.0
2023-02-01 21:00:00,1.42,3.9,9.6,13.4,5.0,22.0,5.569999999999999,712.5,0.0,56.0,2.5,0.0,4.64,2.3566037735849057,48.0
2023-02-01 22:00:00,1.42,3.5,9.7,13.0,4.0,19.0,5.292,712.6,0.0,56.0,5.5,0.0,4.63,3.013207547169811,36.0
2023-02-01 23:00:00,1.31,2.7,7.2,9.8,6.0,21.0,4.874,712.6,0.0,56.0,2.8,0.0,4.46,3.6698113207547167,24.0
2023-02-02 00:00:00,1.28,2.2,6.4,8.5,8.0,13.0,6.024000000000001,712.6,0.0,57.0,2.6,0.0,4.38,29.6,30.0
2023-02-02 01:00:00,1.22,2.4,5.9,8.1,9.0,13.0,5.426,712.4,0.0,57.0,2.5,0.0,4.36,28.18,23.0
2023-02-02 02:00:00,1.21,1.8,6.7,8.4,7.0,7.0,4.928,712.2,0.0,57.0,3.4,0.0,4.42,6.425,22.0
2023-02-02 03:00:00,1.2,1.8,6.1,7.7,8.0,16.5,6.548,711.7,0.0,57.0,2.7,0.0,4.44,28.18,20.0
2023-02-02 04:00:00,1.22,3.1,9.4,12.3,4.0,26.0,4.944000000000001,711.3,0.0,57.0,2.6,0.0,4.58,33.3,77.0
2023-02-02 05:00:00,1.26,11.7,11.4,23.0,2.0,37.0,5.104000000000001,711.2,0.0,57.0,3.0,0.0,4.83,30.420000000000005,39.0
2023-02-02 06:00:00,1.26,9.6,10.3,19.8,2.0,56.0,6.874,711.4,0.0,58.0,3.0,0.0,4.83,31.32,16.0
2023-02-02 07:00:00,1.31,6.5,9.0,15.4,2.0,42.0,5.696000000000001,711.7,0.0,58.0,3.5,0.0,4.94,5.967924528301886,25.0
2023-02-02 08:00:00,1.35,10.6,9.3,19.9,2.5,61.0,5.696000000000001,712.3,0.0,58.0,2.9,0.001,4.92,3.418962264150943,34.0
2023-02-02 09:00:00,1.43,14.7,9.7,24.4,3.0,40.0,4.781999999999999,712.9,0.0,60.0,2.9,0.022,4.93,7.82,29.0
2023-02-02 10:00:00,1.39,8.5,7.8,16.3,5.0,35.0,4.781999999999999,713.6,0.0,65.0,6.3,0.056,5.46,7.82,44.0
2023-02-02 11:00:00,1.39,8.8,7.1,15.8,6.0,37.0,6.938714285714286,714.2,0.0,64.0,3.0,0.092,6.0,7.425,27.0
2023-02-02 12:00:00,1.47,18.6,9.5,28.1,6.0,39.0,6.204,714.3,0.0,65.0,4.1,0.163,7.3,4.26,58.0
2023-02-02 13:00:00,1.56,22.9,11.8,34.7,10.0,58.0,7.4976,713.8,0.0,71.0,3.6,0.555,10.1,26.76,102.0
2023-02-02 14:00:00,1.53,14.5,13.1,27.5,17.0,67.0,8.552,713.0,0.0,66.0,4.5,0.482,13.75,17.8,81.0
2023-02-02 15:00:00,1.56,10.8,14.4,25.2,23.0,58.0,7.496,712.6,0.0,66.0,6.8,0.547,16.8,8.84,88.0
2023-02-02 16:00:00,1.67,9.2,16.8,25.9,26.0,61.0,6.768000000000001,712.5,0.0,66.0,3.7,0.433,18.28,6.8,68.0
2023-02-02 17:00:00,1.73,7.6,19.3,26.9,26.0,67.0,7.88,713.0,0.0,64.0,7.1,0.28,18.42,16.7,68.0
2023-02-02 18:00:00,1.38,4.0,9.9,13.7,20.0,75.0,8.562000000000001,713.7,0.0,63.0,8.8,0.115,17.33,11.18,45.0
2023-02-02 19:00:00,1.36,2.4,7.8,10.0,17.0,48.0,7.664,714.9,0.0,61.0,8.2,0.001,14.05,9.06,33.0
2023-02-02 20:00:00,1.48,4.4,13.8,18.0,8.0,42.5,7.532000000000001,716.0,0.0,60.0,3.4,0.0,12.21,13.62,49.0
2023-02-02 21:00:00,1.55,7.2,17.0,24.1,4.0,37.0,9.226,717.0,0.0,59.0,12.5,0.0,11.31,10.52,37.0
2023-02-02 22:00:00,1.58,18.6,15.9,34.5,3.0,39.0,7.909999999999999,717.4,0.0,59.0,3.8,0.0,10.52,6.6,289.0
2023-02-02 23:00:00,2.18,126.8,19.2,146.1,2.0,41.0,9.072,717.9,0.0,58.0,4.2,0.0,9.48,7.48,219.0
2023-02-03 00:00:00,1.85,85.3,15.7,101.1,2.0,63.0,9.27,718.2,0.0,57.0,3.5,0.0,8.59,5.040000000000001,266.0
2023-02-03 01:00:00,1.96,138.2,16.3,154.5,2.0,54.0,10.878,718.3,0.0,57.0,3.8,0.0,7.6,6.08,229.0
2023-02-03 02:00:00,1.68,115.3,14.5,129.8,2.125,75.0,12.418,718.5,0.0,57.0,3.7,0.0,6.87,6.24,253.0
2023-02-03 03:00:00,1.54,62.1,10.5,72.6,2.25,58.0,8.815999999999999,718.6,0.0,57.0,3.1,0.0,6.1,23.04,235.0
2023-02-03 04:00:00,1.44,37.9,8.9,46.8,2.375,51.0,5.84,718.6,0.0,57.0,2.9,0.0,5.2,26.604999999999997,242.0
2023-02-03 05:00:00,1.46,36.7,9.3,46.0,11.725,44.0,9.226428571428572,718.9,0.0,57.0,2.9,0.0,4.67,8.499999999999998,237.0
2023-02-03 06:00:00,1.75,61.0,9.2,70.2,2.625,37.0,6.1000000000000005,719.2,0.0,57.0,3.1,0.0,4.23,17.64,227.0
2023-02-03 07:00:00,2.14,72.8,11.6,84.3,2.75,61.0,8.572,719.7,0.0,58.0,3.4,0.0,4.56,10.08,232.0
2023-02-03 08:00:00,2.53,94.9,11.8,106.7,2.875,78.0,9.874,720.2,0.0,58.0,3.4,0.018,4.46,17.78,232.0
2023-02-03 09:00:00,2.5,91.5,15.1,106.6,3.0,99.0,10.814,720.8,0.0,69.0,3.8,0.159,6.68,14.2,230.0
2023-02-03 10:00:00,1.76,32.7,15.9,48.6,8.0,120.0,8.21,721.0,0.0,72.0,4.2,0.331,10.89,7.459999999999999,240.0
2023-02-03 11:00:00,1.63,15.6,14.5,30.0,15.0,84.0,7.822,721.2,0.0,79.0,6.3,0.47,13.49,30.0,54.0
2023-02-03 12:00:00,1.56,13.0,14.8,27.8,21.0,70.0,7.488,720.7,0.0,77.0,5.4,0.575,15.27,35.84,69.0
2023-02-03 13:00:00,1.4,4.9,8.1,12.9,34.0,68.0,8.242,719.8,0.0,75.0,4.1,0.633,16.37,20.08,84.0
2023-02-03 14:00:00,1.39,4.0,8.5,12.3,43.0,45.0,6.794,718.8,0.0,70.0,3.4,0.498,17.61,20.28,87.0
2023-02-03 15:00:00,1.38,4.1,9.3,13.2,46.0,47.0,7.973999999999999,718.1,0.0,68.0,3.0,0.571,18.0,8.66,108.0
2023-02-03 16:00:00,1.28,2.8,5.7,8.4,47.0,50.0,6.720000000000001,717.8,0.0,67.0,2.8,0.458,18.91,21.26,89.0
2023-02-03 17:00:00,1.29,2.4,5.1,7.4,45.0,34.0,6.525999999999999,717.7,0.0,66.0,4.0,0.301,19.13,17.4,55.0
2023-02-03 18:00:00,1.3,2.3,6.9,9.0,41.0,33.0,6.238,717.8,0.0,64.0,5.4,0.119,18.06,19.660000000000004,36.0
2023-02-03 19:00:00,1.35,2.0,9.5,11.4,34.0,36.0,5.4559999999999995,718.1,0.0,62.0,3.0,0.001,15.81,15.64,31.0
2023-02-03 20:00:00,1.44,2.3,13.0,15.1,26.0,45.0,5.9879999999999995,718.3,0.0,61.0,3.2,0.0,14.06,14.88,28.0
2023-02-03 21:00:00,1.53,2.4,15.3,17.6,21.0,58.0,7.191285714285715,718.6,0.0,61.0,4.8,0.0,13.07,13.15,31.0
2023-02-03 22:00:00,1.48,2.3,13.0,15.1,23.0,51.0,5.995285714285713,718.6,0.0,60.0,4.8,0.0,12.24,12.27,22.0
2023-02-03 23:00:00,1.46,2.2,13.7,15.8,21.0,44.0,5.6292857142857144,718.6,0.0,60.0,3.9,0.0,11.36,11.08,29.0
2023-02-04 00:00:00,1.39,2.0,10.5,12.4,24.0,39.0,5.829285714285715,718.6,0.0,60.0,4.8,0.0,11.04,17.36,17.0
2023-02-04 01:00:00,1.36,1.9,8.2,9.9,26.0,31.0,5.547285714285715,718.2,0.0,60.0,7.8,0.0,10.45,10.78,29.0
2023-02-04 02:00:00,1.31,1.7,7.0,8.6,28.0,53.0,5.096000000000001,718.0,0.0,59.0,5.7,0.0,10.31,11.16,14.0
2023-02-04 03:00:00,1.37,1.8,8.3,9.9,25.0,48.0,4.67,717.5,0.0,59.0,5.9,0.0,9.54,11.52,44.0
2023-02-04 04:00:00,1.32,1.8,11.1,12.7,21.0,43.0,7.965999999999999,717.2,0.0,58.0,4.8,0.0,8.68,20.979999999999997,23.0
2023-02-04 05:00:00,1.4,6.5,18.8,25.2,9.0,50.0,6.991999999999999,716.9,0.0,57.0,9.0,0.0,7.87,43.7,89.0
2023-02-04 06:00:00,1.43,10.1,20.6,30.6,4.0,57.0,8.676,716.6,0.0,56.0,7.7,0.0,6.43,19.96,68.0
2023-02-04 07:00:00,1.53,17.8,18.2,35.9,6.0,66.0,7.5779999999999985,716.6,0.0,56.0,4.9,0.0,5.94,11.24,88.0
2023-02-04 08:00:00,1.88,15.45,22.1,33.3,3.0,75.66666666666667,7.651999999999999,716.4,0.0,56.0,4.3,0.019,5.87,5.16,69.0
2023-02-04 09:00:00,1.63,13.1,17.6,30.7,10.0,85.33333333333333,8.209999999999999,716.7,0.0,62.0,7.2,0.153,8.03,16.7,92.0
2023-02-04 10:00:00,1.67,14.3,19.2,33.4,17.0,95.0,8.162,716.8,0.0,69.0,7.3,0.315,10.93,30.860000000000003,73.0
2023-02-04 11:00:00,1.49,7.4,12.9,20.2,29.0,107.0,8.776,716.9,0.0,74.0,4.4,0.469,13.38,14.0,71.0
2023-02-04 12:00:00,1.61,7.2,15.3,22.4,35.0,41.0,6.302,716.1,0.0,73.0,5.1,0.542,14.04,15.62,71.0
2023-02-04 13:00:00,1.7,8.0,18.8,26.7,41.0,69.0,8.053999999999998,715.3,0.0,71.0,5.4,0.615,14.44,13.18,101.0
2023-02-04 14:00:00,1.58,3.8,13.3,17.0,60.0,88.0,8.595285714285714,714.3,0.0,68.0,5.0,0.491,15.9,9.568235294117647,99.0
2023-02-04 15:00:00,1.57,3.1,11.6,14.6,63.0,68.0,8.293285714285712,713.5,0.0,67.0,3.9,0.544,17.1,21.24,82.0
2023-02-04 16:00:00,1.56,3.1,10.8,13.7,55.0,70.0,6.5572857142857135,712.8,0.0,66.0,3.6,0.433,17.88,20.24,74.0
2023-02-04 17:00:00,1.55,2.7,9.8,12.3,51.0,55.0,7.147285714285713,712.6,0.0,65.0,4.3,0.285,18.53,9.96,51.0
2023-02-04 18:00:00,1.51,2.4,10.0,12.3,45.0,47.0,6.725999999999999,712.9,0.0,63.0,3.2,0.115,17.91,11.9,19.0
2023-02-04 19:00:00,1.54,2.0,11.5,13.3,39.0,45.0,6.156,713.1,0.0,61.0,3.0,0.002,16.75,10.7,24.0
2023-02-04 20:00:00,1.83,7.2,23.3,30.4,20.0,43.0,6.444,713.4,0.0,61.0,3.4,0.0,16.03,8.754285714285714,89.0
2023-02-04 21:00:00,2.06,18.1,31.0,49.1,6.0,56.0,10.572,713.8,0.0,61.0,7.2,0.0,15.31,10.420000000000002,95.0
2023-02-04 22:00:00,2.51,65.0,32.1,97.1,2.0,79.0,10.844,713.9,0.0,60.0,7.1,0.0,14.06,31.899999999999995,96.0
2023-02-04 23:00:00,2.54,75.9,27.7,103.6,2.0,99.0,12.158,713.9,0.0,59.0,4.2,0.0,12.37,16.08,105.0
2023-02-05 00:00:00,2.76,71.7,24.9,96.7,2.0,85.0,12.034,714.0,0.0,58.0,3.8,0.0,11.19,4.720000000000001,91.0
2023-02-05 01:00:00,2.32,35.1,23.0,58.1,2.6,106.0,10.260000000000002,713.9,0.0,58.0,3.3,0.0,10.43,3.78,91.0
2023-02-05 02:00:00,2.19,20.8,20.9,41.7,3.2,94.0,9.624,713.6,0.0,58.0,3.0,0.0,9.73,46.02,85.0
2023-02-05 03:00:00,2.01,13.3,18.9,32.3,3.8,82.0,9.042,713.1,0.0,57.0,2.9,0.0,9.1,50.4,79.0
2023-02-05 04:00:00,2.03,12.2,18.9,31.0,4.4,82.5,8.820000000000002,712.8,0.0,57.0,2.8,0.0,9.2,49.56,75.0
2023-02-05 05:00:00,1.72,7.3,17.8,25.1,5.0,83.0,8.228,712.5,0.0,57.0,2.8,0.0,9.62,49.08,85.0
2023-02-05 06:00:00,1.63,8.4,18.4,26.7,3.0,49.0,8.228,712.6,0.0,57.0,2.8,0.0,8.95,49.08,80.0
2023-02-05 07:00:00,1.66,7.8,18.4,26.2,4.0,38.0,7.42,713.0,0.0,57.0,2.7,0.0,8.83,48.739999999999995,73.0
2023-02-05 08:00:00,1.85,18.7,21.3,40.1,4.0,55.0,6.610000000000001,713.4,0.0,57.0,3.1,0.022,9.24,47.040000000000006,83.0
2023-02-05 09:00:00,1.8,15.7,19.0,34.7,9.0,72.0,7.424000000000001,713.9,0.0,63.0,3.7,0.168,11.42,47.56,97.0
