Date,NOROESTE 3 CO ppm,NOROESTE 3 NO ppb,NOROESTE 3 NO2 ppb,NOROESTE 3 NOX ppb,NOROESTE 3 O3 ppb,NOROESTE 3 PM10 ug/m3,NOROESTE 3 PM2.5 ug/m3,NOROESTE 3 PRS mmhg,NOROESTE 3 RAINF mm/hr,NOROESTE 3 RH %,NOROESTE 3 SO2 ppb,NOROESTE 3 SR KW/m2,NOROESTE 3 TOUT degC,NOROESTE 3 WSR KMPH,NOROESTE 3 WDR DEG
2023-01-01 00:00:00,1.656,36.9,22.82,59.7,3.4,140.8,11.026,705.78,0.0,64.2,3.5799999999999996,0.011,17.968,17.799999999999997,146.8
2023-01-01 01:00:00,2.42,14.7,28.8,43.5,3.0,246.0,11.092,707.4,0.0,59.0,2.9,0.0,14.14,65.3,95.0
2023-01-01 02:00:00,2.31,18.5,26.8,45.3,3.0,239.0,12.685,707.0,0.0,59.0,3.2,0.0,14.11,60.9,90.0
2023-01-01 03:00:00,1.78,15.5,24.0,39.5,2.0,275.0,8.477999999999998,706.8,0.0,59.0,2.3,0.0,14.08,58.1,84.0
2023-01-01 04:00:00,1.56,10.5,22.2,32.7,2.0,189.0,8.628,706.8,0.0,58.0,1.8,0.0,12.94,61.4,87.0
2023-01-01 05:00:00,1.42,9.2,21.1,30.3,3.0,103.0,7.185599999999999,706.8,0.0,58.0,1.8,0.0,12.83,62.9,88.0
2023-01-01 06:00:00,0.84,3.0,13.9,16.8,5.0,85.0,10.01,706.8,0.0,58.0,1.7,0.0,13.06,62.2,90.0
2023-01-01 07:00:00,0.77,2.6,14.7,17.2,7.0,57.0,8.82,707.0,0.0,59.0,1.8,0.0,13.87,64.1,96.0
2023-01-01 08:00:00,0.7,3.2,13.8,16.8,9.0,45.0,8.228,707.3,0.0,59.0,1.7,0.009,14.67,64.4,98.0
2023-01-01 09:00:00,0.62,3.6,9.4,13.0,18.0,40.0,7.587999999999999,707.7,0.0,64.0,1.9,0.155,17.46,64.1,106.0
2023-01-01 10:00:00,0.59,3.8,7.7,11.4,27.0,41.0,6.684,707.9,0.0,79.0,1.9,0.311,21.35,62.9,113.0
2023-01-01 11:00:00,0.55,3.4,6.8,10.1,34.0,70.0,9.688,707.8,0.0,92.0,1.7,0.445,25.73,63.2,121.0
2023-01-01 12:00:00,0.48,2.9,5.5,8.3,40.0,37.0,8.294,707.1,0.0,97.0,1.3,0.54,29.59,64.5,127.0
2023-01-01 13:00:00,0.53,2.9,7.3,10.1,47.0,29.0,8.644,706.2,0.0,96.0,1.6,0.575,31.48,35.7,64.0
2023-01-01 14:00:00,0.56,3.2,8.6,11.6,51.0,32.0,7.591285714285713,705.2,0.0,81.0,1.8,0.398,31.7,20.6,40.0
2023-01-01 15:00:00,0.53,3.0,7.6,10.4,50.0,20.0,7.384181818181818,704.6,0.0,75.0,3.4,0.493,31.75,26.7,50.0
2023-01-01 16:00:00,0.55,2.9,9.1,11.9,52.0,27.0,6.381272727272727,704.3,0.0,48.0,2.3,0.373,31.71,26.4,49.0
2023-01-01 17:00:00,0.62,2.1,10.1,12.1,65.0,30.0,6.618181818181819,704.3,0.0,71.0,1.8,0.138,30.66,22.5,42.0
2023-01-01 18:00:00,0.81,1.8,16.0,17.7,90.0,41.0,7.75,704.6,0.0,66.0,39.8,0.034,28.33,20.3,35.0
2023-01-01 19:00:00,0.99,1.8,14.4,16.0,78.0,76.0,9.902,705.0,0.0,65.0,35.7,0.0,26.14,19.0,22.0
2023-01-01 20:00:00,1.01,1.7,11.8,13.3,66.0,81.0,9.580000000000002,705.4,0.0,63.0,13.4,0.0,25.16,18.8,18.0
2023-01-01 21:00:00,0.85,1.7,11.8,13.4,47.0,70.5,9.758,705.6,0.0,52.0,7.4,0.0,23.99,20.0,16.0
2023-01-01 22:00:00,0.66,1.7,6.7,8.3,31.0,60.0,9.714,705.3,0.0,42.0,3.2,0.0,23.09,20.6,13.0
2023-01-01 23:00:00,0.87,3.7,15.0,18.6,17.0,43.0,9.87,705.0,0.0,62.0,3.4,0.0,21.82,30.3,49.0
2023-01-02 00:00:00,0.85,2.8,15.7,18.4,13.0,39.0,10.974,704.6,0.0,56.0,3.1,0.0,20.81,28.1,42.0
2023-01-02 01:00:00,0.86,2.9,16.8,19.6,11.0,44.0,6.926,704.2,0.0,61.0,3.1,0.0,19.92,31.5,45.0
2023-01-02 02:00:00,0.82,3.9,16.6,20.4,11.0,43.0,6.1160000000000005,704.1,0.0,58.0,2.5,0.0,18.97,54.5,76.0
2023-01-02 03:00:00,0.8,5.7,17.7,23.3,5.0,43.0,9.624,704.0,0.0,60.0,2.0,0.0,16.91,67.2,80.0
2023-01-02 04:00:00,0.82,3.6,14.3,17.7,7.0,44.0,8.164,703.7,0.0,41.0,1.6,0.0,15.97,71.0,73.0
2023-01-02 05:00:00,0.83,3.0,14.7,17.5,9.0,52.0,8.164,703.6,0.0,50.0,1.5,0.0,16.19,67.6,85.0
2023-01-02 06:00:00,0.72,4.1,13.8,17.8,12.0,45.0,9.624,703.6,0.0,60.0,1.6,0.0,18.75,52.6,79.0
2023-01-02 07:00:00,0.51,3.4,9.6,12.8,15.0,65.0,6.9079999999999995,703.9,0.0,60.0,1.1,0.0,22.64,61.9,105.0
2023-01-02 08:00:00,0.58,6.3,13.0,19.2,11.0,62.0,8.02,704.0,0.0,62.0,1.1,0.007,22.6,62.1,107.0
2023-01-02 09:00:00,0.84,24.2,18.2,42.4,6.0,74.0,10.4,704.1,0.0,63.0,2.6,0.086,22.18,58.7,101.0
2023-01-02 10:00:00,0.72,8.3,13.4,21.6,15.0,82.0,11.424,704.5,0.0,73.0,1.7,0.175,24.2,64.8,117.0
2023-01-02 11:00:00,0.92,13.5,18.7,32.2,16.0,67.0,10.172,705.0,0.0,76.0,3.8,0.317,25.78,21.7,36.0
2023-01-02 12:00:00,1.19,17.2,26.7,43.9,19.0,70.0,10.012,704.5,0.0,80.0,8.3,0.414,27.35,18.1,26.0
2023-01-02 13:00:00,0.91,8.8,22.8,31.6,29.0,83.0,10.504,703.7,0.0,76.0,7.0,0.335,27.9,23.2,42.0
2023-01-02 14:00:00,0.88,9.1,24.0,33.0,33.0,65.0,8.286000000000001,702.8,0.0,74.0,6.0,0.317,29.16,27.1,49.0
2023-01-02 15:00:00,0.83,6.4,21.9,28.2,45.0,85.0,9.522,702.1,0.0,74.0,5.3,0.457,30.01,26.6,49.0
2023-01-02 16:00:00,0.69,4.1,17.2,21.2,46.0,122.0,9.344,702.0,0.0,72.0,3.0,0.268,30.04,25.4,43.0
2023-01-02 17:00:00,0.68,3.1,17.4,20.4,42.0,58.0,9.344,701.9,0.0,69.0,2.3,0.133,29.92,20.8,34.0
2023-01-02 18:00:00,0.83,3.3,25.1,28.3,29.0,50.0,9.894,702.1,0.0,66.0,3.5,0.033,27.7,25.9,35.0
2023-01-02 19:00:00,1.0,1.8,25.1,26.9,27.0,63.0,10.426,702.6,0.0,65.0,4.0,0.0,25.71,24.7,38.0
2023-01-02 20:00:00,1.88,74.2,39.1,113.4,3.0,84.0,9.942,703.2,0.0,63.0,3.6,0.0,23.28,36.0,61.0
2023-01-02 21:00:00,1.54,82.9,35.9,119.0,2.0,163.0,9.268,703.7,0.0,54.0,2.8,0.0,20.97,60.3,102.0
2023-01-02 22:00:00,1.6,54.9,34.8,89.8,2.0,125.0,9.508,703.8,0.0,55.0,2.5,0.0,19.33,60.2,100.0
2023-01-02 23:00:00,1.55,42.5,29.8,72.4,2.0,109.0,9.508,704.0,0.0,57.0,2.4,0.0,18.07,59.6,98.0
2023-01-03 00:00:00,1.82,62.0,30.9,92.9,2.6666666666666665,137.0,10.010000000000002,704.3,0.0,54.0,2.8,0.0,17.72,61.0,101.0
2023-01-03 01:00:00,1.28,34.4,26.5,60.9,3.3333333333333335,145.0,10.010000000000002,704.5,0.0,59.0,2.7,0.0,17.55,59.9,97.0
2023-01-03 02:00:00,0.84,13.0,22.7,35.7,4.0,86.0,10.714,704.5,0.0,59.0,2.2,0.0,18.98,61.0,98.0
2023-01-03 03:00:00,0.47,2.1,6.9,8.8,20.0,70.0,8.306,704.4,0.0,61.0,1.0,0.0,23.62,63.7,108.0
2023-01-03 04:00:00,0.42,1.7,2.7,4.2,26.0,145.0,8.82,704.6,0.0,63.0,0.9,0.0,24.26,64.7,114.0
2023-01-03 05:00:00,0.41,1.6,2.9,4.3,25.0,75.0,9.758,705.1,0.0,62.0,0.8,0.0,22.87,64.8,113.0
2023-01-03 06:00:00,0.45,2.1,6.4,8.4,22.0,89.0,8.078,705.3,0.0,62.0,0.8,0.0,22.91,63.0,110.0
2023-01-03 07:00:00,0.56,4.4,13.4,17.7,14.0,73.66666666666667,9.166,705.7,0.0,62.0,0.9,0.0,21.89,61.8,108.0
2023-01-03 08:00:00,0.76,16.0,20.1,36.0,7.0,58.333333333333336,10.468,706.1,0.0,62.0,2.4,0.006,21.58,48.2,82.0
2023-01-03 09:00:00,0.73,12.8,16.0,28.7,12.0,43.0,10.258,706.7,0.0,66.0,5.1,0.154,19.27,28.8,41.0
2023-01-03 10:00:00,0.68,12.3,16.2,28.5,17.0,89.0,10.43,707.1,0.0,78.0,2.3,0.313,20.32,17.9,26.0
2023-01-03 11:00:00,1.16,16.6,22.0,38.6,20.0,96.0,10.795,707.1,0.0,88.0,3.0,0.473,24.39,20.1,37.0
2023-01-03 12:00:00,1.15,10.9,21.2,32.1,26.0,80.0,10.194,706.5,0.0,82.0,3.0,0.416,25.16,18.4,34.0
2023-01-03 13:00:00,0.84,7.2,14.6,21.8,34.0,85.0,9.776,705.6,0.0,77.0,2.2,0.577,26.26,21.3,37.0
2023-01-03 14:00:00,0.68,5.2,13.0,18.1,41.0,84.0,10.11,704.7,0.0,71.0,2.2,0.397,27.08,6.9,13.0
2023-01-03 15:00:00,0.69,4.6,14.3,18.8,48.0,62.0,8.814,704.1,0.0,73.0,2.1,0.491,28.04,5.928571428571429,1.0
2023-01-03 16:00:00,0.68,3.4,13.8,17.0,56.0,64.0,8.814,704.0,0.0,71.0,1.9,0.371,28.62,4.957142857142857,2.0
2023-01-03 17:00:00,0.69,2.8,15.8,18.4,55.0,54.0,9.064,704.2,0.0,69.0,2.0,0.195,28.42,3.9857142857142858,360.0
2023-01-03 18:00:00,0.85,2.6,25.5,27.9,40.0,52.0,9.064,704.9,0.0,66.0,4.6,0.051,26.48,3.0142857142857147,360.0
2023-01-03 19:00:00,0.68,1.8,18.9,20.5,36.0,74.0,8.882000000000001,706.1,0.0,64.0,10.9,0.0,23.46,2.042857142857143,1.0
2023-01-03 20:00:00,0.78,2.2,20.0,22.1,22.0,91.0,9.362,707.2,0.0,63.0,11.3,0.0,21.67,1.0714285714285716,2.0
2023-01-03 21:00:00,0.77,2.1,20.6,22.5,18.0,75.0,8.766,708.1,0.0,62.0,6.4,0.0,20.86,0.1,360.0
2023-01-03 22:00:00,1.07,28.2,29.6,57.7,6.0,127.0,8.970000000000002,708.5,0.0,62.0,4.0,0.0,19.67,1.0,358.0
2023-01-03 23:00:00,1.37,94.7,33.3,128.1,2.0,105.0,6.56,708.9,0.0,60.0,5.0,0.0,17.92,1.0,358.0
2023-01-04 00:00:00,1.18,73.6,30.6,104.2,2.0,83.0,8.296,709.3,0.0,58.0,3.9,0.0,16.12,1.0,358.0
2023-01-04 01:00:00,1.16,84.6,29.7,114.4,2.0,70.0,8.296000000000001,709.4,0.0,60.0,3.6,0.0,15.43,1.0058823529411764,357.0
2023-01-04 02:00:00,0.98,41.5,24.2,65.7,2.25,180.0,10.272,709.3,0.0,58.0,2.7,0.0,13.87,1.011764705882353,357.0
2023-01-04 03:00:00,0.91,21.8,22.6,44.4,2.5,127.0,11.15,709.1,0.0,59.0,2.3,0.0,13.24,1.0176470588235291,357.0
2023-01-04 04:00:00,0.93,21.0,22.9,44.0,2.75,126.0,10.010000000000002,709.0,0.0,58.0,2.2,0.0,12.77,7.7035294117647055,356.0
2023-01-04 05:00:00,1.0,26.5,24.9,51.4,5.3,126.0,10.010000000000002,709.2,0.0,59.0,2.6,0.0,12.98,9.063529411764708,357.0
2023-01-04 06:00:00,0.99,29.5,23.9,53.4,3.25,168.0,6.294,709.5,0.0,59.0,2.6,0.0,12.1,3.9635294117647057,357.0
2023-01-04 07:00:00,1.44,55.3,26.6,81.9,3.5,109.0,10.010000000000002,710.1,0.0,59.0,2.8,0.0,12.18,5.823529411764706,355.0
2023-01-04 08:00:00,1.66,77.3,28.2,105.6,3.75,154.0,10.01,710.8,0.0,59.0,2.9,0.011,12.26,15.939999999999998,356.0
2023-01-04 09:00:00,1.68,85.9,28.2,114.1,4.0,163.0,9.508,711.8,0.0,63.0,3.8,0.14,13.95,17.54,357.0
2023-01-04 10:00:00,1.07,35.7,25.2,60.9,11.0,164.0,10.262,712.3,0.0,79.0,6.2,0.298,19.1,19.139999999999997,358.0
2023-01-04 11:00:00,0.81,9.5,16.2,25.6,28.0,137.0,10.563999999999998,712.4,0.0,91.0,4.8,0.435,23.55,8.559999999999999,357.0
2023-01-04 12:00:00,0.87,5.1,12.5,17.5,42.0,73.0,8.860000000000001,712.2,0.0,85.0,4.0,0.526,23.57,2.802857142857143,356.0
2023-01-04 13:00:00,0.9,4.6,14.0,18.5,51.0,59.0,7.965999999999999,711.4,0.0,81.0,4.1,0.564,24.66,2.3223529411764705,356.0
2023-01-04 14:00:00,0.81,3.8,14.4,18.0,60.0,59.0,8.405999999999999,710.8,0.0,74.0,7.2,0.39,25.01,1.0823529411764707,357.0
2023-01-04 15:00:00,0.73,2.9,12.1,14.9,66.0,68.0,8.988,710.4,0.0,72.0,8.1,0.481,25.75,1.0882352941176472,358.0
2023-01-04 16:00:00,0.71,2.3,11.2,13.4,75.0,67.0,9.5,710.0,0.0,70.0,8.1,0.364,26.04,1.0941176470588236,358.0
2023-01-04 17:00:00,0.73,1.9,13.1,14.8,91.0,61.0,10.016,710.0,0.0,68.0,16.9,0.21,25.94,1.1,358.0
2023-01-04 18:00:00,0.77,1.7,15.9,17.5,64.0,65.0,9.11,710.2,0.0,66.0,10.0,0.051,24.36,1.0,358.25
2023-01-04 19:00:00,1.12,5.7,35.8,41.4,22.0,61.0,9.186,710.8,0.0,64.0,5.3,0.0,21.41,1.0,358.5
2023-01-04 20:00:00,1.01,2.3,30.0,32.2,17.0,113.0,9.186,711.4,0.0,63.0,2.8,0.0,20.37,1.0,358.75
2023-01-04 21:00:00,1.54,83.0,35.0,118.0,10.0,100.0,10.168,712.0,0.0,62.0,4.1,0.0,18.91,1.15,359.0
2023-01-04 22:00:00,1.78,130.7,43.4,174.2,2.0,138.0,8.631,712.4,0.0,61.0,4.6,0.0,17.86,1.3,358.0
2023-01-04 23:00:00,1.32,54.2,32.3,86.5,9.0,129.0,8.842,712.9,0.0,61.0,4.4,0.0,18.0,1.4500000000000002,358.0
2023-01-05 00:00:00,0.66,1.9,12.2,14.0,31.0,172.0,9.924,713.2,0.0,62.0,5.7,0.0,18.01,1.6,356.0
2023-01-05 01:00:00,0.69,1.8,14.7,16.4,25.0,90.0,7.981999999999999,713.1,0.0,61.0,9.3,0.0,16.49,2.3,356.0
2023-01-05 02:00:00,0.79,3.8,22.4,26.1,13.0,208.0,7.459999999999999,713.0,0.0,61.0,7.4,0.0,15.57,1.775,360.0
2023-01-05 03:00:00,0.77,18.9,26.5,45.4,3.0,115.0,7.985999999999999,712.7,0.0,60.0,2.6,0.0,13.11,1.25,2.0
2023-01-05 04:00:00,0.78,11.9,23.9,35.7,4.0,119.0,8.952,712.8,0.0,59.0,2.0,0.0,12.5,0.7250000000000001,1.0
2023-01-05 05:00:00,0.84,23.5,25.5,49.0,2.0,130.0,6.290000000000001,713.1,0.0,59.0,1.9,0.0,12.02,0.2,1.0
2023-01-05 06:00:00,1.06,45.9,25.8,71.7,2.0,125.0,6.56,713.2,0.0,59.0,2.0,0.0,11.03,0.8,180.5
2023-01-05 07:00:00,1.08,35.3,26.6,61.9,2.0,168.0,7.374,713.8,0.0,59.0,1.9,0.0,10.91,1.5,360.0
2023-01-05 08:00:00,1.35,53.9,28.1,82.0,4.0,109.0,7.908,714.4,0.0,59.0,2.3,0.009,10.61,0.5,360.0
2023-01-05 09:00:00,1.15,35.1,28.0,63.2,6.0,118.0,8.406,714.9,0.0,63.0,2.5,0.144,13.43,1.4,360.0
2023-01-05 10:00:00,1.05,28.6,28.1,56.7,12.0,91.0,8.822,715.2,0.0,78.0,3.2,0.301,18.23,1.6,360.0
2023-01-05 11:00:00,0.79,10.0,19.9,29.8,31.0,96.0,11.119,715.0,0.0,92.0,3.7,0.441,22.61,2.6,360.0
2023-01-05 12:00:00,0.98,10.1,25.2,35.3,39.0,90.0,10.558,714.6,0.0,89.0,5.1,0.527,24.63,3.2,359.0952380952381
2023-01-05 13:00:00,1.1,7.7,26.8,34.5,54.0,135.0,11.98,713.9,0.0,81.0,4.8,0.569,25.09,2.6,358.1904761904762
2023-01-05 14:00:00,0.78,3.3,13.6,16.7,68.0,144.0,11.078,713.1,0.0,74.0,3.3,0.391,26.0,2.2,357.2857142857143
2023-01-05 15:00:00,0.77,2.7,11.5,14.1,73.0,113.0,10.71,712.6,0.0,73.0,3.4,0.479,26.77,2.4,101.65714285714286
2023-01-05 16:00:00,0.78,2.6,13.2,15.7,74.0,75.0,9.974,712.2,0.0,71.0,3.7,0.362,26.98,2.2,53.0
2023-01-05 17:00:00,0.84,1.8,15.3,17.0,108.0,77.0,9.104,712.1,0.0,69.0,6.949999999999999,0.203,26.49,2.1,111.0
2023-01-05 18:00:00,0.84,1.7,15.3,16.8,76.0,81.0,10.126,712.3,0.0,66.0,10.2,0.05,24.72,2.6,163.65
2023-01-05 19:00:00,0.94,1.8,26.8,28.5,40.0,81.0,9.675999999999998,712.4,0.0,64.0,4.4,0.0,22.42,1.3,57.8
2023-01-05 20:00:00,0.9,2.1,20.7,22.7,31.0,85.0,9.675999999999998,712.7,0.0,64.0,4.7,0.0,21.98,1.5,81.7
2023-01-05 21:00:00,0.84,2.1,19.7,21.6,21.0,66.0,9.675999999999998,713.1,0.0,64.0,2.5,0.0,21.49,1.1,150.9
2023-01-05 22:00:00,0.73,2.0,12.6,14.4,26.0,72.0,9.83,713.3,0.0,63.0,2.2,0.0,21.1,0.9,159.9
2023-01-05 23:00:00,0.75,1.6,9.9,11.3,27.0,54.0,9.84,713.3,0.0,63.0,1.6,0.0,20.37,1.0,147.4
2023-01-06 00:00:00,0.71,1.6,9.0,10.5,26.0,47.0,8.794,713.0,0.0,63.0,1.3,0.0,19.46,14.755555555555556,170.2
2023-01-06 01:00:00,0.81,1.8,15.7,17.3,14.0,87.0,8.16,712.9,0.0,62.0,4.9,0.0,17.28,28.51111111111111,50.2
2023-01-06 02:00:00,0.78,1.8,14.6,16.2,11.0,61.0,9.746,712.6,0.0,59.0,2.5,0.0,15.8,42.266666666666666,35.8
2023-01-06 03:00:00,0.71,1.8,12.0,13.6,12.0,54.0,9.992,712.4,0.0,56.0,1.9,0.0,15.16,13.513333333333335,21.6
2023-01-06 04:00:00,0.69,1.7,9.0,10.5,14.0,51.0,9.992,712.3,0.0,59.0,2.3,0.0,15.39,13.693333333333332,16.4
2023-01-06 05:00:00,0.7,1.8,7.6,9.2,18.0,61.0,7.924000000000001,712.3,0.0,62.0,1.7,0.0,15.68,21.09444444444444,343.7142857142857
2023-01-06 06:00:00,0.77,4.5,12.6,17.0,8.0,60.0,9.053999999999998,712.2,0.0,58.0,1.3,0.0,15.27,28.495555555555555,342.8095238095238
2023-01-06 07:00:00,0.99,16.8,18.1,34.8,2.0,64.0,8.925999999999998,712.4,0.0,58.0,1.4,0.0,15.28,35.89666666666666,341.9047619047619
2023-01-06 08:00:00,1.29,31.1,20.1,51.3,2.0,87.0,9.557999999999998,712.6,0.0,58.0,1.5,0.002,15.3,43.297777777777775,341.0
2023-01-06 09:00:00,1.35,32.4,21.2,53.7,3.0,165.0,10.688,713.0,0.0,60.0,1.5,0.047,15.72,50.69888888888889,30.0
2023-01-06 10:00:00,0.9,8.8,13.5,22.2,15.0,173.0,9.972,713.3,0.0,65.0,1.4,0.165,16.89,58.1,62.0
2023-01-06 11:00:00,0.78,4.5,8.9,13.3,30.0,116.0,10.66,713.3,0.0,76.0,1.6,0.409,19.61,1.0,358.0
2023-01-06 12:00:00,0.85,5.9,13.5,19.3,34.0,92.0,9.772,712.8,0.0,82.0,2.2,0.498,21.32,1.0,1.0
2023-01-06 13:00:00,0.89,5.0,15.0,19.9,45.0,122.0,10.953,711.8,0.0,79.0,2.3,0.534,22.62,1.0,180.5
2023-01-06 14:00:00,0.94,4.4,17.4,21.7,56.0,125.0,10.354,710.9,0.0,73.0,1.8,0.395,23.77,1.0333333333333334,360.0
2023-01-06 15:00:00,1.16,3.2,17.5,20.6,75.0,135.0,11.675999999999998,710.3,0.0,71.0,1.9,0.466,24.8,1.0666666666666669,359.0
2023-01-06 16:00:00,1.16,2.7,16.9,19.4,78.0,118.0,11.764,710.0,0.0,69.0,2.0,0.343,25.24,1.1,359.0
2023-01-06 17:00:00,0.94,2.2,12.2,14.2,66.0,106.0,9.592,709.9,0.0,68.0,1.5,0.195,25.09,1.0,360.0
2023-01-06 18:00:00,0.84,2.1,12.3,14.3,38.0,82.0,9.052,709.9,0.0,66.0,1.9,0.045,24.18,1.0,359.0
2023-01-06 19:00:00,1.07,3.8,19.8,23.5,25.0,68.0,9.052,710.0,0.0,64.0,1.8,0.0,22.24,1.0,357.0
2023-01-06 20:00:00,1.05,2.4,16.1,18.3,23.0,95.0,9.438,710.3,0.0,63.0,1.5,0.0,21.54,1.028,356.0
2023-01-06 21:00:00,1.09,6.9,20.2,27.1,14.0,76.0,9.366,710.6,0.0,63.0,3.8,0.0,21.05,1.056,353.0
2023-01-06 22:00:00,1.34,26.7,24.9,51.6,9.0,129.0,9.729000000000005,710.8,0.0,63.0,3.7,0.0,20.74,1.084,352.0
2023-01-06 23:00:00,1.41,27.7,28.8,56.5,3.0,106.0,9.926,710.8,0.0,62.0,2.6,0.0,19.66,25.479999999999997,347.0
2023-01-07 00:00:00,1.35,27.4,28.1,55.6,3.0,83.0,10.338,710.7,0.0,61.0,2.3,0.0,18.6,25.78,336.0
2023-01-07 01:00:00,1.07,4.3,25.0,29.3,5.0,98.0,9.612,710.4,0.0,61.0,2.2,0.0,18.43,39.215,316.0
2023-01-07 02:00:00,0.93,3.6,18.9,22.4,6.0,87.0,10.424,710.1,0.0,59.0,1.9,0.0,17.03,28.1,233.0
2023-01-07 03:00:00,1.06,12.2,22.8,34.9,2.0,77.0,7.25,709.6,0.0,59.0,1.7,0.0,15.85,17.503679245283017,270.0
2023-01-07 04:00:00,1.15,24.0,18.9,42.9,2.0,83.0,8.687999999999999,709.4,0.0,58.0,1.4,0.0,13.86,46.92,234.0
2023-01-07 05:00:00,1.27,25.4,18.3,43.8,2.0,79.0,8.82,709.2,0.0,58.0,1.3,0.0,13.41,39.720000000000006,219.0
2023-01-07 06:00:00,1.16,19.9,18.9,38.8,2.3333333333333335,102.0,8.82,709.0,0.0,58.0,1.2,0.0,13.2,32.52000000000001,215.0
2023-01-07 07:00:00,1.26,39.9,19.4,59.3,2.6666666666666665,73.0,8.82,709.2,0.0,56.0,1.3,0.0,12.94,55.5,163.0
2023-01-07 08:00:00,1.28,38.7,20.5,59.3,3.0,72.0,9.038,709.5,0.0,59.0,1.4,0.008,13.33,4.26,253.0
2023-01-07 09:00:00,1.37,34.9,22.3,57.3,5.0,91.0,9.57,709.9,0.0,69.0,1.5,0.142,16.35,6.3,349.0
2023-01-07 10:00:00,1.44,19.2,21.3,40.5,13.0,122.0,10.462,710.3,0.0,77.0,2.5,0.292,18.92,4.82,357.0
2023-01-07 11:00:00,1.24,17.0,21.7,38.7,21.0,185.0,9.802,710.9,0.0,83.0,2.3,0.422,21.67,9.58,360.0
2023-01-07 12:00:00,0.98,5.8,14.1,19.7,37.0,133.0,8.964,710.8,0.0,85.0,2.2,0.516,24.15,19.139999999999997,1.0
2023-01-07 13:00:00,1.05,4.7,16.3,20.9,52.0,107.0,12.08,710.2,0.0,81.0,2.1,0.55,25.71,10.56,1.0
2023-01-07 14:00:00,1.02,3.7,14.2,17.7,60.0,98.0,11.057999999999998,709.5,0.0,75.0,2.0,0.386,27.02,11.956470588235296,360.0
2023-01-07 15:00:00,0.8,2.6,8.2,10.7,58.0,91.0,10.026,709.2,0.0,74.0,1.8,0.462,28.23,2.264705882352941,360.0
2023-01-07 16:00:00,0.71,2.1,5.2,7.2,49.0,73.0,8.267999999999999,709.2,0.0,72.0,1.7,0.351,28.17,2.3058823529411763,360.0
2023-01-07 17:00:00,0.72,2.0,4.3,6.1,43.0,55.0,8.162,709.6,0.0,70.0,1.7,0.198,26.96,1.8723839009287928,359.0
2023-01-07 18:00:00,0.75,1.9,5.3,7.0,35.0,54.0,9.014,710.1,0.0,67.0,1.6,0.046,25.14,6.722857142857142,357.0
2023-01-07 19:00:00,0.8,1.9,5.8,7.6,28.0,61.0,8.768,710.8,0.0,65.0,1.2,0.0,22.71,21.04,353.0
2023-01-07 20:00:00,0.84,1.9,5.6,7.3,26.0,56.0,8.841999999999999,711.4,0.0,63.0,2.0,0.0,21.11,16.016470588235297,340.0
2023-01-07 21:00:00,0.95,4.2,14.8,18.9,13.0,34.0,7.154999999999999,712.2,0.0,63.0,1.7,0.0,20.0,11.14,325.0
2023-01-07 22:00:00,0.97,3.0,14.3,17.1,12.0,49.0,9.88,712.5,0.0,62.0,1.3,0.0,19.33,18.7,306.0
2023-01-07 23:00:00,1.14,6.7,19.3,25.9,5.0,53.0,9.209,712.7,0.0,61.0,1.1,0.0,18.79,9.84,298.0
2023-01-08 00:00:00,1.13,14.4,16.7,31.1,4.0,64.0,11.61,712.8,0.0,61.0,1.1,0.0,17.39,6.58,276.0
2023-01-08 01:00:00,1.21,18.1,17.8,35.9,2.0,59.0,7.406000000000001,712.7,0.0,60.0,1.1,0.0,17.03,5.32,267.0
2023-01-08 02:00:00,1.27,18.5,16.5,35.0,2.0,68.0,8.849428571428572,712.5,0.0,60.0,1.1,0.0,16.3,26.98,236.0
2023-01-08 03:00:00,1.13,10.7,16.2,26.8,3.0,66.0,6.744,712.5,0.0,61.0,1.2,0.0,16.87,7.779999999999999,260.0
2023-01-08 04:00:00,1.19,7.1,17.1,24.1,2.0,91.0,7.496,712.5,0.0,62.0,1.8,0.0,17.08,24.04,258.0
2023-01-08 05:00:00,1.26,12.0,17.0,28.9,2.0,98.0,7.509600000000001,712.7,0.0,62.0,1.8,0.0,17.34,30.02,285.0
2023-01-08 06:00:00,1.19,8.8,16.8,25.5,2.0,91.0,9.194,712.9,0.0,62.0,1.5,0.0,17.53,19.2,296.0
2023-01-08 07:00:00,1.23,14.1,15.7,29.7,2.3333333333333335,88.0,7.802,713.3,0.0,62.0,1.6,0.0,17.44,4.160000000000001,290.0
2023-01-08 08:00:00,1.19,18.8,16.9,35.7,2.6666666666666665,76.0,8.484,713.7,0.0,60.0,1.8,0.0,17.73,28.52,295.0
2023-01-08 09:00:00,1.22,18.8,17.9,36.7,3.0,81.0,8.4,714.1,0.0,63.0,2.7,0.021,18.16,9.74,315.0
2023-01-08 10:00:00,1.15,11.1,16.8,27.9,8.0,83.0,6.558,714.7,0.0,59.0,2.4,0.064,18.93,11.22,345.0
2023-01-08 11:00:00,1.16,5.7,14.9,20.5,15.0,76.0,6.582000000000001,715.0,0.0,66.0,2.5,0.105,19.58,6.540000000000001,352.0
2023-01-08 12:00:00,1.13,5.5,12.1,17.5,23.0,69.0,6.582000000000001,714.7,0.0,68.0,3.7,0.28,20.65,6.540000000000001,356.0
