Date,NORESTE2 CO ppm,NORESTE2 NO ppb,NORESTE2 NO2 ppb,NORESTE2 NOX ppb,NORESTE2 O3 ppb,NORESTE2 PM10 ug/m3,NORESTE2 PM2.5 ug/m3,NORESTE2 PRS mmhg,NORESTE2 RAINF mm/hr,NORESTE2 RH %,NORESTE2 SO2 ppb,NORESTE2 SR KW/m2,NORESTE2 TOUT degC,NORESTE2 WSR KMPH,NORESTE2 WDV DEG
2023-04-11 23:00:00,1.27,10.3,24.5,34.8,20.0,84.0,11.0,719.8,0.0,63.0,2.7,0.0,21.42,10.0,120.0
2023-04-12 00:00:00,1.32,5.3,18.4,23.7,28.0,87.0,8.0,719.8,0.0,71.0,4.3,0.0,19.92,12.0,116.0
2023-04-12 01:00:00,1.36,4.6,18.0,22.5,27.0,74.0,11.0,719.7,0.0,74.0,6.6,0.0,19.02,9.5,129.0
2023-04-12 02:00:00,1.13,3.7,14.2,18.0,28.0,71.0,11.0,719.3,0.0,76.0,3.9,0.0,18.44,10.6,144.0
2023-04-12 03:00:00,1.12,3.3,11.4,14.7,30.0,48.0,10.666666666666666,718.4,0.0,75.0,5.2,0.0,18.35,10.4,152.0
2023-04-12 04:00:00,1.13,3.8,14.0,17.8,29.0,50.0,10.333333333333334,717.8,0.0,72.0,3.9,0.0,18.03,7.5,149.0
2023-04-12 05:00:00,1.14,3.9,16.5,20.5,26.0,45.0,10.0,717.4,0.0,73.0,3.0,0.0,18.03,5.4,148.0
2023-04-12 06:00:00,1.23,10.4,27.9,38.3,15.0,57.0,14.0,717.4,0.0,74.0,3.0,0.0,17.93,5.6,77.0
2023-04-12 07:00:00,1.48,27.8,36.3,64.0,9.0,87.0,18.0,717.5,0.0,76.0,2.9,0.012,17.66,4.2,71.0
2023-04-12 08:00:00,1.53,27.0,34.8,61.9,14.0,121.0,21.0,717.7,0.0,70.0,3.2,0.116,18.52,4.7,92.0
2023-04-12 09:00:00,1.36,15.7,22.7,38.4,26.0,112.0,24.0,717.8,0.0,62.0,3.4,0.306,20.53,5.3,152.0
2023-04-12 10:00:00,1.35,12.4,18.6,31.0,32.0,88.0,28.0,717.7,0.0,58.0,3.1,0.483,21.63,7.7,141.0
2023-04-12 11:00:00,1.36,10.6,17.2,27.8,36.0,77.0,25.0,717.3,0.0,52.0,3.0,0.574,22.92,8.0,147.0
2023-04-12 12:00:00,1.3,10.3,20.2,30.4,44.0,72.0,19.0,716.7,0.0,49.0,10.6,0.611,24.11,7.1,124.0
2023-04-12 13:00:00,1.3,9.0,18.7,27.7,45.0,81.0,22.0,715.8,0.0,44.0,10.8,0.699,25.46,7.5,127.0
2023-04-12 14:00:00,1.32,8.6,16.2,24.9,42.0,78.0,19.0,714.7,0.0,40.0,6.5,0.69,26.29,9.0,137.0
2023-04-12 15:00:00,1.35,10.1,18.6,28.6,40.0,65.0,13.0,713.8,0.0,36.0,4.3,0.64,27.12,10.0,150.0
2023-04-12 16:00:00,1.37,9.5,18.9,28.4,42.0,77.0,20.0,712.8,0.0,37.0,6.8,0.522,26.98,14.4,161.0
2023-04-12 17:00:00,1.3,10.6,20.0,30.6,39.0,89.0,25.0,712.1,0.0,36.0,6.1,0.386,26.95,14.5,153.0
2023-04-12 18:00:00,1.31,11.6,22.9,34.5,35.0,76.0,15.0,711.9,0.0,35.0,5.4,0.22,26.7,14.6,154.0
2023-04-12 19:00:00,1.38,10.8,24.3,35.1,31.0,84.0,14.0,711.9,0.0,36.0,4.9,0.058,25.81,16.3,156.0
2023-04-12 20:00:00,1.53,14.6,34.6,49.3,21.0,93.0,8.0,712.1,0.0,39.0,6.4,0.001,24.73,11.7,143.0
2023-04-12 21:00:00,1.8,17.2,40.7,58.0,18.0,112.0,6.0,712.5,0.0,39.0,15.1,0.0,23.73,9.2,126.0
2023-04-12 22:00:00,1.41,11.3,31.0,42.3,22.0,121.0,10.0,713.2,0.0,43.0,8.4,0.0,22.28,10.8,129.0
2023-04-12 23:00:00,1.26,11.9,28.6,40.5,21.0,100.0,8.0,713.4,0.0,54.0,4.9,0.0,20.83,13.6,141.0
2023-04-13 00:00:00,1.19,5.8,17.1,22.9,29.0,76.0,5.0,712.9,0.0,58.0,5.7,0.0,19.99,14.5,146.0
2023-04-13 01:00:00,1.29,8.4,25.2,33.6,21.0,63.0,4.0,712.5,0.0,65.0,9.3,0.0,18.98,8.9,137.0
2023-04-13 02:00:00,1.18,3.8,13.9,17.7,29.0,70.0,14.0,712.5,0.0,71.0,6.2,0.0,18.27,6.8,99.0
2023-04-13 03:00:00,1.14,3.8,16.4,20.3,25.0,42.0,13.0,711.6,0.0,75.0,4.9,0.0,17.83,7.5,111.0
2023-04-13 04:00:00,1.17,4.6499999999999995,14.4,18.1,25.0,46.0,9.0,711.2,0.0,77.0,6.5,0.0,17.58,7.4,129.0
2023-04-13 05:00:00,1.12,5.5,16.9,22.4,22.0,46.0,9.0,710.8,0.0,78.0,3.5,0.0,16.96,9.7,148.0
2023-04-13 06:00:00,1.25,13.7,26.9,40.6,16.0,43.0,8.0,710.7,0.0,76.0,3.7,0.0,17.05,5.4,135.0
2023-04-13 07:00:00,1.46,27.8,35.5,63.4,9.0,78.0,13.0,711.1,0.0,74.0,3.4,0.016,17.25,2.6,104.0
2023-04-13 08:00:00,1.43,22.9,31.9,54.8,16.0,118.0,19.0,711.4,0.0,67.0,3.3,0.133,18.65,4.0,87.0
2023-04-13 09:00:00,1.37,15.0,22.8,37.8,25.0,114.0,22.0,711.6,0.0,59.0,5.4,0.287,20.21,4.2,95.0
2023-04-13 10:00:00,1.37,19.4,23.4,42.8,26.0,74.0,22.0,711.4,0.0,54.0,6.2,0.451,21.44,7.7,142.0
2023-04-13 11:00:00,1.36,13.7,24.3,38.1,35.0,77.0,19.0,711.2,0.0,52.0,11.7,0.539,22.58,8.0,135.0
2023-04-13 12:00:00,1.34,14.0,22.0,36.0,35.0,64.0,20.0,710.6,0.0,49.0,15.5,0.633,24.12,11.0,141.0
2023-04-13 13:00:00,1.34,15.1,21.2,36.4,32.0,84.0,10.0,709.7,0.0,48.0,8.5,0.671,25.15,13.2,149.0
2023-04-13 14:00:00,1.38,13.1,18.1,31.2,33.0,80.0,19.0,708.9,0.0,48.0,4.1,0.623,25.75,13.6,152.0
2023-04-13 15:00:00,1.29,14.3,18.4,32.8,31.0,83.0,25.0,708.2,0.0,49.0,3.9,0.508,25.75,16.1,147.0
2023-04-13 16:00:00,1.32,12.8,18.1,30.9,31.0,101.0,28.0,707.5,0.0,48.0,4.4,0.44,26.35,15.9,149.0
2023-04-13 17:00:00,1.33,13.9,20.1,34.0,27.0,90.0,26.0,707.0,0.0,50.0,3.0,0.229,25.94,16.3,147.0
2023-04-13 18:00:00,1.34,14.4,23.3,37.8,24.0,90.0,21.0,706.9,0.0,52.0,2.7,0.088,25.59,13.6,151.0
2023-04-13 19:00:00,1.37,14.8,26.5,41.2,21.0,87.0,20.0,707.3,0.0,51.0,2.8,0.042,25.75,12.4,155.0
2023-04-13 20:00:00,1.49,10.6,26.1,36.7,21.0,90.0,22.0,707.6,0.0,53.0,2.7,0.0,25.21,10.9,162.0
2023-04-13 21:00:00,1.83,11.3,28.5,39.8,18.0,83.0,37.0,708.0,0.0,54.0,2.6,0.0,24.84,9.9,165.0
2023-04-13 22:00:00,1.42,13.7,29.9,43.7,14.0,98.0,27.0,708.3,0.0,58.0,2.9,0.0,24.23,11.5,149.0
2023-04-13 23:00:00,1.18,13.5,25.4,38.9,13.0,100.0,16.0,708.4,0.0,68.0,3.7,0.0,22.76,12.3,140.0
2023-04-14 00:00:00,1.13,8.8,19.8,28.6,17.0,69.0,9.0,708.5,0.0,72.0,2.9,0.0,21.85,11.3,142.0
2023-04-14 01:00:00,1.15,5.9,15.5,21.4,20.0,61.0,9.0,708.2,0.0,74.0,3.2,0.0,21.11,10.1,143.0
2023-04-14 02:00:00,1.12,6.2,18.5,24.7,17.0,56.0,3.0,708.0,0.0,77.0,3.3,0.0,20.48,6.2,131.0
2023-04-14 03:00:00,1.12,4.3,16.0,20.3,18.0,56.0,7.0,707.8,0.0,80.0,2.8,0.0,19.9,3.8,106.0
2023-04-14 04:00:00,1.13,3.7,18.3,21.9,15.0,43.0,8.0,707.5,0.0,81.0,2.5,0.0,19.52,0.6,123.0
2023-04-14 05:00:00,1.18,9.4,26.9,36.3,9.0,52.0,10.0,707.5,0.0,82.0,2.4,0.0,19.33,2.6,69.0
2023-04-14 06:00:00,1.19,14.1,23.5,37.7,7.0,75.0,12.0,707.8,0.0,84.0,2.4,0.0,18.72,4.7,5.0
2023-04-14 07:00:00,1.31,18.2,21.8,40.1,8.0,72.0,13.0,708.1,0.0,86.0,2.45,0.011,18.35,2.9,310.0
2023-04-14 08:00:00,1.39,14.6,20.1,34.7,12.0,68.0,16.0,708.3,0.0,85.0,2.5,0.087,19.81,2.0,278.0
2023-04-14 09:00:00,1.56,30.6,26.5,57.2,12.0,89.0,25.0,708.6,0.0,79.0,2.8,0.218,20.88,7.7,322.0
2023-04-14 10:00:00,1.5,17.7,22.6,40.4,22.0,133.0,43.0,708.7,0.0,64.0,3.2,0.458,24.7,4.2,324.0
2023-04-14 11:00:00,1.39,9.1,17.7,26.8,33.0,144.0,44.0,708.5,0.0,41.0,3.6,0.484,28.68,5.7,313.0
2023-04-14 12:00:00,1.34,8.0,19.9,27.8,33.0,121.0,44.0,708.2,0.0,35.0,9.6,0.248,29.71,3.7,19.0
2023-04-14 13:00:00,1.58,14.6,28.4,43.0,33.0,102.0,37.0,707.6,0.0,28.0,8.9,0.499,32.08,4.6,125.0
2023-04-14 14:00:00,1.67,19.2,39.4,58.6,37.0,128.0,48.0,706.7,0.0,28.0,4.7,0.54,33.05,11.4,151.0
2023-04-14 15:00:00,1.84,12.4,53.1,65.5,49.0,158.0,44.0,706.1,0.0,32.0,4.5,0.247,32.22,15.3,152.0
2023-04-14 16:00:00,1.73,9.1,42.4,51.5,46.0,184.0,33.0,706.3,0.0,40.0,4.1,0.093,30.34,13.3,149.0
2023-04-14 17:00:00,1.72,11.4,38.9,50.2,34.0,158.0,27.0,706.4,0.0,41.0,7.1,0.065,29.82,7.3,102.0
2023-04-14 18:00:00,1.74,15.8,44.1,59.9,29.0,138.0,18.0,706.6,0.0,39.0,11.7,0.065,29.75,13.3,146.0
2023-04-14 19:00:00,1.83,12.6,45.7,58.3,24.0,156.0,24.0,707.6,0.0,38.0,18.9,0.022,29.34,6.7,162.0
2023-04-14 20:00:00,2.09,39.7,52.1,91.8,10.0,145.0,22.0,708.1,0.0,41.0,7.8,0.0,28.61,6.7,138.0
2023-04-14 21:00:00,1.8,31.9,43.9,75.8,11.0,165.0,22.0,708.5,0.0,40.0,6.8,0.0,28.25,12.0,139.0
2023-04-14 22:00:00,1.88,22.1,37.5,59.7,12.0,153.0,21.0,708.3,0.0,39.0,10.3,0.0,28.07,8.5,100.0
2023-04-14 23:00:00,1.65,14.2,34.7,48.9,11.0,115.0,27.0,709.3,0.0,49.0,4.9,0.0,26.23,3.1,202.0
2023-04-15 00:00:00,1.74,32.8,38.3,71.1,8.0,112.0,35.0,708.9,0.0,50.0,4.4,0.0,25.79,3.8,162.0
2023-04-15 01:00:00,1.49,11.6,28.9,40.5,11.0,137.0,30.0,709.3,0.0,56.0,4.1,0.0,25.38,3.5,101.0
2023-04-15 02:00:00,1.48,24.4,31.5,55.9,7.0,93.0,25.0,710.0,0.0,63.0,3.4,0.0,24.08,2.3,36.0
2023-04-15 03:00:00,1.31,18.4,27.8,46.2,8.0,104.0,18.0,709.6,0.0,68.0,3.0,0.0,22.99,3.7,50.0
2023-04-15 04:00:00,1.23,5.3,20.5,25.8,10.0,76.0,17.0,709.8,0.0,73.0,2.7,0.0,22.09,3.1,320.0
2023-04-15 05:00:00,1.26,7.8,22.2,30.1,8.0,62.0,13.0,710.1,0.0,77.0,2.5,0.0,21.47,4.1,285.0
2023-04-15 06:00:00,1.28,28.4,28.4,56.7,7.0,73.0,18.0,710.5,0.0,74.0,2.9,0.0,21.76,6.2,316.0
2023-04-15 07:00:00,1.36,25.9,27.7,53.6,7.0,90.0,26.0,711.1,0.0,62.0,6.2,0.005,22.73,7.2,272.0
2023-04-15 08:00:00,1.45,18.2,23.7,41.8,12.0,111.0,24.0,711.7,0.0,33.0,4.8,0.118,25.77,7.1,270.0
2023-04-15 09:00:00,1.28,8.5,11.9,20.3,23.0,127.0,21.0,711.9,0.0,16.0,2.7,0.321,30.3,13.3,271.0
2023-04-15 10:00:00,1.24,5.3,6.7,12.0,29.0,162.0,23.0,712.3,0.0,12.0,2.3,0.475,31.9,19.7,284.0
2023-04-15 11:00:00,1.23,4.5,5.2,9.7,31.0,200.0,34.0,712.3,0.0,10.0,2.3,0.596,33.2,19.9,289.0
2023-04-15 12:00:00,1.22,4.0,4.7,8.7,32.0,135.0,29.0,712.0,0.0,9.0,2.2,0.674,34.21,19.0,284.0
2023-04-15 13:00:00,1.27,4.1,5.8,9.9,34.0,77.0,34.0,711.4,0.0,7.0,2.2,0.711,35.31,13.8,316.0
2023-04-15 14:00:00,1.3,4.0,5.4,9.4,34.0,68.0,34.0,710.7,0.0,7.0,2.3,0.7,35.81,11.0,322.0
2023-04-15 15:00:00,1.36,5.0,7.7,12.7,33.0,59.0,22.0,710.1,0.0,6.0,2.2,0.644,36.26,13.0,346.0
2023-04-15 16:00:00,1.33,4.2,6.9,11.1,34.0,55.0,15.0,709.7,0.0,5.0,2.2,0.476,36.94,9.6,338.0
2023-04-15 17:00:00,1.34,4.0,7.5,11.6,34.0,50.0,5.0,709.5,0.0,5.0,2.15,0.333,36.55,12.1,349.0
2023-04-15 18:00:00,1.32,3.3,7.1,10.4,35.0,41.0,5.333333333333333,709.6,0.0,4.0,2.1,0.211,36.53,11.2,338.0
2023-04-15 19:00:00,1.4,3.7,13.3,17.0,30.0,38.0,5.666666666666667,710.1,0.0,6.0,2.2,0.082,35.85,9.6,352.0
2023-04-15 20:00:00,1.6,10.4,23.6,34.0,24.0,53.0,6.0,711.5,0.0,12.0,2.5,0.001,32.91,8.2,42.0
2023-04-15 21:00:00,1.72,6.4,27.4,33.8,23.0,88.0,6.333333333333333,713.0,0.0,13.0,2.6,0.0,31.43,6.4,22.0
2023-04-15 22:00:00,1.87,8.9,35.7,44.6,13.0,85.0,6.666666666666667,714.1,0.0,17.0,2.8,0.0,29.7,5.5,300.0
2023-04-15 23:00:00,1.79,9.3,40.7,50.1,8.0,91.0,7.0,714.8,0.0,19.0,3.1,0.0,28.24,5.4,279.0
2023-04-16 00:00:00,1.59,5.7,31.9,37.6,16.0,120.0,13.0,715.1,0.0,17.0,3.3,0.0,28.13,4.5,276.0
2023-04-16 01:00:00,2.49,68.9,45.7,114.6,8.0,86.0,21.0,715.3,0.0,20.0,4.3,0.0,27.12,0.9,131.0
2023-04-16 02:00:00,2.37,50.6,40.4,91.0,7.0,161.0,34.0,715.1,0.0,25.0,4.4,0.0,25.98,4.2,306.0
2023-04-16 03:00:00,2.22,43.6,39.7,83.3,7.0,132.0,32.0,714.9,0.0,27.0,3.2,0.0,25.01,6.7,306.0
2023-04-16 04:00:00,2.13,50.7,41.0,91.7,7.0,118.0,31.0,715.0,0.0,27.0,3.1,0.0,24.54,6.2,310.0
2023-04-16 05:00:00,1.29,4.6,17.3,21.9,23.0,148.0,26.0,715.6,0.0,31.0,3.4,0.0,23.46,12.4,348.0
2023-04-16 06:00:00,1.04,3.4,5.8,9.2,25.0,55.0,14.0,716.6,0.0,62.0,2.9,0.0,22.65,17.6,178.0
2023-04-16 07:00:00,1.06,3.2,5.7,8.9,25.0,76.0,36.0,718.7,0.0,71.0,2.6,0.004,22.13,14.5,8.0
2023-04-16 08:00:00,1.11,3.4,8.5,11.9,27.0,63.0,37.0,720.4,0.0,62.0,2.6,0.016,22.0,2.4,145.0
2023-04-16 09:00:00,1.18,3.6,11.3,14.9,30.0,50.0,27.0,722.7,0.0,60.0,2.5,0.062,20.96,9.5,193.0
2023-04-16 10:00:00,1.24,4.0,10.0,14.0,33.0,59.0,16.0,723.5,0.0,62.0,2.6,0.12,20.83,8.2,180.0
2023-04-16 11:00:00,1.3,7.4,13.3,20.7,32.0,55.0,20.0,724.0,0.0,56.0,3.1,0.19,21.57,13.6,161.0
2023-04-16 12:00:00,1.3,7.0,11.8,18.8,38.0,62.0,18.0,723.8,0.0,49.0,4.4,0.543,22.74,9.9,150.0
2023-04-16 13:00:00,1.26,5.4,10.5,15.8,43.0,50.0,2.0,722.6,0.0,43.0,4.0,0.664,24.61,7.5,97.0
2023-04-16 14:00:00,1.35,6.3,12.7,19.0,43.0,52.0,3.0,721.6,0.0,39.0,3.8,0.524,25.14,9.7,102.0
2023-04-16 15:00:00,1.29,6.8,12.9,19.7,41.0,140.0,10.0,720.6,0.0,38.0,4.0,0.537,25.65,13.2,123.0
2023-04-16 16:00:00,1.31,7.1,13.1,20.1,40.0,78.0,18.0,720.0,0.0,37.0,3.9,0.417,25.66,15.1,137.0
2023-04-16 17:00:00,1.41,7.1,15.5,22.6,38.0,78.0,14.0,719.5,0.0,35.0,8.1,0.285,25.9,14.0,128.0
2023-04-16 18:00:00,1.29,5.8,14.9,20.7,39.0,78.0,12.0,719.1,0.0,38.0,5.7,0.118,25.03,15.4,145.0
2023-04-16 19:00:00,1.22,4.3,14.4,18.7,36.0,66.0,8.0,719.0,0.0,45.0,3.7,0.057,24.05,14.8,165.0
2023-04-16 20:00:00,1.23,3.5,13.8,17.3,35.0,62.0,8.0,719.4,0.0,48.0,2.7,0.001,23.03,15.2,164.0
2023-04-16 21:00:00,1.18,3.2,10.4,13.7,37.0,49.0,6.0,719.6,0.0,49.0,2.5,0.0,22.91,19.2,158.0
2023-04-16 22:00:00,1.21,3.9,13.7,17.6,34.0,61.0,13.0,719.9,0.0,51.0,2.5,0.0,22.53,16.3,154.0
2023-04-16 23:00:00,1.61,6.1,19.3,25.4,26.0,58.0,13.0,720.0,0.0,57.0,5.6,0.0,21.68,13.5,129.0
2023-04-17 00:00:00,1.38,4.3,16.8,21.1,31.0,70.0,20.0,719.5,0.0,61.0,6.1,0.0,20.65,13.1,137.0
2023-04-17 01:00:00,1.22,3.7,12.7,16.4,33.0,58.0,20.0,719.1,0.0,65.0,4.5,0.0,19.57,12.0,141.0
2023-04-17 02:00:00,1.23,3.3,11.9,15.2,33.0,48.0,12.0,718.6,0.0,69.0,3.8,0.0,18.61,9.2,140.0
2023-04-17 03:00:00,1.12,2.3,8.7,11.0,34.0,47.0,7.0,718.3,0.0,72.0,3.1,0.0,17.53,6.5,94.0
2023-04-17 04:00:00,1.13,2.2,7.4,9.6,33.0,41.0,7.0,717.8,0.0,77.0,2.7,0.0,16.67,6.8,105.0
2023-04-17 05:00:00,1.15,2.6,12.1,14.7,30.0,39.0,8.0,717.7,0.0,79.0,2.6,0.0,16.11,6.9,101.0
2023-04-17 06:00:00,1.23,5.5,20.1,25.6,26.0,45.0,5.0,717.8,0.0,80.0,2.7,0.0,15.91,6.3,102.0
2023-04-17 07:00:00,1.52,21.0,35.8,56.9,15.0,54.0,14.0,717.9,0.0,80.0,3.9,0.02,16.08,6.2,142.0
2023-04-17 08:00:00,1.88,25.4,34.6,60.0,16.0,78.0,15.0,718.5,0.0,79.0,5.2,0.06,16.75,7.2,136.0
2023-04-17 09:00:00,1.45,17.6,28.6,46.1,22.0,93.0,15.0,718.8,0.0,78.0,4.4,0.122,17.23,11.8,144.0
2023-04-17 10:00:00,1.73,19.8,32.1,51.9,20.0,82.0,18.0,718.9,0.0,78.0,4.6,0.105,17.46,8.0,138.0
2023-04-17 11:00:00,1.65,24.6,32.1,56.7,17.0,90.0,19.0,718.7,0.0,82.0,4.5,0.098,17.4,7.0,121.0
2023-04-17 12:00:00,1.73,27.2,32.0,59.2,16.0,82.0,16.0,718.2,0.0,81.0,4.3,0.106,18.06,7.9,138.0
2023-04-17 13:00:00,1.5,21.9,29.7,51.6,18.0,81.0,25.0,717.2,0.0,76.0,4.4,0.155,19.26,6.1,123.0
2023-04-17 14:00:00,1.58,19.1,29.5,48.6,20.0,69.0,23.0,716.0,0.0,75.0,3.7,0.169,20.34,5.4,95.0
2023-04-17 15:00:00,1.42,16.5,27.4,43.9,22.0,75.0,21.0,714.7,0.0,72.0,3.3,0.208,21.45,5.0,151.0
2023-04-17 16:00:00,1.36,18.2,29.7,47.9,22.0,75.0,18.0,713.4,0.0,67.0,3.3,0.218,22.67,7.2,156.0
2023-04-17 17:00:00,1.46,16.9,35.3,52.3,18.0,79.0,22.0,712.5,0.0,64.0,3.8,0.11,23.49,4.3,134.0
2023-04-17 18:00:00,1.53,18.8,33.5,52.3,18.0,95.0,19.0,712.1,0.0,64.0,4.1,0.056,23.66,7.6,120.0
2023-04-17 19:00:00,1.49,20.2,32.1,52.4,17.0,88.0,19.0,711.7,0.0,65.0,3.7,0.024,23.51,10.4,146.0
2023-04-17 20:00:00,1.46,16.2,26.7,42.9,19.0,100.0,20.5,711.6,0.0,66.0,8.3,0.0,23.41,13.2,131.0
2023-04-17 21:00:00,1.29,9.4,20.9,30.4,24.0,108.0,22.0,712.3,0.0,67.0,7.2,0.0,22.78,14.6,136.0
2023-04-17 22:00:00,1.17,7.6,17.2,24.9,27.0,89.0,18.0,712.6,0.0,70.0,5.6,0.0,21.94,15.4,141.0
2023-04-17 23:00:00,1.2,7.5,19.5,27.0,25.0,59.0,15.0,712.5,0.0,73.0,4.6,0.0,21.34,12.9,139.0
2023-04-18 00:00:00,1.28,6.5,18.4,24.9,24.0,56.0,11.0,712.1,0.0,79.0,5.3,0.0,20.54,11.7,128.0
2023-04-18 01:00:00,1.36,3.5,12.3,15.8,29.0,56.0,5.0,711.4,0.0,78.0,11.0,0.0,20.53,12.2,118.0
2023-04-18 02:00:00,1.31,3.4,13.9,17.4,27.0,55.0,8.0,710.8,0.0,77.0,7.2,0.0,20.58,10.2,128.0
2023-04-18 03:00:00,1.24,2.5,10.5,13.0,29.0,54.0,12.0,710.4,0.0,77.0,5.4,0.0,20.48,7.7,106.0
2023-04-18 04:00:00,1.09,2.4,8.9,11.3,30.0,41.0,12.0,710.2,0.0,80.0,3.2,0.0,20.04,8.1,105.0
2023-04-18 05:00:00,1.13,2.9,13.0,15.9,26.0,39.0,4.0,710.1,0.0,83.0,2.6,0.0,19.61,5.9,95.0
2023-04-18 06:00:00,1.18,4.5,19.0,23.5,21.0,42.0,10.0,710.0,0.0,84.0,2.5,0.0,19.63,5.1,76.0
2023-04-18 07:00:00,1.28,6.5,20.4,26.9,18.0,57.0,13.0,710.5,0.0,84.0,2.4,0.004,19.59,6.1,26.0
2023-04-18 08:00:00,1.24,5.4,13.6,19.1,21.0,61.0,15.0,711.4,0.0,85.0,2.5,0.04,19.66,6.3,1.0
2023-04-18 09:00:00,1.22,5.2,10.0,15.3,27.0,56.0,18.0,711.8,0.0,82.0,2.7,0.186,20.9,4.2,8.0
2023-04-18 10:00:00,1.14,4.3,7.5,11.8,32.0,47.0,23.0,711.8,0.0,65.0,3.3,0.486,24.58,3.7,2.0
2023-04-18 11:00:00,1.14,4.7,8.2,12.9,35.0,44.0,30.0,711.6,0.0,56.0,3.1,0.5,26.23,2.7,47.0
2023-04-18 12:00:00,1.47,8.0,15.2,23.1,35.0,53.0,28.0,711.3,0.0,55.0,2.9,0.345,26.16,3.2,126.0
2023-04-18 13:00:00,1.32,7.8,15.2,23.0,39.0,61.0,23.0,710.8,0.0,51.0,3.0,0.568,27.42,7.2,126.0
2023-04-18 14:00:00,1.47,14.0,22.5,36.5,33.0,64.0,31.0,710.0,0.0,48.0,3.5,0.653,28.38,12.0,140.0
2023-04-18 15:00:00,1.38,14.2,24.9,39.2,36.0,89.0,37.0,709.0,0.0,47.0,6.8,0.605,28.43,14.8,140.0
2023-04-18 16:00:00,1.43,9.5,24.1,33.6,47.0,94.0,45.0,708.2,0.0,44.0,9.3,0.486,29.02,14.6,146.0
2023-04-18 17:00:00,1.34,7.3,18.9,26.3,47.0,90.0,38.0,707.9,0.0,44.0,5.7,0.377,28.99,16.9,156.0
2023-04-18 18:00:00,1.37,8.8,19.9,28.7,40.0,76.0,37.0,708.1,0.0,44.0,5.2,0.218,28.93,16.6,156.0
2023-04-18 19:00:00,1.43,8.2,23.5,31.7,34.0,84.0,31.0,708.6,0.0,45.0,3.8,0.059,28.3,14.7,158.0
2023-04-18 20:00:00,1.55,11.4,35.0,46.3,24.0,82.0,16.0,709.1,0.0,48.0,3.3,0.001,27.44,10.2,158.0
2023-04-18 21:00:00,1.6,22.5,41.7,64.2,13.0,85.0,15.0,709.4,0.0,51.0,3.1,0.0,27.02,8.9,151.0
2023-04-18 22:00:00,1.29,13.1,22.6,35.7,14.0,117.0,16.0,710.1,0.0,69.0,3.2,0.0,25.29,13.7,137.0
2023-04-18 23:00:00,1.16,10.3,19.7,30.0,15.0,69.0,6.0,710.3,0.0,77.0,3.1,0.0,24.0,11.5,141.0
2023-04-19 00:00:00,1.19,5.7,12.7,18.4,20.0,53.0,10.0,710.4,0.0,79.0,3.4,0.0,23.28,10.8,115.0
2023-04-19 01:00:00,1.23,4.6,12.0,16.7,20.0,58.0,7.5,710.4,0.0,80.0,4.0,0.0,22.87,9.3,121.0
2023-04-19 02:00:00,1.19,4.4,14.0,18.4,18.0,49.0,5.0,710.1,0.0,81.0,4.6,0.0,22.64,9.3,134.0
2023-04-19 03:00:00,1.05,3.3,8.0,11.3,23.0,45.0,10.0,709.6,0.0,80.0,3.7,0.0,22.61,12.3,150.0
2023-04-19 04:00:00,1.17,4.0,12.9,16.9,19.0,33.0,11.0,709.4,0.0,79.0,3.5,0.0,22.48,9.4,144.0
2023-04-19 05:00:00,1.23,5.5,14.0,19.5,18.0,46.0,11.0,709.5,0.0,81.0,4.1,0.0,22.2,8.0,141.0
2023-04-19 06:00:00,1.49,9.1,16.6,25.7,17.0,50.0,12.0,709.6,0.0,81.0,4.1,0.0,22.0,8.9,113.0
2023-04-19 07:00:00,1.58,22.8,22.7,45.5,13.0,55.0,17.0,710.1,0.0,81.0,3.95,0.011,21.69,9.0,138.0
2023-04-19 08:00:00,1.54,27.6,24.2,51.8,12.0,70.0,21.0,710.6,0.0,82.0,3.8,0.056,21.79,8.7,147.0
2023-04-19 09:00:00,1.48,28.9,24.3,53.2,12.0,76.0,18.0,711.0,0.0,79.0,3.9,0.159,22.68,7.3,129.0
2023-04-19 10:00:00,1.47,15.9,17.7,33.6,17.0,75.0,21.0,711.5,0.0,75.0,4.0,0.172,23.56,5.6,114.0
2023-04-19 11:00:00,1.28,10.5,14.9,25.4,22.0,66.0,25.0,711.7,0.0,70.0,5.1,0.248,24.57,7.0,69.0
2023-04-19 12:00:00,1.26,11.0,14.1,25.1,28.0,64.0,26.0,711.5,0.0,60.0,6.4,0.609,26.94,7.8,86.0
2023-04-19 13:00:00,1.33,12.6,17.3,30.0,30.0,62.0,36.0,710.8,0.0,54.0,5.0,0.644,28.07,8.4,110.0
2023-04-19 14:00:00,1.31,13.3,18.8,32.1,31.0,74.0,40.0,710.0,0.0,52.0,5.4,0.642,28.8,10.0,120.0
2023-04-19 15:00:00,1.43,12.1,21.0,33.1,33.0,84.0,45.0,709.3,0.0,49.0,9.3,0.574,29.42,11.7,117.0
2023-04-19 16:00:00,1.35,14.2,21.3,35.5,29.0,79.0,40.0,708.7,0.0,47.0,9.1,0.444,30.16,13.6,139.0
2023-04-19 17:00:00,1.3,13.2,16.7,29.9,28.0,97.0,32.0,708.5,0.0,48.0,6.0,0.381,29.98,17.6,147.0
2023-04-19 18:00:00,1.31,12.1,17.1,29.2,27.0,90.0,31.0,708.5,0.0,47.0,3.3,0.202,29.85,18.4,148.0
