Date,NORESTE2 CO ppm,NORESTE2 NO ppb,NORESTE2 NO2 ppb,NORESTE2 NOX ppb,NORESTE2 O3 ppb,NORESTE2 PM10 ug/m3,NORESTE2 PM2.5 ug/m3,NORESTE2 PRS mmhg,NORESTE2 RAINF mm/hr,NORESTE2 RH %,NORESTE2 SO2 ppb,NORESTE2 SR KW/m2,NORESTE2 TOUT degC,NORESTE2 WSR KMPH,NORESTE2 WDV DEG
2023-01-01 00:00:00,2.12,10.2,34.1,44.3,12.0,93.0,67.0,714.1,0.0,57.0,3.1,0.0,20.21,14.0,316.0
2023-01-01 01:00:00,1.97,6.7,34.3,40.9,10.0,162.0,101.0,713.8,0.0,62.0,3.8,0.0,18.19,7.3,259.0
2023-01-01 02:00:00,2.21,17.6,34.1,51.7,8.0,209.0,143.0,713.4,0.0,68.0,3.7,0.0,16.41,10.0,126.0
2023-01-01 03:00:00,2.41,34.9,32.3,67.3,8.0,220.0,154.0,713.0,0.0,73.0,3.6,0.019,16.42,13.1,90.0
2023-01-01 04:00:00,2.57,47.9,34.0,81.9,8.0,219.0,166.0,713.0,0.0,73.0,3.5,0.0,15.03,14.6,139.0
2023-01-01 05:00:00,2.88,16.4,32.5,49.0,10.0,261.0,168.0,713.0,0.0,72.0,3.2,0.0,14.0,12.3,125.0
2023-01-01 06:00:00,2.46,3.5,21.2,24.8,12.0,187.0,94.0,712.9,0.0,69.0,3.6,0.006,14.47,12.8,111.0
2023-01-01 07:00:00,1.94,10.3,29.7,40.0,7.0,109.0,59.0,713.0,0.0,68.0,3.4,0.007,14.25,14.2,138.0
2023-01-01 08:00:00,1.84,7.5,25.4,32.9,10.0,117.0,57.0,713.5,0.0,64.0,3.1,0.019,14.57,12.9,147.0
2023-01-01 09:00:00,1.64,5.5,13.0,18.5,19.0,93.0,35.0,714.0,0.0,48.0,2.9,0.125,17.51,9.3,135.0
2023-01-01 10:00:00,1.33,5.9,11.4,17.3,26.0,82.0,20.0,714.4,0.0,35.0,3.0,0.278,21.87,9.9,115.0
2023-01-01 11:00:00,1.19,8.1,18.9,27.0,34.0,78.0,29.0,714.3,0.0,31.0,4.4,0.394,25.74,8.1,97.0
2023-01-01 12:00:00,1.32,7.0,18.0,25.0,43.0,85.0,36.0,713.4,0.0,24.0,4.6,0.489,30.1,5.6,91.0
2023-01-01 13:00:00,1.26,4.6,8.3,12.9,44.0,74.0,24.0,712.3,0.0,16.0,2.5,0.488,31.6,1.1,144.0
2023-01-01 14:00:00,1.15,4.3,7.1,11.4,46.0,44.0,9.0,711.0,0.0,14.0,2.5,0.311,32.76,3.3,262.0
2023-01-01 15:00:00,1.16,6.2,16.4,22.6,53.0,40.0,15.0,710.2,0.0,16.0,3.7,0.464,34.13,7.7,328.0
2023-01-01 16:00:00,1.12,5.4,19.2,24.6,61.0,43.0,7.0,709.8,0.0,18.0,3.6,0.355,33.66,11.5,319.0
2023-01-01 17:00:00,1.29,4.8,24.3,29.1,69.0,54.0,12.0,709.8,0.0,22.0,10.6,0.189,31.71,14.5,317.0
2023-01-01 18:00:00,1.27,4.8,26.4,31.2,47.0,95.0,11.0,710.2,0.0,25.0,13.5,0.052,29.57,9.8,309.0
2023-01-01 19:00:00,1.28,7.3,43.4,50.7,29.0,63.0,4.0,710.5,0.0,28.0,7.9,0.0,27.37,1.2,152.0
2023-01-01 20:00:00,1.39,8.8,38.4,47.2,21.0,77.0,18.0,711.0,0.0,36.0,6.7,0.006,25.76,8.5,150.0
2023-01-01 21:00:00,1.41,12.6,31.3,43.9,14.0,79.0,22.0,711.3,0.0,47.0,4.0,0.024,25.07,10.2,148.0
2023-01-01 22:00:00,1.42,9.8,25.1,34.8,14.0,80.0,18.0,711.1,0.0,54.0,4.7,0.017,23.48,6.3,333.0
2023-01-01 23:00:00,1.38,9.4,29.0,38.5,11.0,55.0,24.0,710.9,0.0,59.0,12.5,0.022,22.8,5.8,245.0
2023-01-02 00:00:00,1.42,23.5,30.4,53.9,9.0,80.0,40.0,710.4,0.0,62.0,11.7,0.016,21.62,7.8,306.0
2023-01-02 01:00:00,1.43,5.8,21.0,26.9,14.0,69.0,24.0,709.8,0.0,66.0,15.6,0.027,21.73,13.1,295.0
2023-01-02 02:00:00,1.28,3.7,15.1,18.8,16.0,53.0,13.0,709.7,0.0,73.0,5.3,0.0,19.21,5.5,249.0
2023-01-02 03:00:00,1.24,5.7,21.2,26.8,10.0,49.0,17.0,709.3,0.0,78.0,3.3,0.008,18.91,7.2,190.0
2023-01-02 04:00:00,1.22,3.4,15.6,19.0,12.0,50.0,23.0,709.2,0.0,82.0,2.6,0.008,17.94,15.5,129.0
2023-01-02 05:00:00,1.06,4.5,21.5,26.0,8.0,47.0,23.0,709.2,0.0,84.0,2.3,0.008,17.55,13.9,105.0
2023-01-02 06:00:00,1.01,12.6,25.1,37.6,6.0,55.0,31.0,709.2,0.0,84.0,2.2,0.008,17.32,12.4,89.0
2023-01-02 07:00:00,1.2,59.3,26.7,86.0,6.0,65.0,34.0,709.6,0.0,85.0,2.6,0.0,16.66,9.8,58.0
2023-01-02 08:00:00,1.44,106.8,28.5,135.3,6.0,87.0,37.0,709.7,0.0,86.0,3.3,0.021,17.37,9.8,83.0
2023-01-02 09:00:00,1.84,99.15,38.8,248.8,7.0,112.0,46.0,709.8,0.0,82.0,4.9,0.08,19.95,11.4,332.0
2023-01-02 10:00:00,2.29,91.5,42.8,134.3,10.0,195.0,66.0,710.3,0.0,70.0,5.5,0.248,22.13,13.8,351.0
2023-01-02 11:00:00,2.29,24.6,31.2,55.7,18.0,149.0,46.0,710.7,0.0,47.0,5.6,0.357,25.34,8.0,1.0
2023-01-02 12:00:00,1.99,11.8,17.9,29.7,27.0,114.0,22.0,710.1,0.0,23.0,3.2,0.425,30.19,4.6,48.0
2023-01-02 13:00:00,1.43,6.8,14.6,21.4,33.0,83.0,16.0,708.9,0.0,20.0,2.6,0.399,30.22,5.1,288.0
2023-01-02 14:00:00,1.235,8.8,16.25,25.1,33.0,71.5,17.0,708.0500000000001,0.0,18.0,2.85,0.364,30.885,5.4,186.5
2023-01-02 15:00:00,1.04,10.8,17.9,28.8,33.0,60.0,18.0,707.2,0.0,16.0,3.1,0.329,31.55,5.7,85.0
2023-01-02 16:00:00,1.21,11.5,30.2,41.7,39.0,69.0,14.0,706.6,0.0,18.0,3.9,0.264,31.08,5.4,158.0
2023-01-02 17:00:00,1.18,9.8,33.5,43.3,36.0,96.0,5.0,706.6,0.0,21.0,4.4,0.123,30.06,6.1,168.0
2023-01-02 18:00:00,1.42,16.7,50.3,67.0,20.0,94.0,5.0,706.7,0.0,26.0,8.1,0.033,28.78,13.2,167.0
2023-01-02 19:00:00,1.72,27.1,63.2,90.3,12.0,112.0,13.0,707.2,0.0,28.0,18.7,0.001,27.2,15.4,177.0
2023-01-02 20:00:00,2.41,71.7,71.6,143.3,8.0,119.0,33.0,707.9,0.0,29.0,19.8,0.0,26.49,4.1,89.0
2023-01-02 21:00:00,2.71,126.2,70.5,196.7,8.0,149.0,40.0,708.6,0.0,32.0,14.4,0.0,24.66,2.1,258.0
2023-01-02 22:00:00,2.5,110.9,67.5,178.4,8.0,212.0,56.0,708.9,0.0,39.0,11.6,0.0,22.42,0.9,227.0
2023-01-02 23:00:00,3.09,159.1,67.1,226.2,7.5,189.0,60.0,709.1,0.0,41.0,10.4,0.0,21.94,0.4,323.0
2023-01-03 00:00:00,2.48,125.7,61.0,186.8,7.0,211.0,71.0,709.4,0.0,46.0,8.9,0.0,20.13,0.2,320.0
2023-01-03 01:00:00,2.56,156.5,58.9,215.4,7.0,235.0,73.0,709.6,0.0,43.0,7.3,0.0,20.11,0.1,284.0
2023-01-03 02:00:00,2.28,107.9,49.4,157.3,7.0,257.0,71.0,709.8,0.0,43.0,5.8,0.0,19.54,0.1,322.0
2023-01-03 03:00:00,1.46,25.4,40.0,65.5,9.0,192.0,43.0,709.9,0.0,38.0,4.7,0.0,19.72,0.1,346.0
2023-01-03 04:00:00,1.07,9.7,22.7,32.4,11.0,124.0,23.0,710.2,0.0,32.0,3.0,0.0,19.74,0.1,31.0
2023-01-03 05:00:00,1.02,7.4,14.6,22.0,17.0,91.0,10.0,710.5,0.0,25.0,2.2,0.0,22.24,0.1333333333333333,343.0
2023-01-03 06:00:00,0.92,3.6,11.5,15.1,20.0,63.0,9.0,710.7,0.0,24.0,1.9,0.0,22.61,0.1666666666666666,315.0
2023-01-03 07:00:00,0.94,5.0,12.7,17.7,22.0,74.0,10.0,711.6,0.0,30.0,2.5,0.0,20.46,0.2,356.0
2023-01-03 08:00:00,1.13,6.3,19.6,25.9,19.0,70.0,5.0,712.2,0.0,33.0,5.1,0.011,17.91,1.5,327.0
2023-01-03 09:00:00,1.02,6.5,12.2,18.7,27.0,96.0,4.0,712.7,0.0,30.0,5.0,0.123,17.99,6.8,341.0
2023-01-03 10:00:00,1.04,7.2,11.7,18.9,29.0,152.0,10.0,713.3,0.0,27.0,9.9,0.274,19.99,1.1,352.0
2023-01-03 11:00:00,1.15,6.8,9.7,16.5,32.0,89.0,15.0,713.6,0.0,21.0,2.7,0.403,22.87,4.8,346.0
2023-01-03 12:00:00,1.03,6.2,8.1,14.3,33.0,85.0,13.0,713.0,0.0,18.0,2.1,0.485,25.77,7.0,344.0
2023-01-03 13:00:00,1.03,8.8,11.4,20.2,32.0,54.0,11.0,712.0,0.0,16.0,2.1,0.494,26.83,4.6,36.0
2023-01-03 14:00:00,1.17,10.5,13.9,24.4,32.0,44.0,16.0,710.5,0.0,13.0,2.6,0.308,29.31,6.2,122.0
2023-01-03 15:00:00,1.16,12.0,20.6,32.6,36.0,52.0,11.0,709.6,0.0,13.0,4.8,0.446,29.49,13.7,135.0
2023-01-03 16:00:00,1.3,10.3,39.4,49.7,56.0,68.0,23.0,709.2,0.0,16.0,31.4,0.316,29.08,18.2,145.0
2023-01-03 17:00:00,1.45,12.7,43.4,56.0,45.0,136.0,38.0,709.6,0.0,17.0,25.85,0.183,28.3,21.2,140.0
2023-01-03 18:00:00,1.54,26.3,42.6,69.0,19.0,141.0,22.0,710.5,0.0,18.0,20.3,0.048,26.52,32.4,141.0
2023-01-03 19:00:00,2.39,44.9,45.1,90.0,11.0,95.0,10.0,711.8,0.0,20.0,10.6,0.0,24.72,28.6,132.0
2023-01-03 20:00:00,2.08,48.3,44.5,92.8,9.0,80.0,20.0,713.3,0.0,23.0,4.7,0.0,22.85,31.2,157.0
2023-01-03 21:00:00,1.87,73.1,47.4,120.5,7.0,105.0,31.0,714.5,0.0,25.0,3.3,0.0,22.01,27.3,173.0
2023-01-03 22:00:00,1.94,78.0,48.0,125.9,7.0,117.0,26.0,715.1,0.0,26.0,3.1,0.0,21.4,24.4,166.0
2023-01-03 23:00:00,1.75,69.6,46.6,116.2,7.0,104.0,19.0,715.5,0.0,27.0,2.6,0.0,20.74,19.4,177.0
2023-01-04 00:00:00,1.68,59.5,42.9,102.4,7.333333333333333,115.0,40.0,716.1,0.0,32.0,3.7,0.0,18.56,21.9,356.0
2023-01-04 01:00:00,1.73,100.4,43.9,144.3,7.666666666666667,144.0,43.0,716.1,0.0,36.0,4.3,0.0,17.36,28.4,297.0
2023-01-04 02:00:00,1.7,99.6,42.5,142.1,8.0,136.0,38.0,716.1,0.0,37.0,3.9,0.0,16.83,31.7,325.0
2023-01-04 03:00:00,1.31,70.5,42.1,112.6,7.0,154.0,31.0,715.9,0.0,37.0,4.0,0.0,16.39,28.7,288.0
2023-01-04 04:00:00,1.34,56.8,39.8,96.6,7.0,146.0,28.0,715.8,0.0,37.0,3.1,0.0,16.17,27.2,277.0
2023-01-04 05:00:00,1.41,70.1,40.3,110.4,7.0,124.0,35.0,716.1,0.0,39.0,3.8,0.0,15.83,28.9,327.0
2023-01-04 06:00:00,1.48,82.6,39.6,122.2,7.333333333333333,201.0,33.0,716.4,0.0,42.0,3.6,0.0,15.34,28.2,271.0
2023-01-04 07:00:00,1.97,128.6,40.0,168.5,7.666666666666667,210.0,41.0,717.3,0.0,44.0,3.6,0.0,15.28,27.4,275.0
2023-01-04 08:00:00,2.44,155.3,41.5,196.9,8.0,213.0,44.0,718.0,0.0,44.0,4.9,0.012,14.58,28.1,302.0
2023-01-04 09:00:00,2.3,134.4,45.9,180.4,9.0,266.0,54.0,719.1,0.0,37.0,4.7,0.114,16.97,20.6,308.0
2023-01-04 10:00:00,1.61,55.8,42.8,98.6,13.0,253.0,59.0,719.9,0.0,29.0,8.8,0.256,20.74,8.7,324.0
2023-01-04 11:00:00,1.46,28.6,37.7,66.4,20.0,161.0,37.0,720.3,0.0,21.0,5.5,0.371,25.2,4.6,236.0
2023-01-04 12:00:00,1.4,20.5,31.5,52.0,29.0,120.0,31.0,719.9,0.0,22.0,7.0,0.461,24.96,9.9,151.0
2023-01-04 13:00:00,1.25,13.3,21.8,35.1,35.0,87.0,21.0,719.1,0.0,25.0,4.4,0.488,25.5,13.6,148.0
2023-01-04 14:00:00,1.18,12.2,21.2,33.4,37.0,69.0,13.0,718.1,0.0,25.0,5.4,0.305,26.02,13.8,131.0
2023-01-04 15:00:00,1.14,10.3,23.1,33.4,46.0,59.0,15.0,717.6,0.0,23.0,8.8,0.438,26.61,14.9,148.0
2023-01-04 16:00:00,1.18,10.3,28.6,38.9,48.0,70.0,26.0,717.1,0.0,23.0,17.9,0.329,26.7,18.3,153.0
2023-01-04 17:00:00,1.28,14.6,33.4,48.1,36.0,87.0,19.0,717.0,0.0,24.0,12.8,0.189,26.31,22.1,151.0
2023-01-04 18:00:00,1.31,20.4,38.5,58.9,25.0,81.0,15.0,717.3,0.0,26.0,6.9,0.051,25.34,18.6,155.0
2023-01-04 19:00:00,1.7,58.5,54.2,112.7,9.0,93.0,22.0,717.8,0.0,30.0,3.1,0.0,24.09,25.1,146.0
2023-01-04 20:00:00,1.92,72.5,56.3,128.8,7.0,121.0,33.0,718.6,0.0,32.0,3.9,0.0,22.99,28.033333333333335,152.0
2023-01-04 21:00:00,1.92,67.7,54.8,122.5,7.0,147.0,37.0,719.3,0.0,35.0,5.1,0.0,22.02,30.96666666666667,154.0
2023-01-04 22:00:00,1.8,57.4,52.7,110.1,8.0,157.0,47.0,720.1,0.0,37.0,4.2,0.0,21.24,33.900000000000006,149.0
2023-01-04 23:00:00,1.02,10.3,28.9,39.2,22.0,159.0,22.0,720.7,0.0,37.0,6.2,0.0,19.15,36.833333333333336,150.0
2023-01-05 00:00:00,1.04,9.5,28.8,38.2,20.0,76.0,16.0,721.2,0.0,42.0,4.6,0.0,18.08,39.766666666666666,150.0
2023-01-05 01:00:00,1.14,10.8,33.4,44.3,17.0,71.0,12.0,721.0,0.0,42.0,10.0,0.0,17.83,42.7,143.0
2023-01-05 02:00:00,1.08,7.2,38.1,45.4,12.0,89.0,19.0,720.8,0.0,44.0,8.1,0.0,16.72,4.7,60.0
2023-01-05 03:00:00,1.08,5.9,32.3,38.3,12.0,69.0,14.0,720.7,0.0,51.0,5.3,0.0,14.8,2.8,344.0
2023-01-05 04:00:00,1.16,3.4,24.7,28.1,17.0,61.0,7.0,720.7,0.0,52.0,4.1,0.0,14.44,3.6,320.0
2023-01-05 05:00:00,1.17,13.8,40.9,54.6,8.0,57.0,12.0,721.1,0.0,53.0,3.3,0.0,14.05,4.9,311.0
2023-01-05 06:00:00,1.2,29.9,44.5,74.5,7.0,76.0,22.0,721.3,0.0,54.0,5.4,0.0,13.83,5.5,299.0
2023-01-05 07:00:00,1.49,64.0,46.3,110.3,8.0,90.0,33.0,721.8,0.0,55.0,6.5,0.0,13.76,6.7,306.0
2023-01-05 08:00:00,1.96,111.5,47.5,159.0,8.0,131.0,42.0,722.6,0.0,57.0,6.4,0.009,13.39,7.4,310.0
2023-01-05 09:00:00,1.72,69.3,42.8,112.2,10.0,199.0,40.0,723.3,0.0,53.0,5.6,0.112,14.93,7.4,310.0
2023-01-05 10:00:00,1.39,15.3,28.5,43.8,23.0,204.0,40.0,723.6,0.0,39.0,4.7,0.258,18.61,5.8,318.0
2023-01-05 11:00:00,1.33,13.9,27.7,41.5,30.0,125.0,43.0,723.6,0.0,34.0,5.6,0.38,21.09,3.0,356.0
2023-01-05 12:00:00,1.11,7.5,16.3,23.9,41.0,133.0,34.0,723.2,0.0,29.0,4.9,0.468,24.41,0.2,350.0
2023-01-05 13:00:00,1.2,11.5,26.3,37.8,41.0,78.0,22.0,722.3,0.0,26.0,5.4,0.488,26.81,0.1,83.0
2023-01-05 14:00:00,1.22,12.5,28.4,40.9,42.0,84.0,29.0,721.2,0.0,26.0,5.5,0.301,26.92,7.05,149.0
2023-01-05 15:00:00,1.36,14.5,33.0,47.5,42.0,95.0,18.0,720.3,0.0,24.0,4.4,0.446,27.62,14.0,140.0
2023-01-05 16:00:00,1.34,10.6,36.4,46.9,54.0,81.0,25.0,719.9,0.0,23.0,9.8,0.327,27.62,8.6,135.0
2023-01-05 17:00:00,1.32,8.5,42.0,50.5,61.0,100.0,39.0,719.7,0.0,25.0,20.2,0.19,27.0,8.2,150.0
2023-01-05 18:00:00,1.52,19.2,47.1,66.3,28.0,103.0,24.0,719.8,0.0,27.0,15.3,0.052,26.34,4.5,149.0
2023-01-05 19:00:00,1.86,48.9,52.2,101.1,10.0,93.0,13.0,719.9,0.0,31.0,7.7,0.0,25.04,3.0,136.0
2023-01-05 20:00:00,1.62,35.1,43.3,78.4,11.0,97.0,21.0,720.3,0.0,36.0,5.5,0.0,23.44,7.6,129.0
2023-01-05 21:00:00,1.47,34.8,43.8,78.6,9.0,84.0,23.0,720.9,0.0,41.0,3.0,0.0,21.74,9.3,156.0
2023-01-05 22:00:00,1.45,45.5,44.6,90.1,7.0,103.0,24.0,721.2,0.0,44.0,3.7,0.0,21.19,0.3,143.0
2023-01-05 23:00:00,1.4,40.8,41.4,82.2,8.0,120.0,29.0,721.3,0.0,51.0,6.4,0.0,20.57,0.1,149.0
2023-01-06 00:00:00,1.1,14.4,29.3,43.7,13.0,99.0,26.0,721.1,0.0,64.0,7.7,0.0,19.13,0.1,201.25
2023-01-06 01:00:00,1.04,6.7,19.6,26.4,16.0,78.0,32.0,720.9,0.0,75.0,3.5,0.0,17.81,0.1,253.5
2023-01-06 02:00:00,1.08,5.9,18.9,24.8,16.0,52.0,27.0,720.6,0.0,80.0,2.8,0.0,17.03,0.1,305.75
2023-01-06 03:00:00,1.21,5.2,16.5,21.7,16.0,48.0,17.0,720.3,0.0,85.0,2.7,0.0,17.0,0.1,358.0
2023-01-06 04:00:00,0.9,5.4,14.1,19.5,17.0,46.0,13.0,720.0,0.0,87.0,2.7,0.0,16.89,0.1,262.0
2023-01-06 05:00:00,0.87,5.9,15.3,21.2,15.0,36.0,12.0,720.0,0.0,88.0,2.4,0.0,16.72,0.1,166.0
2023-01-06 06:00:00,1.03,13.9,21.6,35.4,11.0,42.0,14.0,719.9,0.0,88.0,3.0,0.0,16.79,0.1,120.0
2023-01-06 07:00:00,1.2,31.1,25.6,56.7,9.0,53.0,21.0,720.1,0.0,88.0,3.3,0.0,16.84,0.15,140.5
2023-01-06 08:00:00,1.2,28.0,26.5,54.5,11.0,65.0,19.0,720.4,0.0,85.0,3.1,0.004,16.87,0.2,161.0
2023-01-06 09:00:00,1.49,37.8,29.8,67.6,9.0,67.0,17.0,720.8,0.0,80.0,2.9,0.046,17.26,5.6,152.0
2023-01-06 10:00:00,1.39,20.2,25.4,45.5,14.0,85.0,24.0,721.3,0.0,72.0,2.6,0.115,18.51,7.1,153.0
2023-01-06 11:00:00,1.17,19.5,22.2,41.7,19.0,94.0,34.0,721.4,0.0,67.0,2.6,0.186,19.32,1.3,151.0
2023-01-06 12:00:00,1.11,12.7,16.0,28.8,26.0,92.0,24.0,720.9,0.0,59.0,2.7,0.437,21.56,0.1,357.0
2023-01-06 13:00:00,1.12,11.2,19.1,30.3,36.0,68.0,26.0,719.7,0.0,53.0,2.4,0.481,22.9,2.5000000000000004,98.0
2023-01-06 14:00:00,1.37,13.5,25.9,39.4,38.0,81.0,34.0,718.4,0.0,48.0,2.7,0.311,23.96,4.9,146.0
2023-01-06 15:00:00,1.45,15.0,24.3,39.3,34.0,112.0,39.0,717.5,0.0,43.0,2.5,0.43,25.09,16.2,151.0
2023-01-06 16:00:00,1.18,16.3,23.2,39.5,28.0,107.0,29.0,717.1,0.0,41.0,2.5,0.323,25.47,26.6,142.0
2023-01-06 17:00:00,1.22,19.8,25.7,45.5,24.0,77.0,19.0,716.7,0.0,42.0,2.8,0.189,26.2,32.1,144.0
2023-01-06 18:00:00,1.3,22.9,31.4,54.2,18.0,97.0,20.0,716.7,0.0,43.0,3.3,0.051,25.75,36.6,144.0
2023-01-06 19:00:00,1.79,52.0,44.3,96.2,9.0,88.0,19.0,716.9,0.0,47.0,3.3,0.001,24.57,33.7,150.0
2023-01-06 20:00:00,1.97,63.1,46.3,109.3,7.0,113.0,32.0,717.2,0.0,51.0,3.4,0.0,23.54,7.5,150.0
2023-01-06 21:00:00,1.96,86.2,48.6,134.8,6.0,139.0,44.0,717.5,0.0,53.0,3.5,0.0,22.7,4.2,141.0
2023-01-06 22:00:00,1.98,89.2,48.8,137.9,6.0,164.0,50.0,717.9,0.0,55.0,3.8,0.0,22.15,0.9,99.0
2023-01-06 23:00:00,1.67,39.7,38.3,78.0,8.0,167.0,44.0,718.0,0.0,60.0,5.1,0.0,21.21,7.6,124.0
2023-01-07 00:00:00,1.46,25.1,31.0,56.1,8.0,104.0,38.0,718.0,0.0,68.0,5.6,0.0,19.94,8.3,142.0
2023-01-07 01:00:00,1.13,16.2,24.3,40.5,9.0,78.0,33.0,717.6,0.0,79.0,5.5,0.0,18.94,15.5,148.0
2023-01-07 02:00:00,0.98,12.3,21.2,33.4,10.0,60.0,16.0,717.2,0.0,84.0,4.3,0.0,18.61,15.2,147.0
2023-01-07 03:00:00,0.9,9.9,20.4,30.3,10.0,47.0,9.0,716.6,0.0,87.0,3.3,0.0,18.33,7.2,145.0
2023-01-07 04:00:00,0.79,4.0,14.6,18.6,13.0,34.0,14.0,704.3,0.0,87.0,2.5,0.0,17.77,3.9,40.0
2023-01-07 05:00:00,0.91,4.2,16.9,21.2,10.0,42.0,16.0,716.0,0.0,89.0,2.2,0.0,18.06,7.4,317.0
2023-01-07 06:00:00,1.02,5.3,23.0,28.3,8.0,56.0,18.0,715.8,0.0,89.0,2.1,0.0,17.97,6.6,315.0
2023-01-07 07:00:00,1.2,9.3,26.8,36.1,7.0,75.0,31.0,716.1,0.0,87.0,2.1,0.0,17.51,11.5,300.0
2023-01-07 08:00:00,1.42,16.5,25.6,42.1,7.0,85.0,30.0,716.5,0.0,86.0,2.0,0.009,15.93,15.7,299.0
2023-01-07 09:00:00,1.45,22.2,25.9,48.0,11.0,101.0,33.0,717.1,0.0,80.0,2.3,0.099,16.77,7.4,308.0
2023-01-07 10:00:00,1.2,16.7,22.0,38.6,17.0,109.0,43.0,717.7,0.0,71.0,2.6,0.211,19.11,6.5,326.0
2023-01-07 11:00:00,1.06,9.2,13.7,22.8,25.0,107.0,40.0,718.3,0.0,68.0,5.1,0.369,21.16,10.3,348.0
2023-01-07 12:00:00,0.92,6.6,10.0,16.6,30.0,83.0,37.0,718.1,0.0,55.0,3.9,0.457,24.05,15.5,2.0
2023-01-07 13:00:00,1.04,6.0,9.0,15.0,33.0,72.0,24.0,717.3,0.0,42.0,3.1,0.489,27.03,13.8,16.0
2023-01-07 14:00:00,0.94,6.2,9.9,16.0,36.0,59.0,25.0,716.6,0.0,36.0,2.8,0.309,28.13,12.2,21.0
2023-01-07 15:00:00,1.06,9.1,15.8,24.9,35.0,61.0,20.0,715.9,0.0,33.0,2.9,0.431,29.18,11.1,54.0
2023-01-07 16:00:00,1.23,13.1,22.3,35.4,31.0,67.0,21.0,715.9,0.0,38.0,3.2,0.319,28.47,9.3,138.0
2023-01-07 17:00:00,1.19,14.0,23.3,37.2,26.0,92.0,29.0,716.4,0.0,42.0,3.4,0.178,27.33,7.2,138.0
2023-01-07 18:00:00,1.26,18.0,29.2,47.2,18.0,78.0,20.0,717.2,0.0,46.0,3.9,0.047,25.95,8.1,140.0
2023-01-07 19:00:00,1.42,21.4,32.5,53.9,13.0,67.0,16.0,717.9,0.0,52.0,6.6,0.001,24.39,3.8,114.0
2023-01-07 20:00:00,1.33,7.7,27.2,35.0,15.0,71.0,33.0,718.7,0.0,58.0,3.0,0.0,23.02,5.5,8.0
2023-01-07 21:00:00,0.94,3.7,11.7,15.3,22.0,82.0,29.0,719.5,0.0,62.0,2.7,0.0,21.53,8.9,335.0
2023-01-07 22:00:00,1.01,3.5,15.4,18.9,19.0,49.0,19.0,720.0,0.0,66.0,4.7,0.0,20.56,10.0,332.0
2023-01-07 23:00:00,0.96,3.4,13.9,17.3,18.0,59.0,19.0,708.4,0.0,68.0,4.5,0.001,19.59,9.4,329.0
2023-01-08 00:00:00,0.97,3.1,13.7,16.9,20.0,55.0,18.0,720.4,0.0,69.0,7.0,0.0,19.43,19.0,330.0
2023-01-08 01:00:00,0.87,2.9,10.1,13.0,24.0,54.0,22.0,720.4,0.0,69.0,7.4,0.0,19.08,17.2,340.0
2023-01-08 02:00:00,0.91,2.6,8.0,10.7,24.0,49.0,22.0,720.5,0.0,70.0,3.2,0.0,18.65,8.8,326.0
2023-01-08 03:00:00,0.91,2.7,8.0,10.8,23.0,51.0,16.0,720.3,0.0,71.0,3.7,0.0,18.25,11.5,341.0
2023-01-08 04:00:00,0.85,2.6,6.5,9.1,24.0,48.0,17.0,720.1,0.0,71.0,4.0,0.0,18.34,14.1,338.0
2023-01-08 05:00:00,0.85,2.6,7.3,9.8,25.0,40.0,21.0,720.3,0.0,72.0,3.95,0.0,18.55,20.6,348.0
2023-01-08 06:00:00,0.89,2.4,5.1,7.5,28.0,54.0,19.0,720.5,0.0,70.0,3.9,0.0,18.95,14.4,347.0
2023-01-08 07:00:00,0.95,2.3,5.0,7.4,29.0,46.0,17.0,721.1,0.0,61.0,3.1,0.0,19.08,16.7,344.0
2023-01-08 08:00:00,0.92,2.4,6.3,8.8,28.0,67.0,11.0,721.6,0.0,59.0,2.9,0.003,18.74,15.9,346.0
2023-01-08 09:00:00,0.86,3.0,7.7,10.7,28.0,55.0,12.0,722.3,0.0,52.0,3.4,0.037,18.74,14.9,353.0
2023-01-08 10:00:00,0.99,4.1,9.7,13.9,26.0,53.0,6.0,723.1,0.0,47.0,3.9,0.073,18.95,13.6,3.0
2023-01-08 11:00:00,0.99,4.5,8.9,13.4,27.0,38.0,7.0,723.5,0.0,46.0,2.8,0.134,19.51,14.0,359.0
2023-01-08 12:00:00,0.96,4.1,8.1,12.2,29.0,48.0,8.0,723.1,0.0,44.0,4.2,0.233,20.67,12.1,348.0
2023-01-08 13:00:00,1.0,3.9,7.7,11.5,32.0,40.0,9.0,722.3,0.0,43.0,3.2,0.256,21.84,21.0,356.0
2023-01-08 14:00:00,1.01,3.7,7.1,10.8,33.0,43.0,9.0,721.2,0.0,46.0,2.4,0.268,22.44,19.5,12.0
2023-01-08 15:00:00,0.98,3.7,7.9,11.6,35.0,47.0,10.0,720.2,0.0,46.0,2.6,0.281,23.46,2.7,50.0
2023-01-08 16:00:00,1.11,6.6,14.0,20.6,33.0,46.0,20.0,719.7,0.0,46.0,2.9,0.267,23.85,0.8,152.0
2023-01-08 17:00:00,1.06,8.3,20.4,28.7,32.0,57.0,21.0,719.7,0.0,49.0,5.7,0.1,22.96,0.8,146.0
2023-01-08 18:00:00,1.04,7.4,24.0,31.5,32.0,56.0,22.0,720.1,0.0,52.0,10.900000000000002,0.034,22.04,1.3,146.0
