Date,SUROESTE CO ppm,SUROESTE NO ppb,SUROESTE NO2 ppb,SUROESTE NOX ppb,SUROESTE O3 ppb,SUROESTE PM10 ug/m3,SUROESTE PM2.5 ug/m3,SUROESTE PRS mmhg,SUROESTE RAINF mm/hr,SUROESTE RH %,SUROESTE SO2 ppb,SUROESTE SR Kw/m2,SUROESTE TOUT degC,SUROESTE WSR KMPH,SUROESTE WDV DEG
2024-04-11 01:00:00,2.27,2.7,9.5,12.2,46.0,48.0,7.0,702.0,0.0,20.0,7.2,0.0,22.79,10.4,107.0
2024-04-11 02:00:00,2.27,2.5,6.1,8.6,50.0,38.0,6.0,702.4,0.0,20.0,7.9,0.0,22.26,9.4,127.0
2024-04-11 03:00:00,2.23,2.2,6.4,8.6,50.0,30.0,6.0,702.6,0.0,21.0,7.5,0.0,21.43,8.2,115.0
2024-04-11 04:00:00,2.23,2.4,7.1,9.5,46.0,25.0,8.0,702.8,0.0,25.0,9.4,0.0,20.04,12.1,112.0
2024-04-11 05:00:00,2.19,2.3,6.5,8.8,46.0,55.0,7.0,703.4,0.0,31.0,9.9,0.0,18.58,7.0,134.0
2024-04-11 06:00:00,2.19,2.5,7.3,9.8,46.0,41.0,7.0,703.9,0.0,34.0,11.7,0.0,17.99,6.6,131.0
2024-04-11 07:00:00,2.31,4.1,14.1,18.2,38.0,31.0,6.666666666666667,704.5,0.0,35.0,7.5,0.012,17.57,4.2,150.0
2024-04-11 08:00:00,2.51,11.5,16.5,28.0,34.0,34.0,6.333333333333333,704.9,0.0,30.0,5.8,0.162,19.74,5.0,100.0
2024-04-11 09:00:00,2.25,4.2,6.7,10.8,48.0,35.0,6.0,705.2,0.0,25.0,5.8,0.351,21.26,8.0,106.0
2024-04-11 10:00:00,2.22,3.9,5.5,9.4,53.0,28.0,6.0,704.8,0.0,23.0,5.3,0.527,22.95,7.3,126.0
2024-04-11 11:00:00,2.26,3.5,6.9,10.4,57.0,27.0,7.0,704.6,0.0,21.0,6.4,0.667,24.75,10.2,106.0
2024-04-11 12:00:00,2.3,4.7,10.4,15.1,66.0,41.0,9.0,704.3,0.0,22.0,6.3,0.742,25.64,10.7,92.0
2024-04-11 13:00:00,2.32,6.6,8.5,15.1,67.0,54.0,9.0,703.6,0.0,18.0,5.8,0.75,26.76,14.2,75.0
2024-04-11 14:00:00,2.22,3.6,6.9,10.5,66.0,85.0,8.0,702.9,0.0,14.0,5.5,0.754,27.51,14.8,77.0
2024-04-11 15:00:00,2.2,3.3,5.6,8.9,64.0,63.0,8.0,702.2,0.0,13.0,6.1,0.676,27.67,17.2,94.0
2024-04-11 16:00:00,2.23,3.0,6.2,9.2,64.0,73.0,8.25,701.4,0.0,14.0,5.5,0.581,27.93,16.7,80.0
2024-04-11 17:00:00,2.21,4.3,5.5,9.8,63.0,77.0,8.5,701.1,0.0,14.0,6.1,0.426,27.78,16.7,92.0
2024-04-11 18:00:00,2.24,3.4,7.5,10.9,60.0,76.0,8.75,701.1,0.0,14.0,5.3,0.238,27.24,16.7,87.0
2024-04-11 19:00:00,2.3,4.3,9.5,13.8,56.0,66.0,9.0,701.4,0.0,16.0,8.7,0.057,26.48,15.1,99.0
2024-04-11 20:00:00,2.3,3.2,11.0,14.2,52.0,71.0,8.0,702.0,0.0,17.0,8.9,0.0,25.23,14.4,110.0
2024-04-11 21:00:00,2.26,2.5,8.5,10.9,54.0,40.0,9.0,702.7,0.0,16.0,11.5,0.0,24.61,15.3,109.0
2024-04-11 22:00:00,2.23,2.6,7.6,10.2,53.0,37.0,9.0,703.3,0.0,17.0,10.5,0.0,24.07,14.5,96.0
2024-04-11 23:00:00,2.21,2.3,9.0,11.3,52.0,48.0,8.666666666666666,703.5,0.0,21.0,6.3,0.0,22.9,14.5,91.0
2024-04-12 00:00:00,2.2,2.5,8.3,10.9,52.0,41.0,8.333333333333334,703.5,0.0,23.0,6.1,0.0,22.32,11.9,96.0
2024-04-12 01:00:00,2.19,2.0,7.0,9.0,54.0,38.0,8.0,703.3,0.0,24.0,6.3,0.0,22.08,10.1,105.0
2024-04-12 02:00:00,2.21,2.0,8.7,10.7,51.0,36.0,9.0,703.2,0.0,27.0,10.1,0.0,21.05,8.5,127.0
2024-04-12 03:00:00,2.19,2.0,5.3,7.3,55.0,35.0,9.0,703.1,0.0,30.0,12.1,0.0,20.39,9.1,118.0
2024-04-12 04:00:00,2.2,2.0,4.8,6.8,53.0,34.0,10.0,703.2,0.0,32.0,5.8,0.0,19.67,6.9,154.0
2024-04-12 05:00:00,2.31,2.2,10.6,12.8,42.0,29.0,11.0,703.6,0.0,34.0,6.9,0.0,18.36,4.2,110.0
2024-04-12 06:00:00,2.38,2.4,15.9,18.3,34.0,38.0,13.0,704.0,0.0,36.0,7.7,0.0,17.31,5.8,105.0
2024-04-12 07:00:00,2.42,3.7,27.0,30.7,22.0,42.0,16.0,704.4,0.0,38.0,8.9,0.009,16.93,5.1,105.0
2024-04-12 08:00:00,2.66,14.6,29.4,44.1,23.0,58.0,17.0,704.8,0.0,36.0,17.5,0.138,18.41,3.1,89.0
2024-04-12 09:00:00,2.68,14.8,26.7,41.4,29.0,65.0,18.0,705.0,0.0,34.0,14.9,0.302,19.65,4.7,115.0
2024-04-12 10:00:00,2.68,14.6,28.0,42.6,32.0,67.0,20.0,705.1,0.0,35.0,12.2,0.359,20.35,6.2,122.0
2024-04-12 11:00:00,2.62,12.3,26.8,39.2,39.0,73.0,22.0,705.1,0.0,36.0,9.7,0.512,21.03,9.6,123.0
2024-04-12 12:00:00,2.37,5.4,11.8,17.2,59.0,77.0,16.0,705.3,0.0,34.0,7.4,0.688,23.39,9.0,92.0
2024-04-12 13:00:00,2.28,5.8,5.6,11.4,60.0,73.0,14.0,704.7,0.0,31.0,6.2,0.637,25.27,16.6,84.0
2024-04-12 14:00:00,2.26,3.4,6.2,9.6,62.0,103.0,13.0,704.0,0.0,28.0,6.4,0.549,26.5,16.3,86.0
2024-04-12 15:00:00,2.28,3.4,6.0,9.4,62.0,80.0,12.0,703.3,0.0,24.0,6.7,0.638,27.74,15.8,91.0
2024-04-12 16:00:00,2.24,3.5,6.1,9.6,61.0,76.0,12.0,702.9,0.0,23.0,7.4,0.488,28.09,16.8,93.0
2024-04-12 17:00:00,2.27,3.6,7.8,11.4,57.0,72.0,11.5,702.8,0.0,22.0,7.1,0.212,27.84,16.5,92.0
2024-04-12 18:00:00,2.3,3.5,9.4,12.8,54.0,72.0,11.0,703.1,0.0,21.0,7.5,0.114,27.36,16.7,93.0
2024-04-12 19:00:00,2.3,5.0,8.3,13.3,48.0,71.0,11.0,703.4,0.0,26.0,7.9,0.046,25.7,17.9,88.0
2024-04-12 20:00:00,2.26,2.4,8.7,11.1,47.0,102.0,10.0,704.0,0.0,30.0,5.7,0.0,23.82,17.0,89.0
2024-04-12 21:00:00,2.28,3.2,8.6,11.7,45.0,82.0,8.0,704.8,0.0,35.0,5.8,0.0,22.63,14.4,98.0
2024-04-12 22:00:00,2.29,2.7,10.5,13.2,43.0,56.0,9.0,705.3,0.0,38.0,5.9,0.0,21.8,14.4,101.0
2024-04-12 23:00:00,2.29,2.6,9.2,11.8,42.0,47.0,9.0,705.5,0.0,43.0,5.9,0.0,21.0,11.4,104.0
2024-04-13 00:00:00,2.31,2.5,12.5,15.0,38.0,39.0,10.0,705.4,0.0,48.0,7.0,0.0,20.61,9.4,107.0
2024-04-13 01:00:00,2.3,2.3,15.8,18.1,32.0,37.0,10.0,705.0,0.0,52.0,8.2,0.0,19.83,8.0,124.0
2024-04-13 02:00:00,2.3,2.8,14.5,17.3,31.0,42.0,10.333333333333334,704.8,0.0,56.0,7.5,0.0,19.44,5.5,163.0
2024-04-13 03:00:00,2.28,2.4,14.4,16.7,30.0,44.0,10.666666666666666,704.6,0.0,62.0,7.2,0.0,18.9,5.8,148.0
2024-04-13 04:00:00,2.28,2.0,14.1,16.1,29.0,37.0,11.0,704.1,0.0,69.0,7.6,0.0,18.03,5.2,104.0
2024-04-13 05:00:00,2.3,2.1,18.8,20.9,23.0,44.0,13.0,703.8,0.0,72.0,9.5,0.0,17.43,3.2,117.0
2024-04-13 06:00:00,2.32,2.2,19.2,21.4,21.0,44.0,14.0,703.7,0.0,73.0,9.5,0.0,17.2,2.6,74.0
2024-04-13 07:00:00,2.47,13.3,26.7,40.1,12.0,50.0,19.0,703.6,0.0,71.0,10.1,0.009,17.15,1.9,82.0
2024-04-13 08:00:00,2.5,11.2,22.2,33.4,18.0,92.0,18.0,703.8,0.0,68.0,10.5,0.117,18.33,2.4,90.0
2024-04-13 09:00:00,2.51,13.2,22.9,36.1,25.0,74.0,22.0,704.0,0.0,64.0,15.3,0.281,20.02,2.7,71.0
2024-04-13 10:00:00,2.59,13.7,25.3,39.0,31.0,75.0,26.0,704.1,0.0,57.0,13.2,0.398,21.66,2.6,92.0
2024-04-13 11:00:00,2.7,10.8,23.9,34.8,42.0,86.0,26.0,704.1,0.0,53.0,11.9,0.503,22.8,5.1,84.0
2024-04-13 12:00:00,2.92,8.2,22.8,31.0,59.0,84.0,29.0,703.9,0.0,49.0,11.4,0.677,24.23,5.8,86.0
2024-04-13 13:00:00,2.89,8.1,25.8,34.0,70.0,87.0,30.0,703.3,0.0,47.0,12.5,0.615,25.07,10.1,102.0
2024-04-13 14:00:00,2.64,5.1,21.8,26.9,89.0,101.0,27.0,702.8,0.0,46.0,15.1,0.577,25.63,12.0,109.0
2024-04-13 15:00:00,2.53,4.1,14.7,18.8,88.0,92.0,21.0,702.2,0.0,44.0,11.3,0.484,26.56,10.3,112.0
2024-04-13 16:00:00,2.4,3.5,8.6,12.0,68.0,76.0,15.0,701.5,0.0,41.0,8.2,0.44,27.55,14.5,104.0
2024-04-13 17:00:00,2.35,3.7,7.1,10.8,60.0,58.0,15.0,701.3,0.0,39.0,6.7,0.279,27.5,12.9,89.0
2024-04-13 18:00:00,2.35,3.0,6.6,9.6,56.0,57.0,16.0,701.3,0.0,39.0,6.2,0.147,27.29,11.9,87.0
2024-04-13 19:00:00,2.35,2.9,8.6,11.6,50.0,57.0,17.0,701.3,0.0,37.0,6.0,0.033,27.0,10.5,91.0
2024-04-13 20:00:00,2.41,2.7,11.3,14.1,45.0,62.0,19.0,701.3,0.0,38.0,6.2,0.0,26.54,9.9,97.0
2024-04-13 21:00:00,2.43,2.9,13.7,16.7,35.0,61.0,16.0,701.5,0.0,49.0,6.5,0.0,24.72,12.7,109.0
2024-04-13 22:00:00,2.45,3.7,13.4,17.1,35.0,59.0,17.0,701.9,0.0,56.0,6.3,0.0,23.38,10.9,117.0
2024-04-13 23:00:00,2.48,3.2,12.6,15.8,33.0,52.0,17.0,702.1,0.0,60.0,6.5,0.0,22.43,7.9,152.0
2024-04-14 00:00:00,2.41,3.0,14.7,17.7,29.0,48.0,16.0,702.1,0.0,64.0,6.8,0.0,21.43,6.9,157.0
2024-04-14 01:00:00,2.41,2.8,15.5,18.3,26.0,47.0,15.0,701.7,0.0,67.0,7.2,0.0,20.78,4.0,129.0
2024-04-14 02:00:00,2.46,3.8,24.5,28.3,16.0,44.0,19.0,701.1,0.0,70.0,7.9,0.0,19.99,3.8,116.0
2024-04-14 03:00:00,2.5,2.9,25.3,28.2,13.0,48.0,20.0,700.8,0.0,72.0,9.5,0.0,19.54,2.0,105.0
2024-04-14 04:00:00,2.53,3.1,24.7,27.7,13.0,53.0,21.0,700.5,0.0,74.0,9.3,0.0,18.98,4.7,114.0
2024-04-14 05:00:00,2.52,3.9,24.5,28.4,11.0,59.0,22.0,700.6,0.0,75.0,8.0,0.0,18.57,1.0,60.0
2024-04-14 06:00:00,2.53,6.2,24.7,31.0,8.0,69.0,26.0,700.7,0.0,75.0,7.4,0.0,18.19,2.1,318.0
2024-04-14 07:00:00,2.59,10.5,22.8,33.3,9.0,109.0,31.0,700.9,0.0,75.0,6.8,0.011,18.08,3.1,323.0
2024-04-14 08:00:00,2.6,18.3,21.7,40.0,13.0,125.0,32.0,701.1,0.0,71.0,7.1,0.143,19.31,4.1,338.0
2024-04-14 09:00:00,2.61,13.0,21.3,34.3,26.0,122.0,33.0,701.1,0.0,63.0,11.6,0.321,21.95,2.1,29.0
2024-04-14 10:00:00,2.57,10.5,20.1,30.6,37.0,107.0,30.0,701.1,0.0,51.0,14.9,0.488,25.25,1.2,31.0
2024-04-14 11:00:00,2.61,6.8,19.3,26.1,57.0,90.0,32.0,701.1,0.0,48.0,11.2,0.588,26.2,4.4,82.0
2024-04-14 12:00:00,2.79,6.1,19.5,25.7,69.0,88.0,32.0,700.7,0.0,43.0,9.8,0.706,28.0,5.4,88.0
2024-04-14 13:00:00,2.74,7.1,25.2,32.3,73.0,91.0,31.0,700.0,0.0,40.0,16.0,0.766,29.04,9.9,111.0
2024-04-14 14:00:00,2.57,4.1,17.4,21.5,97.0,97.0,25.0,699.3,0.0,38.0,15.0,0.702,29.95,11.0,112.0
2024-04-14 15:00:00,2.6,3.1,14.9,18.1,123.0,84.0,26.0,698.6,0.0,36.0,13.0,0.686,31.31,10.7,113.0
2024-04-14 16:00:00,2.57,2.9,13.2,16.1,125.0,89.0,26.0,698.0,0.0,35.0,11.1,0.566,32.01,11.8,108.0
2024-04-14 17:00:00,2.52,3.3,13.0,16.3,111.0,87.0,25.0,697.7,0.0,35.0,13.1,0.364,32.03,12.7,110.0
2024-04-14 18:00:00,2.49,2.9,12.4,15.3,90.0,85.0,25.0,697.6,0.0,36.0,14.1,0.19,31.62,12.6,97.0
2024-04-14 19:00:00,2.43,2.5,9.3,11.9,68.0,78.0,20.0,697.9,0.0,35.0,8.3,0.046,31.05,10.9,99.0
2024-04-14 20:00:00,2.49,2.8,14.2,17.0,46.0,68.0,24.0,698.0,0.0,36.0,7.2,0.018,30.09,10.0,120.0
2024-04-14 21:00:00,2.57,4.1,15.0,19.1,32.0,68.0,26.0,698.1,0.0,37.0,7.6,0.0,29.15,8.1,131.0
2024-04-14 22:00:00,2.48,4.0,14.4,18.5,29.0,54.0,18.0,698.4,0.0,44.0,6.9,0.0,28.05,8.6,127.0
2024-04-14 23:00:00,2.49,3.2,15.0,18.2,26.0,60.0,16.0,698.4,0.0,50.0,6.6,0.0,26.82,7.9,147.0
2024-04-15 00:00:00,2.43,2.7,13.0,15.8,26.0,58.0,15.0,698.3,0.0,56.0,7.1,0.0,25.53,8.0,152.0
2024-04-15 01:00:00,2.37,2.7,14.2,16.9,23.0,54.0,15.0,698.1,0.0,61.0,7.5,0.0,24.37,6.0,164.0
2024-04-15 02:00:00,2.36,2.2,18.8,21.0,17.0,50.0,14.0,697.8,0.0,70.0,7.1,0.0,22.72,7.2,142.0
2024-04-15 03:00:00,2.36,2.2,18.3,20.5,14.0,45.0,16.0,697.5,0.0,77.0,6.9,0.0,21.47,6.1,122.0
2024-04-15 04:00:00,2.37,2.2,14.7,16.9,16.0,47.0,21.0,697.2,0.0,81.0,7.5,0.0,20.78,3.9,110.0
2024-04-15 05:00:00,2.4,2.4,18.5,20.9,11.0,52.0,25.0,697.2,0.0,83.0,8.0,0.0,20.4,3.2,108.0
2024-04-15 06:00:00,2.43,3.2,18.0,21.2,11.0,56.0,27.0,697.4,0.0,84.0,7.5,0.0,20.18,3.7,112.0
2024-04-15 07:00:00,2.46,4.2,16.6,20.8,12.0,64.0,31.0,697.5,0.0,84.0,7.2,0.013,20.37,0.6,179.0
2024-04-15 08:00:00,2.65,15.7,18.0,33.7,13.0,74.0,35.0,697.4,0.0,81.0,7.2,0.104,21.24,1.8,106.0
2024-04-15 09:00:00,2.74,14.6,22.0,36.6,18.0,93.0,38.0,697.5,0.0,72.0,7.8,0.233,23.36,0.8,97.0
2024-04-15 10:00:00,2.78,12.7,24.8,37.5,32.0,113.0,41.0,697.5,0.0,63.0,9.5,0.441,25.34,1.3,88.0
2024-04-15 11:00:00,2.87,10.9,25.2,36.1,37.0,113.0,37.0,697.4,0.0,59.0,10.0,0.428,25.92,5.1,91.0
2024-04-15 12:00:00,3.01,9.4,30.1,39.5,48.0,100.0,39.0,697.2,0.0,58.0,10.1,0.42,26.58,6.5,114.0
2024-04-15 13:00:00,3.09,11.8,36.4,48.2,54.0,121.0,43.0,696.6,0.0,53.0,14.0,0.553,27.96,6.9,115.0
2024-04-15 14:00:00,2.94,7.5,31.8,39.3,83.0,137.0,40.0,695.9,0.0,49.0,16.2,0.628,28.95,9.9,109.0
2024-04-15 15:00:00,2.82,4.8,29.2,33.9,100.0,128.0,38.0,695.3,0.0,45.0,14.4,0.469,29.48,10.4,108.0
2024-04-15 16:00:00,2.77,4.0,24.7,28.7,122.0,115.0,38.0,694.8,0.0,45.0,12.7,0.465,30.2,11.1,117.0
2024-04-15 17:00:00,2.67,3.7,19.1,22.8,108.0,122.0,31.0,694.3,0.0,43.0,9.8,0.274,31.12,7.6,112.0
2024-04-15 18:00:00,2.55,5.5,13.9,19.4,78.0,95.0,24.0,694.3,0.0,37.0,8.0,0.145,31.45,9.2,105.0
2024-04-15 19:00:00,2.56,5.6,15.2,20.9,51.0,71.0,20.0,694.4,0.0,38.0,7.2,0.077,31.0,6.9,98.0
2024-04-15 20:00:00,2.66,3.7,18.6,22.3,41.0,61.0,20.0,694.4,0.0,39.0,6.9,0.252,30.3,5.3,156.0
2024-04-15 21:00:00,2.67,4.1,19.5,23.7,34.0,57.0,22.0,694.5,0.0,41.0,6.1,0.215,29.77,5.8,129.0
2024-04-15 22:00:00,2.58,4.2,18.9,23.2,19.0,62.0,24.0,695.4,0.0,55.0,6.3,0.116,27.67,7.1,146.0
2024-04-15 23:00:00,2.55,5.6,22.1,27.7,11.0,75.0,23.0,695.6,0.0,64.0,6.8,0.015,26.13,7.6,160.0
2024-04-16 00:00:00,2.53,4.9,19.5,24.4,13.0,68.0,23.0,695.7,0.0,66.0,6.7,0.0,25.49,5.6,157.0
2024-04-16 01:00:00,2.47,4.5,22.2,26.8,9.0,60.0,23.5,695.4,0.0,71.0,6.2,0.0,24.51,5.3,120.0
2024-04-16 02:00:00,2.44,4.1,21.2,25.3,9.0,81.0,24.0,695.0,0.0,75.0,6.6,0.005,23.58,4.9,117.0
2024-04-16 03:00:00,2.45,3.0,19.9,22.9,9.0,68.0,26.0,694.5,0.0,77.0,6.6,0.015,23.08,4.3,106.0
2024-04-16 04:00:00,2.44,3.4,20.7,24.1,8.0,60.0,28.0,694.4,0.0,78.0,6.4,0.009,22.66,2.0,115.0
2024-04-16 05:00:00,2.53,20.7,22.0,42.7,7.0,61.0,32.0,694.6,0.0,79.0,6.2,0.01,22.46,2.7,300.0
2024-04-16 06:00:00,2.67,29.9,21.8,51.7,7.0,111.0,41.0,694.9,0.0,79.0,6.0,0.0,22.23,1.8,307.0
2024-04-16 07:00:00,2.92,42.8,21.6,64.4,8.0,141.0,47.0,695.4,0.0,80.0,5.9,0.0,22.22,2.7,323.0
2024-04-16 08:00:00,3.01,45.5,24.1,69.7,8.0,191.0,50.0,696.1,0.0,79.0,6.0,0.011,22.55,3.5,334.0
2024-04-16 09:00:00,2.97,14.5,39.1,53.6,20.0,189.0,53.0,696.9,0.0,77.0,5.5,0.071,23.35,2.8,33.0
2024-04-16 10:00:00,2.79,16.7,23.7,40.4,18.0,199.0,44.0,697.7,0.0,72.0,5.3,0.209,24.45,4.4,101.0
2024-04-16 11:00:00,2.77,11.8,20.2,32.1,30.0,135.0,36.0,698.0,0.0,65.0,5.8,0.581,26.17,6.8,102.0
2024-04-16 12:00:00,2.68,6.7,17.3,24.0,47.0,107.0,34.0,697.9,0.0,57.0,7.4,0.435,27.71,8.2,103.0
2024-04-16 13:00:00,2.68,5.8,16.0,21.7,60.0,112.0,33.0,697.5,0.0,52.0,8.8,0.378,28.79,9.3,95.0
2024-04-16 14:00:00,2.66,5.5,16.7,22.2,58.0,125.0,32.0,697.0,0.0,52.0,8.2,0.353,29.17,10.2,101.0
2024-04-16 15:00:00,2.58,4.6,13.6,18.2,63.0,116.0,28.0,695.2,0.0,46.0,8.2,0.581,30.54,11.6,108.0
2024-04-16 16:00:00,2.52,4.1,11.9,16.0,61.0,100.0,26.0,694.8,0.0,42.0,8.4,0.419,30.92,12.4,112.0
2024-04-16 17:00:00,2.51,3.8,11.7,15.5,66.0,85.0,24.0,694.8,0.0,41.0,7.8,0.352,31.33,12.0,105.0
2024-04-16 18:00:00,2.52,4.0,13.6,17.6,57.0,97.0,25.0,695.4,0.0,43.0,7.1,0.177,30.88,11.8,79.0
2024-04-16 19:00:00,2.54,4.3,11.9,16.2,59.0,84.0,26.0,696.3,0.0,47.0,8.8,0.046,29.97,11.6,95.0
2024-04-16 20:00:00,2.48,3.6,11.6,15.2,34.0,80.0,24.0,696.9,0.0,54.0,7.5,0.0,28.36,11.7,94.0
2024-04-16 21:00:00,2.45,3.1,11.0,14.1,30.0,76.0,23.0,697.7,0.0,57.0,7.3,0.0,27.28,12.1,108.0
2024-04-16 22:00:00,2.41,3.1,10.5,13.6,29.0,67.0,20.0,698.1,0.0,59.0,6.4,0.0,26.66,11.7,109.0
2024-04-16 23:00:00,2.38,3.7,9.5,13.2,29.0,53.0,19.0,698.5,0.0,61.0,6.3,0.0,26.14,11.5,104.0
2024-04-17 00:00:00,2.37,2.4,9.5,11.9,31.0,45.0,18.0,698.4,0.0,62.0,7.2,0.0,25.85,7.7,117.0
2024-04-17 01:00:00,2.37,2.1,6.2,8.4,33.0,41.0,18.0,698.4,0.0,63.0,7.4,0.0,25.54,6.3,120.0
2024-04-17 02:00:00,2.32,2.1,7.1,9.2,33.0,44.0,17.5,698.5,0.0,65.0,6.8,0.0,25.24,8.1,126.0
2024-04-17 03:00:00,2.31,1.9,2.9,4.7,36.0,43.0,17.0,698.3,0.0,66.0,6.2,0.0,24.89,4.8,156.0
2024-04-17 04:00:00,2.31,1.8,3.2,5.0,34.0,39.0,18.0,698.2,0.0,67.0,5.6,0.0,24.65,4.3,174.0
2024-04-17 05:00:00,2.33,1.8,5.9,7.7,30.0,39.0,19.0,698.1,0.0,68.0,5.4,0.0,24.49,4.3,137.0
2024-04-17 06:00:00,2.42,2.4,12.3,14.7,21.0,39.0,22.0,698.3,0.0,70.0,5.4,0.0,24.16,0.8,199.0
2024-04-17 07:00:00,2.58,9.1,20.3,29.4,11.0,64.0,29.0,698.2,0.0,72.0,5.5,0.006,23.8,2.2,81.0
2024-04-17 08:00:00,2.88,21.3,20.3,41.6,11.0,97.0,28.0,698.8,0.0,72.0,6.8,0.052,24.13,4.5,112.0
2024-04-17 09:00:00,2.63,14.2,21.7,35.9,16.0,88.0,27.0,699.2,0.0,70.0,6.9,0.132,24.93,4.2,96.0
2024-04-17 10:00:00,2.67,11.4,17.9,29.4,23.0,68.0,24.0,699.3,0.0,69.0,7.0,0.263,25.71,6.0,112.0
2024-04-17 11:00:00,2.65,8.6,16.4,25.0,35.0,70.0,26.0,699.1,0.0,63.0,6.7,0.516,27.45,4.6,122.0
2024-04-17 12:00:00,2.59,6.7,15.4,22.1,46.0,70.0,28.0,698.9,0.0,60.0,7.0,0.574,28.41,6.4,131.0
2024-04-17 13:00:00,2.68,7.9,17.7,25.7,54.0,76.0,35.0,698.5,0.0,59.0,6.7,0.474,28.73,10.3,115.0
2024-04-17 14:00:00,2.56,4.1,15.3,19.3,48.0,93.0,33.0,698.1,0.0,60.0,6.7,0.176,28.16,10.5,118.0
2024-04-17 15:00:00,2.59,5.4,14.9,20.3,48.0,103.0,36.0,696.8,0.0,62.0,6.1,0.375,28.42,8.6,116.0
2024-04-17 16:00:00,2.55,4.3,12.3,16.6,37.0,92.0,34.0,695.1,0.0,65.0,6.0,0.256,27.63,11.1,106.0
2024-04-17 17:00:00,2.54,4.3,8.9,13.2,41.0,77.0,32.0,693.1,0.0,62.0,5.4,0.309,28.36,7.6,107.0
2024-04-17 18:00:00,2.63,4.8,15.1,19.9,35.0,72.0,33.0,693.9,0.0,64.0,5.3,0.152,27.93,9.4,122.0
2024-04-17 19:00:00,2.61,5.0,11.2,16.2,36.0,73.0,32.0,695.0,0.0,61.0,5.5,0.058,27.98,10.8,111.0
2024-04-17 20:00:00,2.56,3.3,13.1,16.3,32.0,69.0,32.0,695.2,0.0,63.0,5.6,0.0,27.13,8.8,123.0
2024-04-17 21:00:00,2.57,3.2,10.3,13.5,32.0,72.0,31.0,695.2,0.0,65.0,5.5,0.003,26.41,9.0,138.0
2024-04-17 22:00:00,2.56,3.1,18.1,21.2,25.0,61.0,28.0,697.7,0.0,67.0,5.5,0.0,25.13,8.4,103.0
2024-04-17 23:00:00,2.5,2.5,11.2,13.8,32.0,55.0,28.0,697.6,0.0,64.0,5.9,0.0,25.18,7.3,134.0
2024-04-18 00:00:00,2.48,2.4,12.3,14.7,29.0,50.0,28.5,697.6,0.0,66.0,5.5,0.008,24.67,1.8,139.0
2024-04-18 01:00:00,2.55,2.5,17.8,20.3,21.0,58.0,29.0,697.5,0.0,68.0,5.3,0.0,24.14,1.9,144.0
2024-04-18 02:00:00,2.56,2.2,13.0,15.2,20.0,78.0,29.0,697.5,0.0,75.0,5.1,0.0,23.58,5.0,126.0
2024-04-18 03:00:00,2.48,7.6,21.5,29.1,7.0,64.0,30.0,696.9,0.0,83.0,5.0,0.0,22.91,4.1,136.0
2024-04-18 04:00:00,2.44,5.5,20.0,25.5,9.0,64.0,31.0,696.6,0.0,85.0,5.1,0.0,22.64,2.2,122.0
2024-04-18 05:00:00,2.46,4.5,17.8,22.3,11.0,61.0,33.0,696.5,0.0,84.0,5.0,0.0,22.3,1.9,336.0
2024-04-18 06:00:00,2.54,15.4,20.7,36.1,8.0,67.0,36.0,695.8,0.0,83.0,5.3,0.0,22.19,2.6,285.0
2024-04-18 07:00:00,2.78,40.7,22.7,63.4,8.0,82.0,41.0,695.4,0.0,80.0,5.5,0.001,22.02,2.3,262.0
2024-04-18 08:00:00,3.29,30.0,26.1,89.4,9.0,101.0,42.0,698.3,0.0,74.0,5.7,0.101,23.19,2.1,26.0
2024-04-18 09:00:00,2.85,19.3,22.2,41.4,19.0,131.0,38.0,699.0,0.0,61.0,5.8,0.33,26.02,2.9,341.0
2024-04-18 10:00:00,2.67,11.7,21.9,33.6,34.0,93.0,37.0,699.3,0.0,52.0,8.2,0.578,28.37,2.9,37.0
2024-04-18 11:00:00,2.71,9.2,25.7,34.8,51.0,98.0,39.0,694.5,0.0,48.0,9.1,0.638,29.9,4.3,94.0
2024-04-18 12:00:00,2.99,6.2,32.3,38.5,63.0,104.0,51.0,695.2,0.0,56.0,7.2,0.351,29.04,9.9,105.0
2024-04-18 13:00:00,3.05,5.9,31.9,37.8,73.0,136.0,59.0,694.2,0.0,61.0,6.1,0.355,28.29,10.8,106.0
2024-04-18 14:00:00,2.94,4.5,30.2,34.6,66.0,146.0,55.0,698.9,0.0,64.0,5.7,0.06,27.32,8.8,110.0
2024-04-18 15:00:00,2.92,3.9,27.8,31.7,57.0,134.0,55.0,698.8,0.0,71.0,5.2,0.045,26.18,7.7,130.0
2024-04-18 16:00:00,3.03,5.0,30.5,35.4,46.0,122.0,51.0,698.9,0.0,71.0,5.2,0.149,25.89,2.2,353.0
2024-04-18 17:00:00,2.59,3.9,17.4,21.3,53.0,96.0,29.0,697.7,0.0,53.0,5.7,0.142,27.56,2.4,184.0
2024-04-18 18:00:00,2.87,4.6,26.5,31.2,51.0,84.0,37.0,700.1,0.0,60.0,5.6,0.04,27.21,6.5,104.0
2024-04-18 19:00:00,3.03,6.5,26.4,32.9,43.0,91.0,36.0,700.3,0.0,62.0,5.4,0.033,26.49,5.6,148.0
2024-04-18 20:00:00,2.38,3.9,7.5,11.3,50.0,69.0,15.0,698.8,0.0,40.0,6.1,0.0,27.34,14.8,160.0
