Date,NORESTE CO ppm,NORESTE NO ppb,NORESTE NO2 ppb,NORESTE NOX ppb,NORESTE O3 ppb,NORESTE PM10 ug/m3,NORESTE PM2.5 ug/m3,NORESTE PRS mmhg,NORESTE RAINF mm/hr,NORESTE RH %,NORESTE SO2 ppb,NORESTE SR KW/m2,NORESTE TOUT degC,NORESTE WSR KMPH,NORESTE WDV DEG
2023-11-25 01:00:00,2.97,3.8,12.0,15.8,22.0,29.0,7.0,721.5,0.0,88.0,3.3,0.0,14.54,10.8,133.0
2023-11-25 02:00:00,3.02,3.2,14.5,17.8,17.0,28.0,11.0,721.0,0.0,89.0,3.2,0.0,14.71,8.5,137.0
2023-11-25 03:00:00,2.96,2.4,12.0,14.4,19.0,37.0,15.0,720.7,0.0,89.0,3.2,0.0,14.76,8.1,143.0
2023-11-25 04:00:00,2.91,2.5,10.1,12.5,21.0,38.0,18.0,720.6,0.0,90.0,3.2,0.0,14.56,6.9,146.0
2023-11-25 05:00:00,2.92,2.7,9.9,12.6,23.0,43.0,16.0,720.4,0.0,91.0,3.4,0.0,14.39,5.4,145.0
2023-11-25 06:00:00,2.93,2.8,9.5,12.3,24.0,36.0,20.0,720.3,0.0,92.0,3.7,0.0,14.37,5.7,155.0
2023-11-25 07:00:00,2.98,4.9,12.3,17.1,22.0,43.0,18.0,720.4,0.0,93.0,3.7,0.0,14.36,7.8,143.0
2023-11-25 08:00:00,3.01,3.6,12.8,16.4,20.0,41.0,17.0,720.5,0.0,93.0,3.5,0.001,14.35,7.0,153.0
2023-11-25 09:00:00,3.11,4.7,13.7,18.5,19.0,33.0,15.0,720.7,0.0,93.0,3.4,0.01,14.3,7.4,142.0
2023-11-25 10:00:00,3.07,5.9,13.2,19.1,21.0,32.0,14.0,720.8,0.0,94.0,3.5,0.032,14.38,6.4,145.0
2023-11-25 11:00:00,3.11,6.8,14.1,21.0,20.0,34.0,16.0,720.8,0.0,94.0,3.6,0.063,14.99,3.7,130.0
2023-11-25 12:00:00,3.12,6.8,14.9,21.7,21.0,37.0,15.0,720.4,0.0,94.0,3.5,0.068,15.63,2.6,93.0
2023-11-25 13:00:00,3.14,7.3,16.4,23.7,22.0,38.0,14.0,719.6,0.0,93.0,3.4,0.092,16.9,3.0,49.0
2023-11-25 14:00:00,3.18,7.7,15.4,23.1,25.0,42.0,17.0,718.7,0.0,90.0,3.4,0.107,17.59,0.8,144.0
2023-11-25 15:00:00,3.18,8.3,14.5,22.8,28.0,52.0,17.0,718.0,0.0,81.0,3.3,0.141,18.93,3.4,175.0
2023-11-25 16:00:00,3.24,6.3,15.9,22.2,29.0,57.0,19.0,717.6,0.0,75.0,3.3,0.12,19.95,1.6,149.0
2023-11-25 17:00:00,3.2,5.1,18.5,23.6,28.0,56.0,22.0,717.4,0.0,72.0,3.2,0.106,20.23,3.2,32.0
2023-11-25 18:00:00,3.55,7.6,25.9,33.5,19.0,57.0,24.0,717.5,0.0,74.0,3.3,0.01,18.51,1.3,137.0
2023-11-25 19:00:00,4.23,26.7,33.8,60.5,8.0,67.0,34.0,717.6,0.0,78.0,3.4,0.0,17.27,0.4,277.0
2023-11-25 20:00:00,4.51,35.7,36.4,72.1,8.0,88.0,45.0,718.0,0.0,78.0,3.4,0.0,17.65,2.5,325.0
2023-11-25 21:00:00,4.92,54.0,39.5,93.5,8.0,106.0,67.0,718.2,0.0,77.0,3.6,0.0,17.84,3.3,248.0
2023-11-25 22:00:00,5.62,77.5,39.8,117.2,7.75,143.0,97.0,718.2,0.0,78.0,3.7,0.0,17.61,1.1,223.0
2023-11-25 23:00:00,5.88,78.3,37.7,115.9,7.5,180.0,87.0,718.2,0.0,78.0,3.8,0.0,17.62,1.4,318.0
2023-11-26 00:00:00,5.86,84.0,36.5,120.5,7.25,168.0,84.0,718.1,0.0,78.0,3.8,0.0,17.58,2.4,330.0
2023-11-26 01:00:00,5.29,77.8,32.5,110.3,7.0,153.0,67.0,718.0,0.0,80.0,3.7,0.0,17.48,3.5,15.0
2023-11-26 02:00:00,4.41,89.0,31.1,120.2,7.0,160.0,55.0,718.0,0.0,82.0,3.7,0.0,17.25,2.1,22.0
2023-11-26 03:00:00,4.22,83.8,31.1,114.9,7.0,146.0,55.0,718.1,0.0,83.0,3.6,0.0,17.18,3.1,21.0
2023-11-26 04:00:00,4.12,63.1,29.9,93.1,8.2,144.0,54.0,718.3,0.0,83.0,3.6,0.0,17.0,3.9,17.0
2023-11-26 05:00:00,3.58,26.8,26.1,52.9,9.4,123.0,38.0,718.7,0.0,84.0,3.3,0.0,16.89,4.7,12.0
2023-11-26 06:00:00,3.27,12.0,22.0,34.0,10.6,84.0,33.0,719.3,0.0,83.0,3.4,0.0,16.56,6.4,12.5
2023-11-26 07:00:00,3.16,12.1,17.6,29.7,11.8,70.0,26.0,719.8,0.0,84.0,3.4,0.0,16.01,5.9,13.0
2023-11-26 08:00:00,3.0,3.4,10.6,14.0,13.0,60.0,14.0,720.6,0.0,86.0,3.2,0.011,15.78,7.3,7.0
2023-11-26 09:00:00,2.97,3.5,9.0,12.5,17.0,41.0,10.0,721.4,0.0,85.0,3.2,0.035,16.17,8.1,4.0
2023-11-26 10:00:00,2.96,4.0,7.8,11.8,19.0,34.0,9.0,722.2,0.0,83.0,3.2,0.07,16.78,10.8,13.0
2023-11-26 11:00:00,2.96,3.9,7.0,10.9,23.0,33.0,8.0,722.7,0.0,79.0,3.1,0.121,17.9,10.8,21.0
2023-11-26 12:00:00,2.95,3.5,5.6,9.1,26.0,33.0,7.0,722.9,0.0,76.0,3.1,0.178,18.39,13.1,30.0
2023-11-26 13:00:00,2.94,3.7,5.7,9.4,28.0,25.0,5.0,722.5,0.0,75.0,3.0,0.237,18.57,13.3,29.0
2023-11-26 14:00:00,2.96,3.6,5.8,9.5,29.0,26.0,7.0,722.0,0.0,74.0,3.1,0.217,18.67,13.0,30.0
2023-11-26 15:00:00,2.96,3.5,6.1,9.6,32.0,28.0,8.0,721.7,0.0,70.0,3.2,0.2,19.06,13.6,28.0
2023-11-26 16:00:00,2.99,3.6,6.6,10.2,28.0,36.0,9.0,722.2,0.0,76.0,3.3,0.111,17.48,15.9,46.0
2023-11-26 17:00:00,3.01,3.1,7.0,10.1,26.0,34.0,8.0,722.9,0.0,79.0,3.5,0.041,16.22,14.5,46.0
2023-11-26 18:00:00,3.03,2.9,9.2,12.0,22.0,32.0,7.0,723.5,0.0,79.0,3.6,0.003,15.92,13.2,35.0
2023-11-26 19:00:00,3.03,2.8,9.7,12.5,20.0,27.0,6.0,724.1,0.0,80.0,3.3,0.0,15.4,11.7,33.0
2023-11-26 20:00:00,3.04,2.9,9.5,12.4,20.0,28.0,6.0,724.6,0.0,79.0,3.2,0.0,15.27,10.9,26.0
2023-11-26 21:00:00,3.04,3.1,10.6,13.7,18.0,27.0,7.0,725.3,0.0,82.0,3.1,0.0,14.38,9.2,49.0
2023-11-26 22:00:00,3.01,2.7,9.9,12.6,17.0,26.0,6.0,725.9,0.0,88.0,3.5,0.0,13.16,8.7,42.0
2023-11-26 23:00:00,3.02,3.4,8.7,12.1,19.0,25.0,5.0,726.0,0.0,91.0,3.6,0.0,13.01,4.8,154.0
2023-11-27 00:00:00,2.95,2.9,5.1,8.0,25.0,21.0,3.0,725.9,0.0,92.0,3.4,0.0,12.51,13.0,168.0
2023-11-27 01:00:00,2.93,2.6,4.8,7.4,24.0,16.0,3.0,725.8,0.0,93.0,3.1,0.0,12.22,10.8,167.0
2023-11-27 02:00:00,2.9,2.3,4.7,7.1,22.0,18.0,3.0,725.5,0.0,93.0,3.1,0.0,11.7,5.0,106.0
2023-11-27 03:00:00,2.88,2.2,4.5,6.7,21.0,20.0,5.0,725.2,0.0,93.0,3.2,0.0,11.27,6.4,142.0
2023-11-27 04:00:00,2.87,2.2,5.1,7.3,25.0,22.0,6.0,725.1,0.0,93.0,3.5,0.0,10.49,11.9,139.0
2023-11-27 05:00:00,2.89,2.8,7.2,10.0,27.0,23.0,8.0,725.2,0.0,93.0,3.3,0.0,9.94,11.1,124.0
2023-11-27 06:00:00,2.91,2.9,8.5,11.5,23.0,25.0,9.0,725.7,0.0,93.0,3.1,0.0,9.86,8.9,126.0
2023-11-27 07:00:00,3.01,5.8,13.2,19.0,20.0,29.0,8.0,726.2,0.0,93.0,3.0,0.0,9.6,6.2,106.0
2023-11-27 08:00:00,3.28,10.7,15.2,25.9,21.0,27.0,10.0,726.6,0.0,92.5,3.1,0.001,9.61,6.2,140.0
2023-11-27 09:00:00,3.06,7.2,13.1,20.3,19.0,39.0,9.0,726.9,0.0,92.0,3.1,0.006,9.27,7.9,139.0
2023-11-27 10:00:00,3.02,6.6,16.5,23.1,13.0,28.0,8.0,727.4,0.0,92.0,3.0,0.006,8.01,5.3,91.0
2023-11-27 11:00:00,3.08,9.6,17.7,27.3,13.0,27.0,10.0,727.4,0.0,92.0,3.1,0.018,7.46,3.7,63.0
2023-11-27 12:00:00,3.09,7.8,12.6,20.4,20.0,28.0,11.0,727.2,0.0,92.0,3.5,0.043,7.18,6.8,158.0
2023-11-27 13:00:00,3.17,9.0,11.6,20.6,21.0,33.0,12.0,726.8,0.0,91.0,3.7,0.052,7.73,6.8,138.0
2023-11-27 14:00:00,3.16,8.0,12.5,20.5,21.0,29.0,10.0,726.4,0.0,87.0,3.3,0.038,7.97,6.5,151.0
2023-11-27 15:00:00,3.1,9.2,12.8,22.0,20.0,35.0,11.0,726.0,0.0,83.0,3.2,0.05,7.83,6.2,150.0
2023-11-27 16:00:00,3.1,8.3,15.7,23.9,17.0,40.0,13.0,725.8,0.0,82.0,3.1,0.022,7.84,5.2,129.0
2023-11-27 17:00:00,3.2,8.1,19.1,27.2,12.0,48.0,17.0,725.9,0.0,84.0,3.1,0.009,7.5,4.0,171.0
2023-11-27 18:00:00,3.17,6.6,22.4,29.0,9.0,48.0,19.0,726.3,0.0,87.0,3.4,0.001,7.81,0.4,65.0
2023-11-27 19:00:00,3.3,14.3,25.8,40.1,7.0,53.0,21.0,726.8,0.0,88.0,3.8,0.0,8.13,3.7,57.0
2023-11-27 20:00:00,3.42,22.5,26.3,48.8,7.0,74.0,25.0,727.4,0.0,88.0,4.1,0.0,8.53,5.0,59.0
2023-11-27 21:00:00,3.5,36.2,25.2,61.4,7.0,86.0,27.0,727.9,0.0,87.0,4.0,0.0,8.6,5.4,66.0
2023-11-27 22:00:00,3.56,39.8,24.9,64.7,9.666666666666666,100.0,27.0,728.1,0.0,87.0,4.0,0.0,8.61,3.5,85.0
2023-11-27 23:00:00,3.49,27.1,24.3,51.4,12.333333333333334,99.0,25.0,728.2,0.0,86.0,4.1,0.0,8.8,3.9,131.0
2023-11-28 00:00:00,3.1,9.1,15.1,24.3,15.0,81.0,18.0,728.3,0.0,85.0,3.8,0.0,8.67,4.0,59.0
2023-11-28 01:00:00,2.91,2.4,7.8,10.2,28.0,52.0,10.0,728.0,0.0,82.0,3.5,0.0,8.8,1.5,244.0
2023-11-28 02:00:00,2.92,2.2,10.2,12.4,24.0,29.0,12.0,727.8,0.0,78.0,3.4,0.0,8.89,2.0,317.0
2023-11-28 03:00:00,3.02,2.4,19.4,21.8,13.0,33.0,17.0,727.4,0.0,79.0,3.3,0.0,8.76,2.6,72.0
2023-11-28 04:00:00,3.05,3.5,22.2,25.7,9.0,51.0,21.0,727.1,0.0,81.0,3.4,0.0,8.59,2.6,34.0
2023-11-28 05:00:00,3.04,2.6,19.7,22.3,10.0,60.0,24.0,727.3,0.0,84.0,3.2,0.0,7.99,3.9,82.0
2023-11-28 06:00:00,3.0,2.7,17.6,20.3,12.0,58.0,18.0,727.6,0.0,87.0,3.1,0.0,7.45,4.0,56.0
2023-11-28 07:00:00,3.08,7.0,20.1,27.1,9.0,34.0,19.0,728.1,0.0,89.0,3.2,0.0,7.5,4.3,70.0
2023-11-28 08:00:00,3.31,21.9,21.2,43.1,7.0,40.0,22.0,728.6,0.0,90.0,3.5,0.001,7.64,5.2,89.0
2023-11-28 09:00:00,3.14,9.2,17.1,26.2,14.0,39.0,15.0,729.1,0.0,91.0,3.2,0.012,7.55,5.2,72.0
2023-11-28 10:00:00,3.24,17.5,20.2,37.7,11.0,30.0,15.0,729.6,0.0,91.0,3.0,0.037,7.97,5.0,97.0
2023-11-28 11:00:00,3.45,14.6,18.5,33.1,12.0,32.0,17.0,729.9,0.0,92.0,3.5,0.049,8.21,5.1,83.0
2023-11-28 12:00:00,3.28,14.4,18.5,32.9,12.0,47.0,11.0,729.4,0.0,92.0,3.0,0.051,8.38,5.6,80.0
2023-11-28 13:00:00,3.15,12.9,19.6,32.5,12.0,27.0,11.0,728.7,0.0,92.0,3.1,0.044,8.52,6.3,52.0
2023-11-28 14:00:00,3.12,8.1,19.9,27.9,15.0,25.0,12.0,727.8,0.0,92.0,3.1,0.032,8.55,6.2,42.0
2023-11-28 15:00:00,3.12,7.9,20.5,28.5,15.0,24.0,14.0,727.2,0.0,92.0,3.2,0.028,8.7,4.3,42.0
2023-11-28 16:00:00,3.26,9.4,21.3,30.7,15.0,28.0,20.0,727.0,0.0,93.0,4.1,0.025,9.06,3.8,130.0
2023-11-28 17:00:00,3.27,6.9,21.6,28.6,16.0,36.0,17.0,726.9,0.0,93.0,3.9499999999999997,0.006,9.19,6.3,145.0
2023-11-28 18:00:00,3.29,6.6,18.6,25.2,20.0,36.0,19.0,726.8,0.0,93.0,3.8,0.001,9.11,8.0,151.0
2023-11-28 19:00:00,3.24,6.5,18.8,25.3,21.0,36.0,18.0,726.8,0.0,93.0,3.5,0.0,9.1,7.9,150.0
2023-11-28 20:00:00,3.43,9.3,17.8,27.1,23.0,38.0,15.0,727.0,0.0,93.0,3.4,0.0,9.1,7.3,149.0
2023-11-28 21:00:00,3.26,5.4,16.1,21.5,23.0,32.0,15.0,727.0,0.0,92.0,3.2,0.0,9.14,6.6,158.0
2023-11-28 22:00:00,3.17,5.2,14.9,20.1,20.0,38.0,14.0,726.9,0.0,92.0,3.2,0.0,9.25,6.9,132.0
2023-11-28 23:00:00,3.11,4.9,14.7,19.5,19.0,35.0,13.0,726.5,0.0,92.0,3.1,0.0,9.42,6.6,145.0
2023-11-29 00:00:00,3.0,3.0,9.4,12.5,30.0,32.0,11.0,725.8,0.0,91.0,3.1,0.0,9.49,8.3,144.0
2023-11-29 01:00:00,2.94,2.9,7.7,10.5,35.0,31.0,11.0,725.3,0.0,90.0,3.1,0.0,9.32,9.2,143.0
2023-11-29 02:00:00,2.95,2.3,10.1,12.4,30.0,31.0,13.0,724.7,0.0,89.0,3.1,0.0,9.39,5.2,129.0
2023-11-29 03:00:00,2.98,2.1,12.8,15.0,21.0,32.0,21.0,724.2,0.0,89.0,3.2,0.0,9.1,5.5,55.0
2023-11-29 04:00:00,2.96,2.1,8.8,10.9,28.0,37.0,15.0,723.9,0.0,91.0,3.1,0.0,8.9,5.2,56.0
2023-11-29 05:00:00,2.98,2.3,8.9,11.2,26.0,29.0,12.0,723.6,0.0,91.0,3.5,0.0,8.8,5.3,32.0
2023-11-29 06:00:00,3.0,2.2,12.4,14.6,22.0,26.0,9.0,723.5,0.0,92.0,4.0,0.0,8.74,4.3,30.0
2023-11-29 07:00:00,3.1,2.7,17.6,20.4,18.0,24.0,8.0,723.8,0.0,92.0,4.3,0.0,8.83,3.9,22.0
2023-11-29 08:00:00,3.21,3.7,19.2,22.8,17.0,23.0,8.0,724.1,0.0,93.0,4.2,0.0,8.92,2.3,28.0
2023-11-29 09:00:00,3.49,12.8,26.4,39.2,9.0,25.0,11.0,724.1,0.0,93.0,4.0,0.009,9.29,2.1,33.0
2023-11-29 10:00:00,3.39,14.5,25.5,40.0,10.0,24.0,11.0,724.2,0.0,93.0,4.0,0.019,9.53,3.7,44.0
2023-11-29 11:00:00,3.29,10.0,21.6,31.6,14.0,25.0,8.0,724.1,0.0,93.0,3.6,0.031,9.76,3.2,24.0
2023-11-29 12:00:00,3.45,14.4,25.3,39.7,11.0,24.0,10.0,723.4,0.0,93.0,3.3,0.027,10.0,2.5,1.0
2023-11-29 13:00:00,3.52,17.3,25.5,42.8,11.0,22.0,14.0,722.3,0.0,93.0,3.3,0.033,10.28,2.6,19.0
2023-11-29 14:00:00,3.44,17.6,25.2,42.8,12.0,25.0,20.0,721.3,0.0,94.0,7.3,0.031,10.46,3.5,109.0
2023-11-29 15:00:00,3.44,25.2,27.5,52.7,11.0,38.0,20.0,720.6,0.0,94.0,10.9,0.04,10.61,4.4,98.0
2023-11-29 16:00:00,3.51,24.4,29.2,53.6,10.0,39.0,25.0,720.1,0.0,94.0,9.8,0.035,11.03,2.9,117.0
2023-11-29 17:00:00,3.51,23.5,29.6,53.0,8.0,61.0,27.0,719.7,0.0,94.0,8.2,0.016,11.0,2.8,86.0
2023-11-29 18:00:00,3.54,24.3,28.6,52.9,7.0,54.0,24.0,719.7,0.0,94.0,6.4,0.004,11.05,2.7,56.0
2023-11-29 19:00:00,3.59,15.4,27.2,42.6,7.0,43.0,19.0,719.8,0.0,94.0,4.7,0.0,11.01,3.0,32.0
2023-11-29 20:00:00,3.84,26.4,26.6,52.9,7.0,35.0,23.0,719.9,0.0,94.0,4.1,0.0,11.25,2.6,54.0
2023-11-29 21:00:00,4.04,33.7,26.2,59.9,7.153846153846154,44.0,21.0,719.9,0.0,93.0,3.9,0.0,11.38,1.3,118.0
2023-11-29 22:00:00,4.1,43.4,25.8,69.3,7.3076923076923075,44.0,23.0,719.7,0.0,93.0,3.8,0.0,11.48,1.3,102.0
2023-11-29 23:00:00,4.28,51.8,25.7,77.5,7.461538461538462,45.0,26.0,719.5,0.0,93.0,3.8,0.0,11.62,0.9,343.0
2023-11-30 00:00:00,4.51,62.3,24.9,87.2,9.4,54.0,32.0,718.9,0.0,93.0,3.8,0.0,11.72,2.2,26.0
2023-11-30 01:00:00,4.3,69.0,25.3,94.3,8.492307692307692,65.0,37.0,718.1,0.0,93.0,3.9,0.0,11.79,2.2,342.0
2023-11-30 02:00:00,3.76,59.5,24.6,84.2,6.94,92.0,38.0,717.0,0.0,93.0,3.7,0.0,11.88,2.9,333.0
2023-11-30 03:00:00,3.3,19.1,19.5,38.5,7.495238095238096,89.0,29.0,716.2,0.0,93.0,3.4,0.0,12.02,3.0,332.0
2023-11-30 04:00:00,3.29,22.5,18.2,40.7,9.446153846153846,63.0,27.0,715.5,0.0,92.75,3.4,0.0,12.12,3.3,310.0
2023-11-30 05:00:00,3.27,12.7,17.8,30.5,9.521153846153847,59.0,28.0,715.0,0.0,92.5,3.3,0.0,12.06,3.7,359.0
2023-11-30 06:00:00,3.3,9.4,18.5,28.0,8.538461538461538,51.0,28.0,714.6,0.0,92.25,3.3,0.0,11.91,3.9,347.0
2023-11-30 07:00:00,3.65,19.8,18.5,38.3,8.692307692307692,52.0,29.0,714.3,0.0,92.0,3.4,0.0,11.44,2.2,359.0
2023-11-30 08:00:00,3.93,36.8,18.9,55.7,8.846153846153847,57.0,33.0,714.5,0.0,92.0,3.4,0.016,11.4,3.0,334.0
2023-11-30 09:00:00,4.08,48.7,19.5,68.2,9.0,66.0,32.0,714.9,0.0,92.0,3.5,0.086,13.19,1.3,162.0
2023-11-30 10:00:00,3.68,32.5,19.5,52.1,12.0,66.0,32.0,715.0,0.0,90.0,3.5,0.192,16.12,3.0,21.0
2023-11-30 11:00:00,4.2,47.3,32.4,79.6,14.0,80.0,44.0,714.9,0.0,81.0,3.8,0.274,17.57,4.9,18.0
2023-11-30 12:00:00,5.15,57.6,58.3,115.9,18.0,126.0,63.0,714.2,0.0,68.0,4.4,0.298,21.78,0.9,122.0
2023-11-30 13:00:00,4.63,37.5,51.9,89.4,26.0,162.0,60.0,713.2,0.0,58.0,5.2,0.36,25.19,1.3,84.0
2023-11-30 14:00:00,4.28,25.5,52.2,77.7,34.0,139.0,48.0,712.4,0.0,53.0,5.0,0.333,25.6,3.9,153.0
2023-11-30 15:00:00,4.8,23.1,69.6,92.7,44.0,168.0,76.0,712.0,0.0,55.0,4.9,0.209,24.82,6.3,156.0
2023-11-30 16:00:00,4.38,14.3,50.1,64.3,50.0,202.0,53.0,712.0,0.0,58.0,4.1,0.224,25.4,6.5,155.0
2023-11-30 17:00:00,3.98,9.2,34.3,43.4,40.0,162.0,34.0,712.3,0.0,65.0,3.6,0.118,24.93,8.1,157.0
2023-11-30 18:00:00,4.1,11.6,43.9,55.5,17.0,119.0,34.0,712.8,0.0,72.0,3.5,0.014,22.45,5.2,130.0
2023-11-30 19:00:00,4.16,24.2,40.8,65.0,7.0,143.0,37.0,713.2,0.0,81.0,3.8,0.0,19.82,4.0,109.0
2023-11-30 20:00:00,4.07,25.8,34.5,60.4,7.0,146.0,39.0,713.7,0.0,85.0,4.7,0.0,18.26,4.5,98.0
2023-11-30 21:00:00,4.34,40.2,33.1,73.2,7.0,128.0,42.0,714.2,0.0,87.0,4.3,0.0,17.0,1.8,89.0
2023-11-30 22:00:00,5.12,66.1,29.3,95.4,7.0,153.0,61.0,714.7,0.0,89.0,4.4,0.0,16.15,1.7,45.0
2023-11-30 23:00:00,5.64,88.0,28.0,116.0,7.0,173.0,74.0,714.8,0.0,91.0,4.4,0.0,15.81,3.2,10.0
2023-12-01 00:00:00,5.46,118.4,27.5,145.9,7.0,196.5,71.5,714.85,0.0,92.0,4.45,0.0,15.365,3.0,157.5
2023-12-01 01:00:00,5.28,148.8,27.0,175.8,7.0,220.0,69.0,714.9,0.0,93.0,4.5,0.0,14.92,2.8,305.0
2023-12-01 02:00:00,5.04,135.7,25.2,160.8,7.0,219.0,61.0,714.9,0.0,93.0,4.4,0.0,14.69,2.6,302.0
2023-12-01 03:00:00,4.67,100.0,24.9,124.9,7.0,159.0,49.0,714.8,0.0,94.0,4.1,0.0,14.93,2.2,312.0
2023-12-01 04:00:00,4.28,63.7,24.8,88.5,7.166666666666667,118.0,42.0,714.7,0.0,94.0,3.7,0.0,15.29,1.4,358.0
2023-12-01 05:00:00,4.01,67.7,25.8,93.6,7.333333333333333,96.0,47.0,714.9,0.0,94.0,3.7,0.0,15.22,0.8,349.0
2023-12-01 06:00:00,3.93,58.0,24.6,82.6,7.5,96.0,51.0,715.0,0.0,94.0,3.6,0.0,15.41,1.6,15.0
2023-12-01 07:00:00,4.11,72.7,24.5,97.2,7.666666666666667,104.0,46.0,715.6,0.0,94.0,3.8,0.0,14.91,1.8,24.0
2023-12-01 08:00:00,3.75,32.6,20.2,52.8,7.833333333333333,126.0,32.0,715.9,0.0,94.0,3.4,0.008,13.77,4.3,353.0
2023-12-01 09:00:00,3.77,48.9,21.7,70.5,8.0,93.0,36.0,716.5,0.0,93.0,3.7,0.046,14.14,7.3,18.0
2023-12-01 10:00:00,3.33,14.4,13.5,27.9,11.0,134.0,18.0,717.1,0.0,91.0,3.4,0.122,14.68,8.5,14.0
2023-12-01 11:00:00,3.22,9.1,10.7,19.8,16.0,70.0,15.0,717.3,0.0,86.0,3.4,0.179,16.3,7.3,32.0
2023-12-01 12:00:00,3.13,6.3,9.2,15.5,21.0,58.0,13.0,717.2,0.0,78.0,3.4,0.222,17.26,10.7,29.0
2023-12-01 13:00:00,3.13,5.2,8.6,13.8,27.0,50.0,10.0,716.8,0.0,71.0,3.5,0.258,18.89,10.9,32.0
2023-12-01 14:00:00,3.12,5.8,9.1,14.9,29.0,47.0,11.0,716.1,0.0,66.0,3.5,0.304,20.69,8.4,51.0
2023-12-01 15:00:00,3.11,5.2,8.6,13.8,32.0,49.0,11.0,715.9,0.0,64.0,3.6,0.243,21.74,6.7,54.0
2023-12-01 16:00:00,3.11,4.9,9.3,14.2,32.0,46.0,11.5,715.7,0.0,62.0,3.8,0.159,21.72,4.2,68.0
2023-12-01 17:00:00,3.17,5.0,10.5,15.5,31.0,47.0,12.0,715.7,0.0,62.0,4.0,0.082,21.67,3.9,94.0
2023-12-01 18:00:00,3.57,8.3,25.1,33.4,16.0,55.0,20.0,716.0,0.0,76.0,3.7,0.012,19.09,8.5,161.0
2023-12-01 19:00:00,3.87,18.0,31.5,49.5,8.0,94.0,26.0,716.5,0.0,82.0,3.5,0.0,17.98,6.7,141.0
2023-12-01 20:00:00,3.96,28.9,28.3,57.2,8.0,107.0,27.0,717.0,0.0,85.0,3.5,0.0,17.03,5.1,122.0
2023-12-01 21:00:00,4.09,32.8,24.7,57.5,7.0,126.0,25.0,717.1,0.0,89.0,3.5,0.0,16.15,3.1,104.0
2023-12-01 22:00:00,4.47,50.6,23.8,74.4,7.0,114.0,34.0,717.3,0.0,91.0,3.9,0.0,15.78,2.8,124.0
2023-12-01 23:00:00,4.64,44.4,23.2,67.6,7.0,146.0,40.0,717.2,0.0,92.0,4.0,0.0,15.17,1.0,124.0
2023-12-02 00:00:00,4.48,44.7,22.8,67.6,7.1,114.0,44.0,717.0,0.0,92.0,3.8,0.0,14.8,1.4,87.0
2023-12-02 01:00:00,4.39,47.3,23.0,70.2,7.2,110.0,43.0,717.0,0.0,93.0,3.8,0.0,14.54,2.5,24.0
2023-12-02 02:00:00,4.74,73.4,20.3,93.7,7.3,122.0,47.0,717.0,0.0,93.0,4.0,0.0,14.2,2.9,320.0
2023-12-02 03:00:00,4.08,42.2,23.4,65.6,7.317142857142858,108.0,34.0,717.0,0.0,94.0,3.6,0.0,14.09,2.3,319.0
2023-12-02 04:00:00,3.89,28.5,23.6,52.1,8.642857142857142,49.0,32.0,717.0,0.0,94.0,3.4,0.0,14.15,2.6,7.0
2023-12-02 05:00:00,3.77,21.3,25.4,46.6,10.614285714285714,47.0,43.0,717.0,0.0,95.0,3.4,0.0,14.14,3.1,5.0
2023-12-02 06:00:00,3.94,43.9,24.6,68.5,7.7,57.0,40.0,717.2,0.0,95.0,3.4,0.0,13.57,4.7,336.0
2023-12-02 07:00:00,3.57,12.1,21.2,33.3,7.8,53.0,28.0,717.8,0.0,95.0,3.2,0.0,12.96,3.9,9.0
2023-12-02 08:00:00,3.58,16.9,19.7,36.7,7.9,48.0,32.0,718.3,0.0,95.0,3.2,0.003,12.9,3.5,334.0
2023-12-02 09:00:00,3.66,24.1,19.4,43.5,8.0,57.0,31.0,718.8,0.0,95.0,3.3,0.026,12.64,3.4,15.0
2023-12-02 10:00:00,3.86,30.5,25.9,56.4,10.0,67.0,38.0,719.4,0.0,95.0,3.3,0.142,14.29,1.0,44.0
2023-12-02 11:00:00,4.34,39.0,37.4,76.4,16.0,92.0,50.0,719.5,0.0,94.0,3.5,0.264,18.4,2.3,99.0
2023-12-02 12:00:00,3.94,20.8,33.4,54.2,27.0,136.0,46.0,719.2,0.0,89.0,3.8,0.339,21.27,4.2,56.0
2023-12-02 13:00:00,3.42,11.8,20.0,31.8,32.0,131.0,30.0,718.8,0.0,66.0,3.9,0.345,22.49,6.5,94.0
2023-12-02 14:00:00,3.49,10.6,23.9,34.6,38.0,93.0,31.0,718.2,0.0,61.0,4.3,0.339,24.01,5.7,105.0
2023-12-02 15:00:00,3.49,9.2,22.9,32.1,42.0,107.0,34.0,717.9,0.0,60.0,4.1,0.253,24.62,4.4,134.0
2023-12-02 16:00:00,3.37,7.3,18.9,26.2,42.0,93.0,26.0,718.0,0.0,59.0,4.1,0.181,24.27,5.9,102.0
2023-12-02 17:00:00,3.57,8.1,23.2,31.3,41.0,75.0,29.0,718.4,0.0,59.0,4.6,0.081,23.56,6.3,147.0
2023-12-02 18:00:00,3.85,6.2,34.7,41.0,26.0,97.0,50.0,719.2,0.0,75.0,4.65,0.009,20.38,9.2,146.0
2023-12-02 19:00:00,3.78,6.2,28.7,34.9,25.0,108.0,45.0,720.1,0.0,80.0,4.7,0.0,18.79,7.2,159.0
2023-12-02 20:00:00,3.82,7.0,29.0,36.0,20.0,96.0,43.0,720.6,0.0,79.0,4.3,0.0,18.57,5.3,172.0
