Date,SURESTE2 CO ppm,SURESTE2 NO ppb,SURESTE2 NO2 ppb,SURESTE2 NOX ppb,SURESTE2 O3 ppb,SURESTE2 PM10 ug/m3,SURESTE2 PM2.5 ug/m3,SURESTE2 PRS mmhg,SURESTE2 RAINF mm/hr,SURESTE2 RH %,SURESTE2 SO2 ppb,SURESTE2 SR KW/m2,SURESTE2 TOUT DegC,SURESTE2 WSR KMPH,SURESTE2 WDR Deg
2023-01-01 00:00:00,2.91,36.6,33.6,70.2,10.0,100.0,66.6,714.1,0.0,57.0,3.0,0.0,18.64,1.4,55.0
2023-01-01 01:00:00,4.8,94.3,32.7,127.0,13.0,198.0,148.0,722.0,0.0,68.0,3.9,0.0,17.34,0.5,14.0
2023-01-01 02:00:00,6.58,144.0,29.6,173.6,13.0,436.0,500.4,721.9,0.0,70.0,5.0,0.0,16.6,1.3,227.0
2023-01-01 03:00:00,6.95,173.2,27.4,200.6,11.0,558.0,209.8,721.7,0.0,73.0,5.1,0.0,15.81,1.4,237.0
2023-01-01 04:00:00,6.77,151.7,23.6,175.3,12.0,551.0,192.2,721.7,0.0,75.0,4.7,0.0,15.0,1.4,234.0
2023-01-01 05:00:00,4.07,62.8,28.6,91.4,8.0,596.0,133.4,721.7,0.0,74.0,4.0,0.0,14.99,1.9,251.0
2023-01-01 06:00:00,2.48,17.1,31.6,48.8,7.0,276.0,89.2,721.7,0.0,70.0,3.9,0.0,15.32,2.3,247.0
2023-01-01 07:00:00,2.52,29.6,30.7,60.3,6.0,174.0,75.2,721.7,0.0,69.0,3.8,0.0,15.07,1.4,226.0
2023-01-01 08:00:00,3.46,77.2,25.1,102.2,7.0,166.0,81.2,721.9,0.0,72.0,3.7,0.016,13.95,1.4,214.0
2023-01-01 09:00:00,2.71,49.3,28.9,78.2,7.0,228.0,68.7,722.1,0.0,61.0,3.9,0.119,16.54,1.2,182.0
2023-01-01 10:00:00,1.67,12.9,20.4,33.3,14.0,159.0,59.6,722.2,0.0,52.0,4.2,0.231,20.36,1.4,122.0
2023-01-01 11:00:00,1.53,6.6,14.5,21.1,29.0,95.0,28.6,722.2,0.0,46.0,4.2,0.302,23.35,1.4,100.0
2023-01-01 12:00:00,1.41,5.6,12.6,18.3,42.0,97.0,21.2,722.0,0.0,37.0,4.3,0.051,26.37,1.4,112.0
2023-01-01 13:00:00,1.29,5.0,10.7,15.6,52.0,73.0,21.4,721.6,0.0,29.0,3.8,0.3,29.56,1.3,107.0
2023-01-01 14:00:00,1.25,4.5,10.0,14.5,64.0,62.0,18.2,721.1,0.0,23.0,3.6,0.364,31.8,0.7,341.0
2023-01-01 15:00:00,1.21,4.6,10.7,15.3,68.0,72.0,18.4,720.8,0.0,20.0,3.3,0.305,32.8,1.4,48.0
2023-01-01 16:00:00,1.22,4.2,10.7,15.0,83.0,58.0,23.4,720.7,0.0,21.0,25.6,0.212,32.43,7.2,32.0
2023-01-01 17:00:00,1.29,3.9,15.8,19.7,92.0,76.0,23.4,720.8,0.0,24.0,20.950000000000003,0.103,30.94,5.6,41.0
2023-01-01 18:00:00,1.64,4.9,34.9,39.8,51.0,93.0,23.4,720.8,0.0,28.0,16.3,0.018,28.91,4.0,60.0
2023-01-01 19:00:00,2.37,13.4,62.6,76.0,23.0,88.0,22.8,720.9,0.0,33.0,9.6,0.0,26.64,1.2,102.0
2023-01-01 20:00:00,2.44,10.6,58.4,68.9,16.0,153.0,49.0,721.1,0.0,38.0,8.2,0.0,24.85,1.0,70.0
2023-01-01 21:00:00,2.47,21.8,52.4,74.3,7.0,151.0,57.2,721.3,0.0,44.0,6.0,0.0,23.59,1.4,58.0
2023-01-01 22:00:00,2.29,26.6,43.2,69.8,7.0,142.0,42.6,721.1,0.0,52.0,5.2,0.0,22.28,1.3,74.0
2023-01-01 23:00:00,1.66,12.8,23.9,36.7,13.0,134.0,32.0,721.0,0.0,57.0,3.9,0.0,21.32,2.7,93.0
2023-01-02 00:00:00,1.39,5.0,19.5,24.5,17.0,94.0,34.4,720.9,0.0,56.0,3.5,0.0,21.21,1.2,59.0
2023-01-02 01:00:00,1.26,4.4,12.1,16.5,20.0,70.0,31.8,720.7,0.0,65.0,3.1,0.0,20.32,3.5,39.0
2023-01-02 02:00:00,1.42,6.7,19.7,26.4,11.0,59.0,32.4,720.6,0.0,72.0,3.1,0.0,18.9,1.0,190.0
2023-01-02 03:00:00,1.27,4.3,12.2,16.6,13.0,67.0,27.0,720.4,0.0,77.0,2.9499999999999997,0.0,18.16,1.4,266.0
2023-01-02 04:00:00,1.16,4.1,9.9,14.0,13.0,57.0,22.8,720.4,0.0,83.0,2.8,0.0,17.75,1.5,261.0
2023-01-02 05:00:00,1.25,10.2,14.9,25.1,10.0,57.0,28.8,720.4,0.0,85.0,2.7,0.0,17.9,2.0,247.0
2023-01-02 06:00:00,1.48,32.3,22.7,55.0,6.0,72.0,35.0,720.4,0.0,86.0,2.8,0.0,17.44,2.9,220.0
2023-01-02 07:00:00,1.81,52.7,24.4,77.1,5.0,86.0,38.4,720.5,0.0,85.0,2.9,0.0,17.19,1.8,219.0
2023-01-02 08:00:00,2.33,78.8,24.7,103.5,5.0,105.0,53.0,720.7,0.0,85.0,3.1,0.017,16.75,0.9,142.0
2023-01-02 09:00:00,2.84,89.8,26.8,116.6,6.0,126.0,45.8,720.8,0.0,80.0,3.4,0.065,17.82,1.2,94.0
2023-01-02 10:00:00,2.08,37.6,24.5,62.1,10.0,180.0,47.6,720.8,0.0,71.0,3.6,0.145,19.57,0.7,58.0
2023-01-02 11:00:00,1.78,21.0,24.2,45.2,16.0,126.0,62.8,721.0,0.0,60.0,4.5,0.212,22.94,0.5,146.0
2023-01-02 12:00:00,1.68,12.4,25.0,37.4,28.0,99.0,37.8,720.8,0.0,42.0,5.3,0.141,27.02,1.1,130.0
2023-01-02 13:00:00,1.3,6.7,13.4,20.2,41.0,103.0,28.0,720.5,0.0,30.0,4.9,0.246,29.4,1.3,104.0
2023-01-02 14:00:00,1.34,7.7,18.5,26.3,45.0,68.0,21.8,720.2,0.0,27.0,4.6,0.287,30.74,0.9,156.0
2023-01-02 15:00:00,1.78,8.5,20.2,28.6,45.0,83.0,18.4,719.9,0.0,23.0,4.3,0.225,30.96,3.6,102.0
2023-01-02 16:00:00,1.5,9.6,23.1,32.7,40.0,80.0,28.6,719.7,0.0,22.0,4.3,0.16,30.89,3.1,118.0
2023-01-02 17:00:00,1.5,14.3,32.5,46.8,32.0,75.0,23.0,719.6,0.0,26.0,9.5,0.081,30.29,2.8,119.0
2023-01-02 18:00:00,1.83,17.6,40.4,58.0,22.0,109.0,32.4,719.7,0.0,31.0,13.3,0.024,28.25,5.4,133.0
2023-01-02 19:00:00,1.83,20.9,38.9,59.8,20.0,111.0,60.8,719.8,0.0,35.0,16.3,0.001,25.91,2.5,161.0
2023-01-02 20:00:00,2.64,59.2,46.2,105.4,9.0,147.0,51.8,720.0,0.0,38.0,9.5,0.0,24.29,1.4,174.0
2023-01-02 21:00:00,4.14,155.4,45.9,201.3,8.0,248.0,112.2,720.3,0.0,41.0,6.1,0.0,22.92,1.0,236.0
2023-01-02 22:00:00,4.48,167.7,41.2,208.9,8.0,303.0,120.0,720.4,0.0,46.0,4.9,0.0,21.32,0.3,312.0
2023-01-02 23:00:00,4.89,202.2,36.4,238.6,8.0,331.0,104.6,720.4,0.0,49.0,4.7,0.0,20.14,0.6,214.0
2023-01-03 00:00:00,3.34,121.6,41.5,163.1,7.0,342.0,124.4,720.5,0.0,50.0,6.4,0.0,19.79,1.5,254.0
2023-01-03 01:00:00,3.53,137.3,47.4,184.7,7.0,239.0,138.2,720.6,0.0,50.0,7.0,0.0,19.69,1.3,236.0
2023-01-03 02:00:00,2.36,72.7,44.3,117.0,7.0,212.0,108.6,720.6,0.0,41.0,10.2,0.0,20.56,5.3,247.0
2023-01-03 03:00:00,1.92,37.9,43.2,81.2,6.0,137.0,68.6,720.6,0.0,37.0,11.7,0.0,21.45,3.2,268.0
2023-01-03 04:00:00,1.46,13.4,35.0,48.4,7.0,121.0,51.0,720.8,0.0,34.0,8.3,0.0,21.45,2.4,264.0
2023-01-03 05:00:00,1.16,7.4,23.5,30.9,9.0,125.0,42.2,720.8,0.0,31.0,6.1,0.0,20.8,2.7,259.0
2023-01-03 06:00:00,1.18,5.6,22.4,28.0,11.0,139.0,22.2,720.8,0.0,27.0,5.3,0.0,22.75,12.1,249.0
2023-01-03 07:00:00,1.11,6.4,21.3,27.6,12.0,142.0,33.0,721.1,0.0,26.0,3.8,0.0,23.09,10.5,252.0
2023-01-03 08:00:00,1.1,5.6,17.7,23.3,17.0,102.0,23.6,721.3,0.0,32.0,3.8,0.016,20.1,11.6,251.0
2023-01-03 09:00:00,1.2,12.4,21.1,33.5,18.0,77.0,38.8,721.7,0.0,31.0,3.75,0.101,19.38,8.2,241.0
2023-01-03 10:00:00,1.29,18.2,20.5,38.6,20.0,95.0,46.8,721.9,0.0,28.0,3.7,0.237,20.99,7.7,231.0
2023-01-03 11:00:00,1.27,15.9,18.5,34.3,24.0,121.0,30.6,721.9,0.0,25.0,2.9,0.32,23.44,5.0,234.0
2023-01-03 12:00:00,1.22,12.9,15.7,28.7,28.0,95.0,15.6,721.8,0.0,21.0,2.9,0.074,26.08,1.5,236.0
2023-01-03 13:00:00,1.05,7.9,10.9,18.7,34.0,91.0,17.2,721.4,0.0,18.0,2.8000000000000003,0.276,28.36,0.2,269.0
2023-01-03 14:00:00,1.17,9.0,13.4,22.4,36.0,71.0,17.6,720.9,0.0,16.0,2.7,0.377,29.17,0.8,96.0
2023-01-03 15:00:00,1.2,6.5,14.2,20.7,50.0,62.0,15.2,720.7,0.0,17.0,9.1,0.299,29.52,5.2,50.0
2023-01-03 16:00:00,1.17,6.6,17.4,24.0,55.0,85.0,13.666666666666666,720.6,0.0,20.0,13.8,0.22,28.77,8.4,60.0
2023-01-03 17:00:00,1.19,7.6,18.4,26.0,42.0,80.0,19.4,720.7,0.0,20.0,10.3,0.118,28.12,8.8,59.0
2023-01-03 18:00:00,1.09,5.0,14.1,19.0,33.0,75.0,15.8,721.0,0.0,21.0,13.2,0.026,26.01,6.1,45.0
2023-01-03 19:00:00,1.59,23.8,32.6,56.4,15.0,53.0,25.8,721.4,0.0,24.0,3.1,0.001,23.44,1.3,80.0
2023-01-03 20:00:00,1.78,43.4,36.5,79.9,10.0,81.0,39.6,721.9,0.0,28.0,3.9,0.0,21.78,1.4,143.0
2023-01-03 21:00:00,1.5,24.5,31.1,55.5,13.0,111.0,34.0,722.2,0.0,30.0,3.6,0.0,20.96,1.5,134.0
2023-01-03 22:00:00,1.64,29.6,30.8,60.4,12.0,69.0,49.2,722.4,0.0,32.0,3.0,0.0,19.99,1.3,153.0
2023-01-03 23:00:00,1.94,39.8,33.3,73.1,8.0,87.0,58.4,722.7,0.0,35.0,3.0,0.0,18.76,1.4,181.0
2023-01-04 00:00:00,2.01,44.2,32.3,76.5,8.0,154.0,52.0,722.8,0.0,36.0,2.9,0.0,18.53,1.4,178.0
2023-01-04 01:00:00,2.78,120.8,31.4,152.2,7.0,164.0,61.8,722.8,0.0,42.0,3.6,0.0,17.06,1.1,222.0
2023-01-04 02:00:00,1.77,44.0,31.5,75.4,6.0,174.0,46.2,722.8,0.0,41.0,3.1,0.0,16.8,1.4,248.0
2023-01-04 03:00:00,1.98,66.1,33.2,99.4,7.0,108.0,84.8,722.7,0.0,43.0,3.6,0.0,16.28,1.4,206.0
2023-01-04 04:00:00,2.07,71.2,30.7,101.9,7.0,126.0,75.6,722.7,0.0,49.0,3.2,0.0,15.16,1.3,225.0
2023-01-04 05:00:00,2.23,102.3,30.4,132.7,7.0,126.0,81.6,722.8,0.0,52.0,3.5,0.0,14.75,1.4,239.0
2023-01-04 06:00:00,2.55,181.1,34.8,216.0,7.333333333333333,133.0,91.8,722.9,0.0,51.0,4.4,0.0,14.68,1.4,223.0
2023-01-04 07:00:00,2.8,179.5,32.6,212.0,7.666666666666667,186.0,71.8,723.1,0.0,52.0,4.4,0.0,14.29,1.3,226.0
2023-01-04 08:00:00,3.96,249.7,34.1,283.8,8.0,199.0,113.8,723.4,0.0,53.0,5.3,0.012,14.35,1.4,211.0
2023-01-04 09:00:00,3.7,193.2,37.8,231.0,7.0,298.0,115.6,723.8,0.0,47.0,5.2,0.109,16.46,1.4,239.0
2023-01-04 10:00:00,2.15,72.3,44.4,116.6,11.0,278.0,101.4,724.1,0.0,34.0,4.8,0.224,20.42,1.4,242.0
2023-01-04 11:00:00,1.58,23.7,34.9,58.6,22.0,162.0,34.8,724.2,0.0,26.0,5.4,0.306,23.9,0.6,158.0
2023-01-04 12:00:00,1.18,8.0,15.4,23.3,37.0,108.0,44.0,724.0,0.0,28.0,9.0,0.072,24.9,1.2,34.0
2023-01-04 13:00:00,1.08,6.2,8.8,15.0,43.0,74.0,32.6,723.8,0.0,27.0,13.0,0.26,25.82,1.5,37.0
2023-01-04 14:00:00,1.17,5.8,17.1,23.0,73.0,72.0,18.2,723.4,0.0,26.0,28.5,0.365,26.44,3.2,59.0
2023-01-04 15:00:00,1.13,5.2,13.0,18.2,68.0,95.0,15.6,723.3,0.0,25.0,28.3,0.308,26.75,5.1,45.0
2023-01-04 16:00:00,1.16,7.1,14.1,21.2,48.0,71.0,15.6,723.2,0.0,24.0,7.4,0.221,27.12,3.5,53.0
2023-01-04 17:00:00,1.17,7.2,14.1,21.3,40.0,65.0,18.2,723.1,0.0,26.0,3.0,0.114,26.77,5.3,57.0
2023-01-04 18:00:00,1.5,12.6,29.8,42.4,25.0,63.0,24.0,723.3,0.0,29.0,2.8,0.023,25.71,2.1,71.0
2023-01-04 19:00:00,2.37,49.4,49.0,98.4,9.0,80.0,28.8,723.4,0.0,33.0,3.5,0.001,23.73,1.3,85.0
2023-01-04 20:00:00,2.84,72.5,47.5,120.0,8.0,140.0,50.2,723.6,0.0,38.0,4.0,0.0,21.49,1.2,91.0
2023-01-04 21:00:00,3.39,107.5,46.4,153.9,8.0,200.0,68.4,723.9,0.0,42.0,4.3,0.0,20.18,1.3,92.0
2023-01-04 22:00:00,1.91,38.5,33.7,72.2,15.0,280.0,72.0,724.2,0.0,42.0,5.5,0.0,19.78,4.2,52.0
2023-01-04 23:00:00,1.19,6.4,16.6,23.0,26.0,127.0,41.0,724.4,0.0,45.0,3.3,0.0,17.95,2.8,74.0
2023-01-05 00:00:00,1.42,8.2,26.2,34.4,16.0,66.0,28.73333333333333,724.5,0.0,50.0,2.8,0.0,16.95,1.4,146.0
2023-01-05 01:00:00,1.85,38.4,31.8,70.2,9.0,74.0,30.2,724.5,0.0,53.0,3.0,0.0,16.1,1.4,152.0
2023-01-05 02:00:00,1.95,48.1,30.0,78.1,7.0,108.0,51.0,724.3,0.0,56.0,3.5,0.0,15.21,0.8,136.0
2023-01-05 03:00:00,2.03,60.1,30.8,90.9,6.0,127.0,53.4,724.3,0.0,56.0,3.5,0.0,14.66,1.4,193.0
2023-01-05 04:00:00,1.6,34.3,28.5,62.8,6.0,129.0,58.2,724.3,0.0,59.0,3.2,0.0,13.96,1.4,232.0
2023-01-05 05:00:00,1.5,52.8,33.2,85.9,6.0,119.0,59.4,724.5,0.0,58.0,3.3,0.0,13.52,1.4,228.0
2023-01-05 06:00:00,1.91,118.5,35.7,154.2,6.333333333333333,126.0,66.0,724.5,0.0,58.0,3.7,0.0,13.28,1.5,215.0
2023-01-05 07:00:00,2.59,161.9,39.6,201.4,6.666666666666667,156.0,57.2,724.6,0.0,59.0,4.5,0.0,13.23,1.6,234.0
2023-01-05 08:00:00,3.37,197.6,39.5,237.1,7.0,184.0,68.2,724.9,0.0,59.0,5.4,0.013,13.3,1.7,219.0
2023-01-05 09:00:00,2.13,64.3,42.5,106.8,8.0,248.0,67.6,725.1,0.0,51.0,8.5,0.113,16.2,1.8,242.0
2023-01-05 10:00:00,1.8,32.8,39.3,72.1,15.0,141.0,65.8,725.3,0.0,43.0,7.8,0.224,19.55,3.0,241.0
2023-01-05 11:00:00,1.7,23.5,40.5,64.0,23.0,148.0,47.6,725.3,0.0,36.0,8.0,0.306,22.33,2.0,258.0
2023-01-05 12:00:00,1.53,12.3,32.6,44.9,38.0,155.0,38.912,725.2,0.0,32.0,5.9,0.077,24.44,1.4,316.0
2023-01-05 13:00:00,1.33,8.3,22.5,30.8,49.0,154.0,31.2,724.8,0.0,30.0,4.9,0.255,26.04,1.1,49.0
2023-01-05 14:00:00,1.39,7.1,27.4,34.6,67.0,133.0,28.2,724.4,0.0,29.0,7.1,0.362,26.71,2.1,40.0
2023-01-05 15:00:00,1.46,5.3,30.4,35.7,107.0,134.0,32.8,724.2,0.0,28.0,17.65,0.307,27.29,2.1,61.0
2023-01-05 16:00:00,1.32,5.6,22.0,27.7,75.0,129.0,31.6,724.1,0.0,27.0,28.2,0.219,27.47,5.1,60.0
2023-01-05 17:00:00,1.18,6.4,11.7,18.1,54.0,82.0,28.0,724.0,0.0,28.0,4.6,0.117,27.37,4.05,38.0
2023-01-05 18:00:00,1.21,5.1,13.7,18.7,37.0,62.0,16.0,724.0,0.0,32.0,5.7,0.026,26.56,3.0,47.0
2023-01-05 19:00:00,1.53,13.5,30.8,44.3,20.0,61.0,23.6,724.0,0.0,37.0,8.4,0.001,24.19,1.5,56.0
2023-01-05 20:00:00,2.2,65.4,45.9,111.3,8.0,72.0,31.2,724.2,0.0,42.0,4.9,0.0,22.36,1.3,112.0
2023-01-05 21:00:00,1.9,33.3,37.3,70.7,9.0,149.0,33.6,724.4,0.0,46.0,3.3,0.0,21.31,1.4,97.0
2023-01-05 22:00:00,1.98,38.9,36.2,75.1,7.0,118.0,34.0,724.5,0.0,51.0,3.2,0.0,20.31,1.3,103.0
2023-01-05 23:00:00,1.5,11.5,28.6,40.1,11.0,138.0,45.4,724.6,0.0,59.0,2.8,0.0,19.48,1.4,54.0
2023-01-06 00:00:00,1.25,5.3,18.3,23.6,16.0,86.0,38.4,724.5,0.0,68.0,2.7,0.0,18.22,1.5,56.0
2023-01-06 01:00:00,1.3,7.1,21.0,28.0,12.0,64.0,23.6,724.4,0.0,76.0,2.6,0.0,17.21,1.2,80.0
2023-01-06 02:00:00,1.13,4.4,10.6,15.0,16.0,62.0,28.6,724.3,0.0,82.0,2.6,0.0,16.4,1.4,44.0
2023-01-06 03:00:00,1.1,4.2,7.6,11.8,17.0,52.0,22.0,724.2,0.0,86.0,2.4,0.0,16.28,1.3,9.0
2023-01-06 04:00:00,1.12,3.6,7.3,10.8,17.0,48.0,25.6,724.1,0.0,87.0,2.4,0.0,16.48,1.3,63.0
2023-01-06 05:00:00,1.13,4.1,9.5,13.6,15.0,45.0,33.8,724.0,0.0,88.0,2.5,0.0,16.65,1.4,71.0
2023-01-06 06:00:00,1.12,3.2,11.7,14.8,13.0,53.0,27.8,724.0,0.0,88.0,2.6,0.0,16.68,1.4,43.0
2023-01-06 07:00:00,1.13,3.1,10.9,14.0,14.0,57.0,25.8,724.1,0.0,88.0,2.8,0.0,16.49,1.4,48.0
2023-01-06 08:00:00,1.53,23.2,19.7,42.9,9.0,48.0,28.817272727272723,724.3,0.0,86.0,2.7,0.006,16.55,1.2,93.0
2023-01-06 09:00:00,1.87,25.1,22.4,47.6,11.0,84.0,40.6,724.3,0.0,79.0,2.8,0.053,17.47,0.9,209.0
2023-01-06 10:00:00,1.26,6.5,9.0,15.5,25.0,105.0,43.8,724.5,0.0,70.0,2.7,0.207,19.15,2.8,38.0
2023-01-06 11:00:00,1.37,10.0,11.0,21.0,25.0,65.0,36.4,724.6,0.0,68.0,2.7,0.206,19.66,1.6,104.0
2023-01-06 12:00:00,1.26,5.6,7.4,13.0,32.0,72.0,38.8,724.4,0.0,59.0,2.75,0.098,21.76,1.1,70.0
2023-01-06 13:00:00,1.26,6.1,9.0,15.1,34.0,68.0,37.6,724.0,0.0,54.0,2.8,0.261,23.26,1.9,86.0
2023-01-06 14:00:00,1.28,6.4,10.1,16.6,37.0,76.0,48.4,723.5,0.0,47.0,2.6,0.364,24.69,5.0,67.0
2023-01-06 15:00:00,1.28,6.8,10.7,17.6,34.0,79.0,45.6,723.3,0.0,46.0,2.5,0.307,25.78,5.7,78.0
2023-01-06 16:00:00,1.29,7.3,11.2,18.5,33.0,61.0,56.2,723.1,0.0,43.0,2.6,0.217,26.7,6.9,79.0
2023-01-06 17:00:00,1.41,9.6,16.3,25.9,28.0,72.0,59.4,722.9,0.0,43.0,3.0,0.116,27.03,9.0,74.0
2023-01-06 18:00:00,1.55,11.6,23.7,35.3,22.0,77.0,52.8,723.0,0.0,44.0,3.5,0.026,26.04,8.5,67.0
2023-01-06 19:00:00,2.12,28.9,36.8,65.7,10.0,92.0,52.4,723.1,0.0,51.0,3.8,0.001,24.23,1.7,84.0
2023-01-06 20:00:00,2.37,49.8,37.4,87.2,7.0,137.0,49.4,723.2,0.0,56.0,3.6,0.0,22.45,1.4,134.0
2023-01-06 21:00:00,4.06,119.2,36.3,155.5,7.0,138.0,58.4,723.3,0.0,60.0,3.4,0.0,21.36,1.4,135.0
2023-01-06 22:00:00,3.2299999999999995,84.0,36.3,118.75,8.0,219.0,101.4,723.4,0.0,63.0,4.4,0.0,20.59,1.4,137.0
2023-01-06 23:00:00,2.4,48.8,33.2,82.0,6.0,292.0,83.6,723.4,0.0,65.0,2.9,0.0,20.07,1.3,57.0
2023-01-07 00:00:00,2.11,39.4,29.5,68.9,6.0,156.0,59.4,723.5,0.0,69.0,2.7,0.0,18.95,1.3,82.0
2023-01-07 01:00:00,1.52,17.3,24.1,41.4,6.0,132.0,28.0,723.3,0.0,77.0,2.6,0.0,17.92,1.3,58.0
2023-01-07 02:00:00,1.7,30.4,22.3,52.7,7.0,85.0,19.4,723.2,0.0,83.0,2.6,0.0,17.32,1.4,76.0
2023-01-07 03:00:00,1.6,27.4,16.5,43.9,8.0,80.0,30.6,722.9,0.0,85.0,2.3,0.0,17.08,1.3,69.0
2023-01-07 04:00:00,1.32,8.7,11.3,20.0,10.0,73.0,39.4,722.8,0.0,88.0,2.0,0.001,17.17,0.3,272.0
2023-01-07 05:00:00,1.21,4.5,8.8,13.3,10.0,49.0,43.6,722.8,0.0,91.0,2.1,0.001,17.31,1.3,249.0
2023-01-07 06:00:00,1.33,16.1,15.9,32.0,7.0,61.0,49.0,722.7,0.0,91.0,2.1,0.001,17.56,1.4,224.0
2023-01-07 07:00:00,1.39,7.1,17.7,24.7,9.0,66.0,39.8,722.8,0.0,90.0,2.35,0.001,17.55,1.4,216.0
2023-01-07 08:00:00,2.14,51.1,24.1,75.2,6.0,74.0,45.6,722.9,0.0,89.0,2.6,0.007,16.94,1.4,219.0
2023-01-07 09:00:00,1.71,20.5,22.9,43.4,9.0,114.0,41.2,723.1,0.0,86.0,2.5,0.085,17.65,1.7,244.0
2023-01-07 10:00:00,1.53,15.1,20.9,36.0,16.0,111.0,33.6,723.3,0.0,76.0,3.0,0.208,19.81,2.0,264.0
2023-01-07 11:00:00,1.36,10.4,15.3,25.7,23.0,120.0,46.2,723.5,0.0,69.0,3.8,0.296,21.15,2.8,270.0
2023-01-07 12:00:00,1.28,7.1,11.3,18.3,30.0,98.0,27.0,723.5,0.0,61.0,3.5,0.087,23.29,3.4,275.0
2023-01-07 13:00:00,1.19,4.4,7.6,11.9,37.0,95.0,31.8,723.3,0.0,51.0,3.4,0.237,26.33,1.9,302.0
2023-01-07 14:00:00,1.23,5.0,9.9,14.9,40.0,83.0,33.6,722.9,0.0,47.0,3.2,0.357,27.31,4.9,41.0
2023-01-07 15:00:00,1.24,4.2,7.8,11.9,41.0,73.0,44.6,722.8,0.0,45.0,2.9,0.3,27.76,5.7,48.0
2023-01-07 16:00:00,1.17,3.8,6.1,9.9,36.0,59.0,36.6,722.8,0.0,45.0,2.8,0.211,27.72,10.4,36.0
2023-01-07 17:00:00,1.22,4.0,9.2,13.2,36.0,59.0,22.2,722.9,0.0,45.0,2.8,0.109,27.28,9.7,43.0
2023-01-07 18:00:00,1.25,2.9,7.9,10.8,30.0,59.0,18.0,723.3,0.0,51.0,2.8,0.023,25.4,7.2,29.0
2023-01-07 19:00:00,1.49,9.3,17.6,26.9,20.0,66.0,20.0,723.4,0.0,57.0,2.6,0.001,23.67,2.2,44.0
2023-01-07 20:00:00,2.32,41.8,31.7,73.5,9.0,84.0,24.26666666666667,723.6,0.0,60.0,2.7,0.0,22.82,1.4,148.0
2023-01-07 21:00:00,3.0,64.7,33.8,98.5,7.0,102.0,11.6,723.9,0.0,62.0,2.9,0.0,22.18,1.4,201.0
2023-01-07 22:00:00,2.37,42.6,32.4,75.0,8.0,179.0,22.5,724.0,0.0,64.0,3.1,0.0,21.6,1.6,229.0
2023-01-07 23:00:00,1.88,26.7,29.0,55.7,7.0,155.0,31.2,724.2,0.0,65.0,3.4,0.001,21.16,2.4,228.0
2023-01-08 00:00:00,1.62,14.1,22.0,36.1,11.0,104.0,13.0,724.2,0.0,68.0,2.9,0.001,20.43,2.3,239.0
2023-01-08 01:00:00,1.41,7.1,19.2,26.3,14.0,83.0,32.8,724.3,0.0,69.0,3.0,0.001,19.96,3.0,238.0
2023-01-08 02:00:00,1.25,4.1,11.3,15.4,20.0,67.0,21.2,724.3,0.0,68.0,3.0,0.001,19.71,1.7,240.0
2023-01-08 03:00:00,1.29,4.5,13.7,18.2,18.0,64.0,42.4,724.1,0.0,68.0,3.0500000000000003,0.001,19.85,3.6,237.0
2023-01-08 04:00:00,1.21,3.5,9.4,12.9,21.0,67.0,11.8,724.0,0.0,69.0,3.1,0.001,19.75,4.3,235.0
2023-01-08 05:00:00,1.16,3.1,7.8,11.0,23.0,59.0,19.3,724.2,0.0,68.0,3.3,0.001,19.68,7.8,235.0
2023-01-08 06:00:00,1.12,2.7,6.3,8.9,26.0,59.0,20.4,724.3,0.0,69.0,3.3,0.001,19.71,9.1,226.0
2023-01-08 07:00:00,1.12,2.6,6.0,8.6,28.0,54.0,22.0,724.4,0.0,63.0,3.45,0.001,19.84,11.8,234.0
2023-01-08 08:00:00,1.13,2.6,7.2,9.9,27.0,70.0,23.6,724.6,0.0,58.0,3.6,0.003,19.6,9.4,242.0
2023-01-08 09:00:00,1.14,2.7,6.7,9.4,28.0,55.0,10.8,724.8,0.0,53.0,3.2,0.024,19.62,10.0,252.0
2023-01-08 10:00:00,1.09,2.9,5.9,8.8,28.0,56.0,14.624,725.0,0.0,48.0,2.9,0.051,19.66,10.9,252.0
2023-01-08 11:00:00,1.11,3.4,6.5,9.9,28.0,50.0,23.2,725.1,0.0,46.0,2.7,0.099,20.22,10.0,248.0
2023-01-08 12:00:00,1.12,3.8,6.8,10.6,30.0,53.0,19.0,725.1,0.0,45.0,2.9,0.152,21.24,8.5,252.0
2023-01-08 13:00:00,1.1,3.1,5.6,8.7,33.0,57.0,10.6,724.8,0.0,45.0,3.0,0.176,22.3,6.5,271.0
2023-01-08 14:00:00,1.1,2.9,5.2,8.1,34.0,57.0,15.8,724.5,0.0,47.0,3.0,0.179,22.77,4.0,298.0
2023-01-08 15:00:00,1.13,3.0,6.2,9.2,36.0,66.0,16.0,724.2,0.0,48.0,5.6000000000000005,0.179,23.6,0.6,359.0
2023-01-08 16:00:00,1.13,2.5,5.6,8.1,38.0,60.0,23.2,724.0,0.0,50.0,8.200000000000001,0.13,23.3,1.9,27.0
2023-01-08 17:00:00,1.2,2.9,8.4,11.2,39.0,54.0,25.8,724.0,0.0,51.0,10.8,0.076,22.81,6.6,47.0
2023-01-08 18:00:00,1.37,6.4,15.2,21.6,28.0,57.0,25.2,724.2,0.0,54.0,7.7,0.029,22.21,5.8,58.0
